S,E,I,R
19966,14,17,3
19954,25,16,5
19934,37,23,6
19918,44,28,10
19885,62,39,14
19844,84,55,17
19791,108,79,22
19724,148,94,34
19633,195,120,52
19527,241,158,74
19361,334,212,93
19163,431,281,125
18893,585,352,170
18561,755,472,212
18098,1015,612,275
17572,1277,796,355
16837,1650,1064,449
15891,2135,1377,597
14798,2610,1819,773
13506,3184,2295,1015
12094,3663,2926,1317
10577,4187,3515,1721
8924,4652,4243,2181
7337,4940,4976,2747
5868,5029,5709,3394
4582,4825,6445,4148
3500,4576,6941,4983
2586,4185,7374,5855
1895,3735,7507,6863
1399,3173,7599,7829
1058,2633,7455,8854
812,2132,7240,9816
642,1731,6877,10750
490,1423,6442,11645
420,1136,5984,12460
376,893,5518,13213
338,730,5027,13905
315,595,4528,14562
302,455,4048,15195
312,366,3601,15721
321,305,3231,16143
336,243,2927,16494
367,202,2621,16810
387,170,2327,17116
399,166,2047,17388
438,148,1819,17595
472,140,1611,17777
529,132,1401,17938
557,112,1251,18080
598,113,1119,18170
633,105,990,18272
679,103,869,18349
724,95,767,18414
768,91,696,18445
827,72,617,18484
895,62,552,18491
954,62,477,18507
1011,54,416,18519
1067,44,356,18533
1134,51,317,18498
1187,44,284,18485
1233,51,260,18456
1277,56,239,18428
1348,53,222,18377
1392,44,215,18349
1441,42,186,18331
1498,34,171,18297
1545,39,162,18254
1598,39,141,18222
1655,34,128,18183
1706,34,116,18144
1765,39,100,18096
1817,38,95,18050
1865,27,96,18012
1929,26,85,17960
1980,25,81,17914
2029,26,80,17865
2088,22,73,17817
2136,19,72,17773
2192,22,69,17717
2243,23,66,17668
2287,24,58,17631
2357,16,60,17567
2427,16,53,17504
2480,21,55,17444
2536,22,53,17389
2594,22,54,17330
2653,20,52,17275
2702,11,56,17231
2759,17,53,17171
2818,19,52,17111
2856,19,52,17073
2906,16,55,17023
2943,11,58,16988
3000,10,54,16936
3041,11,51,16897
3088,15,50,16847
3151,16,50,16783
3205,18,48,16729
3248,17,46,16689
3303,15,44,16638
3352,19,41,16588
3407,19,42,16532
3453,21,40,16486
3499,25,41,16435
3539,26,43,16392
3590,21,44,16345
3645,17,45,16293
3690,16,45,16249
3737,20,42,16201
3770,18,42,16170
3808,25,38,16129
3860,23,39,16078
3916,17,45,16022
3958,22,41,15979
3999,24,34,15943
4046,24,36,15894
4081,20,37,15862
4112,21,39,15828
4150,21,43,15786
4183,26,43,15748
4216,27,48,15709
4257,25,42,15676
4287,27,39,15647
4320,22,45,15613
4357,24,44,15575
4393,31,41,15535
4430,27,47,15496
4474,29,47,15450
4508,25,50,15417
4546,23,52,15379
4575,29,53,15343
4606,36,53,15305
4640,44,52,15264
4666,40,58,15236
4702,40,56,15202
4748,44,64,15144
4783,38,75,15104
4806,48,76,15070
4844,44,79,15033
4852,47,88,15013
4878,57,90,14975
4900,63,98,14939
4944,70,98,14888
4967,74,102,14857
5000,64,109,14827
5023,67,112,14798
5043,72,121,14764
5056,79,126,14739
5071,83,130,14716
5101,77,144,14678
5118,74,155,14653
5125,87,146,14642
5133,98,145,14624
5140,110,150,14600
5158,101,160,14581
5178,104,172,14546
5173,108,192,14527
5196,98,206,14500
5204,111,215,14470
5212,129,218,14441
5207,136,224,14433
5200,144,227,14429
5196,144,235,14425
5187,162,242,14409
5182,166,245,14407
5185,160,263,14392
5178,176,273,14373
5147,199,283,14371
5153,187,303,14357
5122,222,296,14360
5099,219,318,14364
5099,217,337,14347
5070,220,349,14361
5021,252,354,14373
5003,256,379,14362
4973,249,423,14355
4936,282,435,14347
4902,281,462,14355
4855,299,482,14364
4789,315,494,14402
4740,317,537,14406
4685,339,568,14408
4630,343,598,14429
4564,351,607,14478
4510,370,616,14504
4454,383,629,14534
4403,371,658,14568
4337,390,653,14620
4284,390,680,14646
4246,376,687,14691
4203,386,673,14738
4151,401,675,14773
4090,392,696,14822
4057,390,701,14852
4009,396,717,14878
3943,402,737,14918
3908,399,740,14953
3861,384,754,15001
3805,389,776,15030
3758,379,814,15049
3717,381,807,15095
3674,375,813,15138
3622,385,785,15208
3579,377,789,15255
3538,354,805,15303
3487,367,815,15331
3437,385,793,15385
3396,373,810,15421
3378,363,792,15467
3333,362,791,15514
3308,384,771,15537
3269,391,776,15564
3248,368,795,15589
3201,356,785,15658
3182,342,780,15696
3166,346,744,15744
3147,342,714,15797
3139,322,717,15822
3146,327,708,15819
3145,322,691,15842
3133,304,690,15873
3127,309,672,15892
3128,299,670,15903
3123,292,665,15920
3111,294,641,15954
3113,286,619,15982
3100,286,611,16003
3121,291,595,15993
3127,271,599,16003
3138,250,584,16028
3152,259,583,16006
3159,260,582,15999
3197,252,557,15994
3219,254,564,15963
3234,251,550,15965
3250,266,536,15948
3262,263,518,15957
3284,254,510,15952
3303,245,522,15930
3296,254,524,15926
3327,240,513,15920
3348,230,516,15906
3370,232,523,15875
3372,236,517,15875
3396,223,524,15857
3423,237,516,15824
3447,237,509,15807
3462,245,502,15791
3481,234,501,15784
3489,243,491,15777
3520,245,481,15754
3536,252,476,15736
3568,227,486,15719
3579,232,479,15710
3611,228,482,15679
3634,229,478,15659
3663,220,467,15650
3677,233,447,15643
3699,240,451,15610
3709,243,442,15606
3721,256,458,15565
3749,264,442,15545
3757,256,474,15513
3759,258,482,15501
3786,254,468,15492
3802,257,474,15467
3807,259,489,15445
3811,252,504,15433
3836,269,498,15397
3841,271,514,15374
3860,265,521,15354
3866,268,533,15333
3891,269,538,15302
3895,266,552,15287
3915,259,559,15267
3922,256,555,15267
3932,262,555,15251
3920,269,538,15273
3930,283,544,15243
3912,312,532,15244
3900,308,561,15231
3899,302,567,15232
3923,305,562,15210
3932,291,587,15190
3926,317,590,15167
3894,303,632,15171
3888,309,637,15166
3865,329,634,15172
3881,330,624,15165
3872,318,633,15177
3852,323,638,15187
3842,328,642,15188
3818,340,666,15176
3815,319,685,15181
3814,313,685,15188
3811,336,655,15198
3804,343,662,15191
3761,367,661,15211
3760,356,679,15205
3773,345,664,15218
3779,344,671,15206
3756,344,669,15231
3753,340,667,15240
3750,341,682,15227
3734,362,676,15228
3726,358,708,15208
3717,361,711,15211
3697,363,726,15214
3691,380,696,15233
3670,389,700,15241
3665,397,696,15242
3638,409,709,15244
3637,395,711,15257
3633,387,717,15263
3630,362,735,15273
3634,364,736,15266
3629,367,724,15280
3621,367,706,15306
3642,353,722,15283
3649,354,722,15275
3638,358,720,15284
3635,350,746,15269
3617,353,754,15276
3617,355,741,15287
3588,342,739,15331
3586,352,734,15328
3575,352,727,15346
3564,363,718,15355
3550,369,719,15362
3562,363,723,15352
3529,382,718,15371
3536,379,731,15354
3516,378,767,15339
3477,408,774,15341
3476,407,792,15325
3452,400,793,15355
3434,388,810,15368
3423,366,810,15401
3380,382,813,15425
3366,393,806,15435
3360,393,801,15446
3351,403,789,15457
3336,408,782,15474
3307,394,801,15498
3306,397,787,15510
3314,391,789,15506
3313,381,807,15499
3313,359,823,15505
3322,354,817,15507
3333,345,796,15526
3337,337,789,15537
3320,354,779,15547
3303,372,768,15557
3313,363,773,15551
3292,367,768,15573
3306,360,756,15578
3318,348,767,15567
3338,326,775,15561
3339,313,770,15578
3331,334,766,15569
3348,341,744,15567
3368,327,742,15563
3397,340,725,15538
3386,342,734,15538
3374,360,733,15533
3368,357,708,15567
3379,365,697,15559
3384,359,702,15555
3412,355,717,15516
3398,351,724,15527
3416,356,725,15503
3428,349,744,15479
3445,317,767,15471
3444,338,745,15473
3441,305,731,15523
3449,322,717,15512
3461,317,701,15521
3458,312,694,15536
3457,311,702,15530
3472,328,687,15513
3475,322,695,15508
3466,346,671,15517
3479,362,665,15494
3507,340,682,15471
3515,336,689,15460
3497,323,704,15476
3516,314,701,15469
3505,342,682,15471
3499,334,692,15475
3504,335,673,15488
3514,328,684,15474
3503,336,684,15477
3513,333,676,15478
3519,331,688,15462
3529,312,695,15464
3526,316,692,15466
3536,314,686,15464
3549,328,657,15466
3543,327,671,15459
3561,313,679,15447
3580,328,677,15415
3582,321,683,15414
3586,327,675,15412
3602,333,666,15399
3580,356,665,15399
3576,345,673,15406
3557,365,680,15398
3550,346,690,15414
3557,334,685,15424
3569,338,644,15449
3574,332,655,15439
3586,324,650,15440
3601,328,651,15420
3604,317,646,15433
3609,333,635,15423
3611,326,645,15418
3612,321,643,15424
3599,337,643,15421
3611,329,661,15399
3611,352,663,15374
3632,328,655,15385
3639,313,663,15385
3639,315,675,15371
3632,308,689,15371
3639,310,688,15363
3642,312,684,15362
3637,308,671,15384
3647,303,660,15390
3639,305,654,15402
3664,284,663,15389
3644,282,675,15399
3644,307,659,15390
3662,290,663,15385
3681,298,658,15363
3681,310,654,15355
3667,335,630,15368
3680,322,642,15356
3682,340,621,15357
3703,335,622,15340
3695,354,631,15320
3659,361,662,15318
3648,353,663,15336
3651,359,667,15323
3640,342,689,15329
3642,343,683,15332
3631,345,692,15332
3643,351,656,15350
3636,353,666,15345
3618,341,677,15364
3621,331,696,15352
3648,330,674,15348
3631,340,665,15364
3618,333,679,15370
3642,333,682,15343
3633,344,680,15343
3643,339,667,15351
3669,314,671,15346
3636,350,691,15323
3648,336,691,15325
3647,325,665,15363
3662,331,651,15356
3669,338,644,15349
3702,322,653,15323
3715,324,658,15303
3734,315,659,15292
3742,321,644,15293
3751,315,660,15274
3722,320,668,15290
3705,325,672,15298
3734,315,666,15285
3726,327,650,15297
3729,323,667,15281
3692,350,667,15291
3686,353,690,15271
3696,322,716,15266
3702,317,712,15269
3686,350,688,15276
3700,347,703,15250
3670,379,683,15268
3639,365,724,15272
3644,379,708,15269
3634,389,733,15244
3632,375,757,15236
3621,399,737,15243
3643,400,726,15231
3644,381,734,15241
3632,382,743,15243
3638,376,754,15232
3638,367,754,15241
3611,376,757,15256
3613,378,741,15268
3600,374,763,15263
3597,376,766,15261
3592,391,755,15262
3580,380,759,15281
3574,376,768,15282
3583,356,764,15297
3583,363,757,15297
3579,364,739,15318
3564,360,740,15336
3575,349,742,15334
3572,357,735,15336
3572,355,728,15345
3546,374,721,15359
3548,369,716,15367
3562,375,716,15347
3563,363,731,15343
3546,363,737,15354
3532,367,763,15338
3529,386,747,15338
3509,368,758,15365
3491,378,750,15381
3499,386,759,15356
3512,367,767,15354
3485,379,758,15378
3485,385,772,15358
3492,367,774,15367
3482,356,762,15400
3497,368,727,15408
3502,350,747,15401
3503,349,763,15385
3507,345,760,15388
3511,352,757,15380
3501,372,754,15373
3491,379,769,15361
3479,373,758,15390
3485,358,754,15403
3465,369,744,15422
3478,368,751,15403
3470,371,749,15410
3464,367,755,15414
3463,386,730,15421
3457,388,738,15417
3453,382,752,15413
3460,373,774,15393
3468,362,787,15383
3451,391,774,15384
3453,374,785,15388
3446,367,792,15395
3430,382,772,15416
3426,390,772,15412
3441,380,772,15407
3449,356,789,15406
3424,355,796,15425
3425,355,792,15428
3407,377,779,15437
3397,397,767,15439
3421,385,771,15423
3423,373,773,15431
3414,370,754,15462
3426,368,767,15439
3432,360,766,15442
3440,371,756,15433
3446,362,773,15419
3440,357,779,15424
3427,381,751,15441
3418,373,746,15463
3413,373,753,15461
3419,365,749,15467
3427,375,752,15446
3424,362,751,15463
3418,370,736,15476
3432,382,728,15458
3446,374,726,15454
3440,370,733,15457
3437,362,734,15467
3435,385,722,15458
3427,356,735,15482
3420,356,736,15488
3445,352,706,15497
3457,352,706,15485
3473,355,736,15436
3477,352,729,15442
3483,350,747,15420
3487,347,749,15417
3481,354,747,15418
3481,362,726,15431
3475,362,731,15432
3474,369,734,15423
3494,354,739,15413
3522,339,737,15402
3514,355,719,15412
3520,345,738,15397
3507,356,719,15418
3522,349,716,15413
3521,370,707,15402
3531,350,705,15414
3535,353,718,15394
3504,341,745,15410
3503,336,763,15398
3511,342,751,15396
3510,353,738,15399
3518,342,736,15404
3507,349,739,15405
3512,355,734,15399
3533,346,735,15386
3518,376,723,15383
3526,357,745,15372
3539,356,749,15356
3540,367,726,15367
3544,373,735,15348
3558,365,748,15329
3560,360,744,15336
3556,365,758,15321
3566,357,754,15323
3560,334,778,15328
3554,354,760,15332
3518,360,779,15343
3542,358,761,15339
3510,382,759,15349
3503,381,748,15368
3483,386,745,15386
3502,377,764,15357
3503,383,751,15363
3502,362,769,15367
3465,364,775,15396
3443,375,771,15411
3453,378,763,15406
3482,360,765,15393
3469,381,760,15390
3468,365,771,15396
3465,376,763,15396
3446,395,748,15411
3448,386,726,15440
3450,370,739,15441
3458,368,726,15448
3469,359,705,15467
3476,359,705,15460
3475,351,720,15454
3439,376,711,15474
3424,385,715,15476
3454,380,717,15449
3460,359,729,15452
3467,349,732,15452
3470,361,715,15454
3493,363,713,15431
3469,372,723,15436
3458,379,699,15464
3446,379,717,15458
3432,379,732,15457
3439,364,728,15469
3434,364,716,15486
3433,351,733,15483
3441,339,732,15488
3444,335,717,15504
3417,359,699,15525
3415,364,716,15505
3398,353,756,15493
3403,365,760,15472
3387,376,763,15474
3370,374,808,15448
3355,362,829,15454
3361,357,817,15465
3344,362,808,15486
3334,377,800,15489
3362,360,792,15486
3342,361,799,15498
3349,336,787,15528
3364,331,761,15544
3363,343,755,15539
3366,358,735,15541
3363,347,740,15550
3380,349,734,15537
3400,350,726,15524
3415,339,737,15509
3415,340,736,15509
3431,336,733,15500
3440,315,731,15514
3440,330,714,15516
3433,347,706,15514
3437,341,717,15505
3440,352,704,15504
