S,E,I,R
19963,17,16,4
19957,17,20,6
19943,29,20,8
19924,42,24,10
19894,58,33,15
19865,74,43,18
19821,96,58,25
19767,123,75,35
19707,151,96,46
19606,210,128,56
19475,280,167,78
19282,382,236,100
19019,521,331,129
18669,705,455,171
18230,950,589,231
17669,1219,801,311
16935,1611,1041,413
16050,2020,1378,552
14942,2527,1788,743
13681,3082,2254,983
12266,3652,2804,1278
10655,4210,3500,1635
8973,4677,4253,2097
7366,4928,5068,2638
5943,4977,5797,3283
4584,4958,6381,4077
3506,4648,6926,4920
2597,4217,7352,5834
1979,3651,7552,6818
1499,3112,7631,7758
1136,2594,7570,8700
866,2162,7280,9692
682,1747,6914,10657
545,1413,6485,11557
445,1152,5994,12409
381,905,5499,13215
334,721,5048,13897
325,543,4594,14538
318,451,4156,15075
314,395,3733,15558
331,306,3326,16037
332,261,2978,16429
371,215,2657,16757
390,189,2325,17096
411,160,2054,17375
438,145,1819,17598
458,123,1617,17802
479,104,1432,17985
518,97,1262,18123
560,95,1121,18224
607,79,1001,18313
655,87,885,18373
702,77,789,18432
755,76,684,18485
809,82,611,18498
865,71,549,18515
928,67,483,18522
962,74,430,18534
1010,63,381,18546
1056,62,353,18529
1102,58,313,18527
1158,53,282,18507
1224,47,251,18478
1290,43,227,18440
1336,43,199,18422
1407,43,177,18373
1457,39,170,18334
1503,39,158,18300
1565,45,142,18248
1610,36,137,18217
1675,33,123,18169
1723,32,109,18136
1778,26,99,18097
1830,28,91,18051
1880,20,89,18011
1935,24,80,17961
1988,21,70,17921
2034,20,66,17880
2084,20,65,17831
2139,17,68,17776
2188,17,65,17730
2238,20,61,17681
2285,22,55,17638
2345,13,57,17585
2401,16,55,17528
2452,11,47,17490
2497,15,43,17445
2548,16,37,17399
2599,16,37,17348
2660,19,38,17283
2707,16,39,17238
2753,20,36,17191
2801,19,34,17146
2852,14,37,17097
2898,15,39,17048
2966,14,33,16987
3010,17,28,16945
3053,17,24,16906
3087,14,30,16869
3143,13,26,16818
3191,10,27,16772
3231,11,26,16732
3289,9,25,16677
3332,12,21,16635
3378,11,21,16590
3429,10,21,16540
3483,10,17,16490
3527,12,17,16444
3562,14,15,16409
3605,16,11,16368
3650,17,13,16320
3695,15,17,16273
3732,10,24,16234
3787,8,24,16181
3824,10,24,16142
3877,9,21,16093
3921,10,25,16044
3961,12,26,16001
4009,12,30,15949
4050,10,34,15906
4088,13,32,15867
4126,19,32,15823
4161,18,30,15791
4202,19,28,15751
4249,17,29,15705
4286,15,28,15671
4324,16,25,15635
4379,15,25,15581
4425,11,26,15538
4468,11,24,15497
4496,16,25,15463
4539,15,27,15419
4579,14,28,15379
4618,14,26,15342
4672,12,27,15289
4704,19,25,15252
4745,20,25,15210
4789,21,24,15166
4827,22,26,15125
4858,24,26,15092
4891,22,29,15058
4938,19,30,15013
4985,17,31,14967
5024,16,33,14927
5061,17,35,14887
5093,15,37,14855
5125,17,40,14818
5170,16,39,14775
5213,18,35,14734
5258,19,39,14684
5297,18,36,14649
5338,20,34,14608
5369,25,33,14573
5400,30,35,14535
5434,33,37,14496
5461,32,41,14466
5480,38,50,14432
5522,39,52,14387
5558,37,53,14352
5584,37,58,14321
5604,46,61,14289
5631,43,66,14260
5654,43,82,14221
5670,40,88,14202
5694,44,88,14174
5711,48,96,14145
5738,56,91,14115
5760,67,92,14081
5779,65,101,14055
5793,71,100,14036
5796,75,115,14014
5809,75,125,13991
5812,70,136,13982
5825,80,127,13968
5834,94,121,13951
5841,94,132,13933
5850,109,135,13906
5857,117,155,13871
5851,121,177,13851
5855,126,189,13830
5852,118,221,13809
5829,148,222,13801
5821,158,225,13796
5833,154,242,13771
5792,179,256,13773
5768,211,261,13760
5747,217,274,13762
5724,231,268,13777
5708,223,300,13769
5686,235,324,13755
5648,233,348,13771
5631,249,354,13766
5581,269,378,13772
5520,291,415,13774
5467,298,449,13786
5413,307,471,13809
5347,336,488,13829
5252,369,514,13865
5206,375,550,13869
5112,395,581,13912
5048,380,627,13945
4967,402,647,13984
4893,422,665,14020
4828,414,708,14050
4741,440,738,14081
4639,461,749,14151
4563,459,768,14210
4461,470,794,14275
4368,477,815,14340
4290,479,855,14376
4200,469,904,14427
4119,468,924,14489
4034,458,940,14568
3915,476,961,14648
3816,512,958,14714
3710,511,978,14801
3608,535,973,14884
3549,499,988,14964
3494,480,995,15031
3411,490,1000,15099
3356,491,986,15167
3276,482,1003,15239
3217,448,1016,15319
3142,438,1021,15399
3079,451,1002,15468
3012,434,1007,15547
2957,419,1005,15619
2906,400,996,15698
2878,394,968,15760
2825,410,938,15827
2808,393,925,15874
2785,368,914,15933
2756,382,895,15967
2749,353,870,16028
2756,346,836,16062
2750,330,818,16102
2740,323,797,16140
2747,309,785,16159
2737,300,779,16184
2754,274,747,16225
2738,259,731,16272
2742,263,680,16315
2742,250,655,16353
2739,253,648,16360
2744,248,619,16389
2746,256,611,16387
2773,242,598,16387
2823,215,585,16377
2819,235,563,16383
2854,215,573,16358
2865,231,549,16355
2919,206,526,16349
2962,218,496,16324
3008,223,479,16290
3033,196,490,16281
3051,196,479,16274
3081,213,455,16251
3086,216,445,16253
3107,219,449,16225
3140,212,426,16222
3174,199,429,16198
3188,214,422,16176
3202,212,411,16175
3215,214,418,16153
3263,196,434,16107
3286,194,412,16108
3318,197,399,16086
3346,197,391,16066
3376,218,395,16011
3413,205,397,15985
3426,210,406,15958
3452,194,401,15953
3477,184,407,15932
3509,178,411,15902
3547,176,396,15881
3587,188,377,15848
3628,183,376,15813
3643,189,370,15798
3683,196,382,15739
3721,207,372,15700
3767,203,369,15661
3800,205,368,15627
3839,209,363,15589
3879,198,374,15549
3897,195,365,15543
3932,203,376,15489
3934,218,378,15470
3959,212,407,15422
3981,220,415,15384
4015,220,417,15348
4045,225,420,15310
4056,248,426,15270
4054,251,444,15251
4049,250,455,15246
4060,253,476,15211
4066,251,480,15203
4070,239,503,15188
4065,260,507,15168
4067,265,520,15148
4080,270,522,15128
4069,287,535,15109
4036,304,542,15118
4053,304,561,15082
4043,311,566,15080
4048,304,568,15080
4048,279,594,15079
4068,275,595,15062
4046,299,577,15078
4036,295,610,15059
4024,317,608,15051
3996,314,638,15052
3997,320,625,15058
3997,334,616,15053
3998,331,626,15045
3982,327,661,15030
3958,350,648,15044
3945,342,680,15033
3919,353,689,15039
3870,368,705,15057
3843,385,728,15044
3796,384,749,15071
3769,394,745,15092
3745,385,759,15111
3715,369,771,15145
3711,381,755,15153
3696,379,760,15165
3661,352,768,15219
3635,366,752,15247
3633,377,747,15243
3613,368,769,15250
3600,376,770,15254
3589,378,772,15261
3586,365,781,15268
3554,381,777,15288
3533,396,771,15300
3542,396,773,15289
3531,396,754,15319
3499,398,766,15337
3483,363,800,15354
3451,384,779,15386
3430,405,779,15386
3427,383,783,15407
3438,373,777,15412
3455,354,769,15422
3455,354,757,15434
3414,369,763,15454
3400,367,772,15461
3398,349,773,15480
3379,357,768,15496
3383,352,742,15523
3397,329,751,15523
3432,323,736,15509
3427,334,730,15509
3452,308,744,15496
3448,309,741,15502
3464,304,722,15510
3469,300,732,15499
3486,303,725,15486
3462,318,701,15519
3449,320,686,15545
3456,331,676,15537
3445,338,683,15534
3449,338,679,15534
3453,335,684,15528
3462,325,694,15519
3471,334,686,15509
3473,353,671,15503
3460,342,683,15515
3440,341,698,15521
3430,361,678,15531
3434,360,681,15525
3413,352,687,15548
3401,366,678,15555
3414,353,694,15539
3421,342,705,15532
3422,327,706,15545
3445,313,695,15547
3451,316,676,15557
3484,307,666,15543
3497,329,662,15512
3532,311,673,15484
3537,317,653,15493
3539,316,655,15490
3547,322,649,15482
3557,309,668,15466
3570,310,678,15442
3581,321,669,15429
3590,336,670,15404
3607,327,691,15375
3626,350,668,15356
3634,349,682,15335
3659,325,668,15348
3644,347,671,15338
3634,338,699,15329
3616,343,713,15328
3617,346,703,15334
3582,360,702,15356
3585,374,700,15341
3580,364,710,15346
3584,373,704,15339
3571,373,721,15335
3585,363,713,15339
3564,369,715,15352
3554,354,728,15364
3547,350,743,15360
3547,363,757,15333
3560,343,779,15318
3542,346,784,15328
3551,361,762,15326
3534,369,772,15325
3533,356,760,15351
3505,357,765,15373
3491,346,795,15368
3473,347,769,15411
3448,348,766,15438
3452,352,765,15431
3456,344,766,15434
3452,335,776,15437
3459,331,786,15424
3471,332,764,15433
3462,340,750,15448
3470,355,731,15444
3496,339,738,15427
3465,380,726,15429
3474,375,713,15438
3459,360,727,15454
3464,368,731,15437
3481,339,738,15442
3490,335,735,15440
3526,310,736,15428
3522,312,726,15440
3511,323,733,15433
3513,324,715,15448
3523,313,726,15438
3532,320,706,15442
3523,332,685,15460
3522,325,696,15457
3525,330,683,15462
3530,327,671,15472
3529,330,660,15481
3515,323,675,15487
3508,337,665,15490
3504,341,675,15480
3497,352,685,15466
3508,330,707,15455
3455,361,697,15487
3456,353,695,15496
3449,343,704,15504
3455,342,707,15496
3454,341,688,15517
3438,338,675,15549
3437,334,685,15544
3445,320,715,15520
3455,331,711,15503
3436,341,725,15498
3440,332,711,15517
3438,331,706,15525
3437,349,690,15524
3444,322,691,15543
3446,325,683,15546
3440,338,674,15548
3469,331,655,15545
3448,324,665,15563
3455,330,695,15520
3443,330,681,15546
3427,335,673,15565
3422,335,676,15567
3440,333,669,15558
3436,323,691,15550
3441,331,663,15565
3460,337,674,15529
3441,340,679,15540
3449,342,659,15550
3451,323,682,15544
3424,331,691,15554
3438,319,693,15550
3423,344,685,15548
3433,349,691,15527
3451,338,686,15525
3441,347,692,15520
3420,343,699,15538
3412,320,712,15556
3407,346,682,15565
3431,339,690,15540
3424,324,709,15543
3417,330,727,15526
3440,333,726,15501
3437,317,732,15514
3405,321,743,15531
3420,337,704,15539
3415,324,723,15538
3416,318,714,15552
3415,334,697,15554
3412,354,694,15540
3425,353,696,15526
3421,344,706,15529
3418,342,716,15524
3406,336,735,15523
3399,359,719,15523
3414,359,712,15515
3416,340,720,15524
3423,340,708,15529
3412,356,715,15517
3402,336,728,15534
3388,351,740,15521
3389,341,736,15534
3384,352,724,15540
3390,334,715,15561
3378,336,724,15562
3373,338,720,15569
3394,345,704,15557
3386,359,720,15535
3389,328,720,15563
3394,314,710,15582
3398,330,704,15568
3421,323,688,15568
3403,323,695,15579
3410,331,688,15571
3422,312,698,15568
3415,330,697,15558
3411,339,686,15564
3385,363,666,15586
3367,366,688,15579
3368,364,687,15581
3363,364,698,15575
3376,331,698,15595
3394,322,697,15587
3375,332,691,15602
3414,302,683,15601
3435,296,644,15625
3448,270,639,15643
3451,295,616,15638
3457,315,629,15599
3474,311,647,15568
3497,297,640,15566
3512,322,623,15543
3522,342,622,15514
3527,323,636,15514
3529,316,622,15533
3546,318,620,15516
3534,314,657,15495
3520,338,649,15493
3539,343,661,15457
3563,337,667,15433
3585,335,653,15427
3598,332,645,15425
3591,340,650,15419
3602,329,666,15403
3618,326,657,15399
3613,340,653,15394
3622,333,673,15372
3606,340,662,15392
3609,323,662,15406
3613,328,679,15380
3622,345,675,15358
3631,351,681,15337
3634,367,674,15325
3637,350,696,15317
3648,322,708,15322
3647,308,699,15346
3669,315,686,15330
3688,314,664,15334
3684,341,673,15302
3686,352,695,15267
3689,360,690,15261
3666,365,689,15280
3667,370,700,15263
3685,346,706,15263
3697,346,709,15248
3705,357,719,15219
3700,373,726,15201
3710,381,702,15207
3713,382,708,15197
3730,370,710,15190
3737,369,732,15162
3735,364,741,15160
3712,368,753,15167
3707,386,751,15156
3684,385,766,15165
3693,380,772,15155
3685,359,769,15187
3652,399,760,15189
3637,404,755,15204
3630,406,742,15222
3608,383,766,15243
3604,377,766,15253
3570,383,772,15275
3557,390,759,15294
3561,371,782,15286
3541,372,765,15322
3525,365,766,15344
3512,351,779,15358
3515,360,778,15347
3498,369,773,15360
3517,351,766,15366
3512,342,767,15379
3498,351,749,15402
3466,387,744,15403
3475,358,768,15399
3501,347,735,15417
3503,347,714,15436
3493,341,733,15433
3511,332,726,15431
3531,320,723,15426
3529,341,712,15418
3540,320,731,15409
3528,324,739,15409
3532,323,719,15426
3545,333,701,15421
3530,329,706,15435
3540,339,693,15428
3565,320,701,15414
3542,348,670,15440
3536,352,662,15450
3567,330,674,15429
3566,314,690,15430
3561,321,683,15435
3570,329,681,15420
3583,307,676,15434
3585,314,675,15426
3604,319,662,15415
3606,317,661,15416
3624,316,668,15392
3626,307,693,15374
3628,317,677,15378
3620,316,674,15390
3614,349,662,15375
3609,357,666,15368
3624,344,678,15354
3620,345,672,15363
3630,335,681,15354
3616,321,694,15369
3616,330,697,15357
3584,361,687,15368
3606,336,708,15350
3596,324,721,15359
3583,350,716,15351
3569,368,719,15344
3593,352,732,15323
3587,375,724,15314
3586,358,733,15323
3577,367,747,15309
3577,385,736,15302
3559,387,745,15309
3527,392,747,15334
3520,401,757,15322
3522,411,759,15308
3519,388,799,15294
3503,391,804,15302
3494,390,835,15281
3480,381,843,15296
3462,372,849,15317
3445,380,837,15338
3465,352,853,15330
3465,356,847,15332
3466,351,827,15356
3458,355,815,15372
3425,387,792,15396
3425,388,772,15415
3422,381,776,15421
3432,363,789,15416
3433,371,777,15419
3440,361,763,15436
3398,376,765,15461
3404,358,758,15480
3398,333,771,15498
3392,335,745,15528
3408,307,745,15540
3420,308,725,15547
3416,305,705,15574
3424,319,689,15568
3422,324,700,15554
3436,326,696,15542
3432,314,702,15552
3460,322,686,15532
3465,319,674,15542
3479,316,663,15542
3464,324,654,15558
3483,308,661,15548
3473,336,639,15552
3482,324,662,15532
3493,308,652,15547
3491,318,621,15570
3493,325,627,15555
3519,304,635,15542
3527,305,636,15532
3533,304,640,15523
3546,310,645,15499
3554,294,676,15476
3578,299,648,15475
3589,310,621,15480
3605,306,626,15463
3620,308,613,15459
3606,314,620,15460
3603,344,609,15444
3601,353,607,15439
3607,339,625,15429
3620,328,627,15425
3593,331,635,15441
3584,336,647,15433
3572,351,660,15417
3601,333,675,15391
3629,321,652,15398
3645,332,644,15379
3648,306,657,15389
3679,307,646,15368
3686,331,608,15375
3701,326,608,15365
3712,306,634,15348
3709,321,620,15350
3723,317,617,15343
3741,322,607,15330
3756,328,608,15308
3773,302,620,15305
3780,301,620,15299
3796,310,619,15275
3828,296,621,15255
3831,316,622,15231
3814,319,637,15230
3815,312,641,15232
3821,329,619,15231
3796,352,624,15228
3812,327,659,15202
3803,336,658,15203
3782,342,673,15203
3777,349,667,15207
3777,346,671,15206
3746,361,690,15203
3764,358,688,15190
3751,355,677,15217
