S,E,I,R
19972,8,14,6
19960,19,14,7
19945,29,17,9
19927,36,25,12
19915,43,27,15
19886,57,41,16
19843,84,48,25
19791,110,70,29
19713,148,93,46
19623,200,116,61
19490,279,151,80
19324,357,224,95
19072,510,286,132
18786,665,374,175
18427,842,496,235
17938,1080,685,297
17301,1405,916,378
16504,1795,1212,489
15528,2285,1547,640
14361,2807,1973,859
12996,3360,2498,1146
11446,3974,3110,1470
9921,4401,3760,1918
8348,4720,4536,2396
6766,4983,5229,3022
5346,5024,5980,3650
4155,4789,6611,4445
3149,4438,7065,5348
2334,4007,7339,6320
1730,3455,7562,7253
1283,2917,7577,8223
998,2405,7367,9230
764,2001,7058,10177
609,1622,6665,11104
503,1297,6232,11968
435,1029,5767,12769
411,817,5247,13525
365,658,4757,14220
336,531,4315,14818
338,424,3851,15387
348,362,3379,15911
353,300,3016,16331
360,266,2684,16690
379,220,2388,17013
398,177,2154,17271
434,152,1901,17513
457,135,1691,17717
485,131,1495,17889
523,118,1324,18035
574,94,1168,18164
611,94,1037,18258
655,83,922,18340
703,85,814,18398
761,70,750,18419
811,75,652,18462
845,80,570,18505
905,71,511,18513
960,58,454,18528
1005,54,407,18534
1060,51,375,18514
1106,47,361,18486
1172,54,322,18452
1218,49,286,18447
1291,47,256,18406
1363,42,229,18366
1422,43,211,18324
1474,43,187,18296
1551,34,170,18245
1610,32,149,18209
1672,27,135,18166
1732,27,123,18118
1785,28,105,18082
1828,21,103,18048
1874,32,97,17997
1935,28,93,17944
1981,21,90,17908
2018,26,83,17873
2069,25,78,17828
2129,24,63,17784
2187,13,67,17733
2240,19,58,17683
2290,25,51,17634
2358,22,50,17570
2408,16,53,17523
2464,15,49,17472
2519,14,46,17421
2576,14,40,17370
2635,10,35,17320
2686,9,31,17274
2731,7,26,17236
2791,6,21,17182
2850,5,15,17130
2912,4,15,17069
2972,6,17,17005
3028,7,14,16951
3075,5,12,16908
3117,5,11,16867
3165,8,11,16816
3209,8,11,16772
3271,8,12,16709
3316,7,13,16664
3371,10,12,16607
3415,10,15,16560
3465,9,11,16515
3512,4,16,16468
3565,6,12,16417
3610,2,16,16372
3666,4,15,16315
3733,4,13,16250
3776,5,13,16206
3821,5,13,16161
3847,7,13,16133
3893,7,10,16090
3942,7,8,16043
3985,6,8,16001
4027,6,8,15959
4071,6,8,15915
4110,6,6,15878
4153,4,8,15835
4204,5,6,15785
4249,3,7,15741
4288,2,8,15702
4325,5,8,15662
4366,4,9,15621
4404,5,9,15582
4448,7,9,15536
4491,8,9,15492
4534,8,9,15449
4575,5,10,15410
4616,6,8,15370
4657,7,9,15327
4701,6,10,15283
4751,5,13,15231
4780,2,12,15206
4826,2,14,15158
4877,3,13,15107
4924,2,10,15064
4964,4,10,15022
5004,4,11,14981
5044,5,12,14939
5083,4,9,14904
5124,6,9,14861
5172,5,9,14814
5205,4,11,14780
5256,6,10,14728
5292,5,11,14692
5336,6,11,14647
5376,4,11,14609
5415,4,11,14570
5449,4,12,14535
5473,7,13,14507
5515,8,12,14465
5556,6,16,14422
5585,9,16,14390
5625,12,17,14346
5654,13,17,14316
5692,17,18,14273
5724,21,19,14236
5764,18,20,14198
5792,18,23,14167
5830,17,26,14127
5859,24,28,14089
5908,19,32,14041
5940,23,33,14004
5969,25,37,13969
6006,26,45,13923
6029,31,50,13890
6053,38,50,13859
6089,39,56,13816
6115,41,58,13786
6143,39,64,13754
6159,46,66,13729
6175,43,78,13704
6192,62,76,13670
6215,64,78,13643
6227,63,89,13621
6237,66,87,13610
6252,68,100,13580
6252,91,110,13547
6252,88,131,13529
6257,100,142,13501
6261,102,150,13487
6264,118,147,13471
6264,119,160,13457
6242,132,174,13452
6232,141,189,13438
6211,157,197,13435
6187,179,221,13413
6179,191,232,13398
6144,216,243,13397
6118,232,263,13387
6086,254,289,13371
6060,247,327,13366
6028,248,363,13361
5972,277,388,13363
5913,320,396,13371
5863,323,426,13388
5821,321,448,13410
5759,362,451,13428
5666,398,485,13451
5587,418,520,13475
5504,428,557,13511
5433,422,592,13553
5334,449,621,13596
5256,430,664,13650
5152,469,671,13708
5058,477,715,13750
4965,505,750,13780
4874,492,806,13828
4754,504,841,13901
4662,515,873,13950
4556,523,902,14019
4469,531,920,14080
4333,570,935,14162
4208,570,973,14249
4090,558,1024,14328
3975,574,1030,14421
3863,562,1057,14518
3731,587,1061,14621
3636,575,1084,14705
3557,569,1102,14772
3467,562,1100,14871
3391,552,1084,14973
3318,532,1101,15049
3247,487,1101,15165
3177,489,1069,15265
3105,490,1049,15356
3054,477,1054,15415
2997,459,1045,15499
2956,432,1020,15592
2878,437,1013,15672
2847,403,995,15755
2795,403,959,15843
2783,373,945,15899
2756,371,923,15950
2720,369,869,16042
2685,376,841,16098
2689,356,829,16126
