S,E,I,R
19968,12,18,2
19951,24,22,3
19931,35,28,6
19899,58,33,10
19866,78,43,13
19812,115,58,15
19732,163,84,21
19651,202,108,39
19529,264,156,51
19359,366,205,70
19152,471,283,94
18850,634,394,122
18411,907,506,176
17898,1152,706,244
17271,1503,896,330
16477,1878,1213,432
15514,2317,1569,600
14387,2786,2013,814
12996,3364,2549,1091
11438,3982,3179,1401
9846,4471,3870,1813
8260,4822,4580,2338
6702,5027,5314,2957
5304,5038,5973,3685
4074,4780,6671,4475
3105,4432,7128,5335
2286,3988,7461,6265
1690,3423,7608,7279
1266,2879,7635,8220
953,2414,7394,9239
726,1967,7045,10262
575,1601,6667,11157
496,1278,6266,11960
425,1030,5806,12739
377,846,5314,13463
353,669,4827,14151
327,551,4376,14746
327,433,3964,15276
335,362,3518,15785
334,305,3113,16248
356,261,2748,16635
368,224,2438,16970
382,183,2146,17289
421,153,1937,17489
446,126,1717,17711
472,111,1523,17894
518,95,1353,18034
552,95,1179,18174
598,79,1049,18274
657,79,940,18324
708,71,826,18395
766,68,716,18450
827,66,634,18473
885,71,564,18480
937,61,495,18507
986,51,441,18522
1017,62,394,18527
1083,50,355,18512
1136,42,321,18501
1184,44,284,18488
1240,42,255,18463
1284,43,235,18438
1334,41,216,18409
1401,38,198,18363
1459,34,176,18331
1499,29,161,18311
1564,37,144,18255
1604,36,128,18232
1651,36,111,18202
1708,34,109,18149
1748,28,96,18128
1786,27,96,18091
1833,23,91,18053
1899,24,90,17987
1935,20,84,17961
1994,21,79,17906
2054,20,69,17857
2106,22,63,17809
2163,17,55,17765
2211,17,49,17723
2274,16,47,17663
2340,15,47,17598
2401,11,42,17546
2456,13,32,17499
2515,17,28,17440
2564,16,26,17394
2613,16,24,17347
2667,15,23,17295
2730,15,19,17236
2777,13,20,17190
2811,15,21,17153
2854,13,21,17112
2911,4,25,17060
2969,6,22,17003
3017,5,16,16962
3070,7,15,16908
3118,7,19,16856
3168,7,16,16809
3211,7,16,16766
3251,9,16,16724
3310,8,17,16665
3372,10,16,16602
3420,9,15,16556
3474,8,16,16502
3506,9,16,16469
3550,8,16,16426
3607,5,16,16372
3657,8,16,16319
3711,9,15,16265
3756,10,14,16220
3798,10,16,16176
3844,8,18,16130
3886,8,19,16087
3936,11,15,16038
3987,13,14,15986
4032,12,16,15940
4085,12,20,15883
4131,12,20,15837
4174,18,21,15787
4210,15,24,15751
4249,13,26,15712
4285,15,25,15675
4317,18,22,15643
4373,12,23,15592
4408,12,24,15556
4445,11,22,15522
4481,13,20,15486
4508,18,20,15454
4559,12,25,15404
4599,14,21,15366
4644,14,21,15321
4687,15,21,15277
4728,15,23,15234
4765,13,27,15195
4797,16,26,15161
4834,14,28,15124
4858,16,24,15102
4907,17,26,15050
4951,17,27,15005
4990,17,30,14963
5018,18,30,14934
5053,18,31,14898
5085,21,28,14866
5121,22,30,14827
5152,28,32,14788
5186,29,38,14747
5210,35,40,14715
5246,29,46,14679
5274,26,52,14648
5310,29,48,14613
5338,35,47,14580
5359,34,50,14557
5382,33,58,14527
5405,40,62,14493
5440,42,69,14449
5460,46,77,14417
5482,61,79,14378
5506,54,93,14347
5543,50,99,14308
5556,60,103,14281
5570,62,107,14261
5590,59,122,14229
5605,67,129,14199
5625,75,126,14174
5643,76,125,14156
5660,73,129,14138
5670,81,140,14109
5693,82,144,14081
5706,89,150,14055
5714,101,152,14033
5721,107,159,14013
5725,122,161,13992
5723,134,171,13972
5720,132,183,13965
5708,152,197,13943
5707,154,217,13922
5715,159,226,13900
5692,180,241,13887
5677,189,268,13866
5668,194,276,13862
5638,217,288,13857
5602,236,312,13850
5571,242,332,13855
5527,244,368,13861
5499,250,387,13864
5454,277,389,13880
5414,284,406,13896
5376,287,427,13910
5319,302,444,13935
5249,319,459,13973
5192,326,495,13987
5148,323,520,14009
5094,329,555,14022
5039,332,585,14044
4990,350,578,14082
4922,372,604,14102
4840,383,620,14157
4785,395,642,14178
4701,410,662,14227
4618,440,681,14261
4560,442,701,14297
4479,454,724,14343
4404,450,738,14408
4323,449,751,14477
4248,451,761,14540
4172,458,797,14573
4094,485,804,14617
4012,500,815,14673
3923,513,855,14709
3837,485,906,14772
3754,488,900,14858
3690,465,916,14929
3614,467,900,15019
3525,499,886,15090
3479,448,911,15162
3417,455,905,15223
3336,454,911,15299
3259,459,907,15375
3211,438,924,15427
3145,426,943,15486
3085,418,939,15558
3062,397,913,15628
3064,372,880,15684
3032,361,874,15733
3019,341,871,15769
3001,333,837,15829
2977,331,801,15891
2943,346,783,15928
2918,338,774,15970
2901,341,744,16014
2875,330,746,16049
2878,318,747,16057
2860,322,709,16109
2872,300,697,16131
2883,280,698,16139
2900,262,687,16151
2905,264,671,16160
2923,245,656,16176
2898,264,643,16195
