S,E,I,R
19969,11,17,3
19952,26,18,4
19935,29,30,6
19906,47,36,11
19858,75,49,18
19806,105,59,30
19750,135,78,37
19659,185,103,53
19536,254,149,61
19366,356,200,78
19161,445,292,102
18877,594,387,142
18514,793,505,188
18040,1047,641,272
17432,1359,855,354
16622,1784,1133,461
15700,2192,1495,613
14567,2717,1899,817
13269,3236,2414,1081
11881,3714,3010,1395
10258,4317,3642,1783
8659,4695,4370,2276
7054,4968,5128,2850
5606,5012,5837,3545
4386,4797,6560,4257
3322,4546,7038,5094
2537,4032,7392,6039
1890,3577,7512,7021
1415,3016,7531,8038
1068,2557,7411,8964
837,2082,7092,9989
661,1691,6765,10883
526,1393,6321,11760
437,1098,5879,12586
380,872,5452,13296
345,689,5005,13961
347,544,4525,14584
336,434,4068,15162
343,380,3586,15691
359,300,3225,16116
353,250,2850,16547
368,226,2556,16850
394,190,2264,17152
431,165,2044,17360
459,148,1814,17579
484,135,1614,17767
521,114,1438,17927
551,121,1260,18068
586,115,1127,18172
635,108,1019,18238
667,104,907,18322
713,93,801,18393
754,75,730,18441
822,63,639,18476
862,58,562,18518
910,64,498,18528
964,57,440,18539
1024,54,399,18523
1086,51,369,18494
1148,39,332,18481
1201,42,287,18470
1255,47,258,18440
1308,41,232,18419
1362,36,213,18389
1422,32,189,18357
1461,37,174,18328
1517,29,160,18294
1572,28,144,18256
1638,30,136,18196
1702,28,131,18139
1757,34,115,18094
1816,35,99,18050
1881,28,82,18009
1936,23,79,17962
1992,26,78,17904
2038,30,71,17861
2084,28,74,17814
2138,21,80,17761
2188,21,70,17721
2241,23,68,17668
2304,21,65,17610
2364,19,65,17552
2417,23,52,17508
2463,19,49,17469
2524,16,49,17411
2570,13,50,17367
2613,18,45,17324
2668,17,42,17273
2721,18,41,17220
2767,17,41,17175
2813,19,36,17132
2865,19,37,17079
2912,18,39,17031
2955,15,40,16990
3005,18,35,16942
3058,18,33,16891
3102,17,31,16850
3156,15,27,16802
3203,11,32,16754
3249,13,30,16708
3290,11,29,16670
3355,9,28,16608
3388,10,28,16574
3445,11,26,16518
3490,10,29,16471
3548,5,31,16416
3600,6,26,16368
3631,8,26,16335
3673,12,26,16289
3716,11,30,16243
3759,4,31,16206
3817,8,24,16151
3853,7,23,16117
3898,12,23,16067
3960,12,25,16003
3989,14,27,15970
4034,12,25,15929
4089,10,26,15875
4130,11,25,15834
4180,12,24,15784
4220,7,29,15744
4248,12,26,15714
4299,10,27,15664
4349,11,20,15620
4396,13,22,15569
4441,8,25,15526
4494,10,27,15469
4537,11,23,15429
4576,11,25,15388
4620,13,26,15341
4654,14,28,15304
4686,9,32,15273
4725,14,29,15232
4775,17,31,15177
4812,17,29,15142
4842,18,29,15111
