S,E,I,R
19967,13,14,6
19947,29,18,6
19936,30,26,8
19910,47,30,13
19882,58,42,18
19830,90,58,22
19776,126,62,36
19704,161,88,47
19609,206,127,58
19486,276,162,76
19316,358,233,93
19090,480,308,122
18825,611,399,165
18446,834,497,223
17975,1053,680,292
17329,1395,902,374
16556,1805,1153,486
15600,2257,1537,606
14526,2757,1897,820
13162,3345,2403,1090
11664,3856,3080,1400
10148,4288,3790,1774
8552,4698,4481,2269
7034,4903,5203,2860
5549,4968,5932,3551
4259,4805,6620,4316
3193,4467,7165,5175
2361,4018,7514,6107
1747,3487,7630,7136
1307,2952,7624,8117
959,2465,7454,9122
724,2021,7130,10125
589,1609,6745,11057
495,1295,6271,11939
436,1001,5825,12738
384,798,5339,13479
376,636,4814,14174
359,505,4375,14761
348,414,3930,15308
348,331,3534,15787
355,269,3217,16159
362,233,2914,16491
384,205,2553,16858
397,191,2276,17136
433,163,2016,17388
466,131,1811,17592
494,128,1601,17777
518,105,1454,17923
547,111,1274,18068
603,101,1127,18169
656,90,990,18264
711,86,874,18329
755,80,771,18394
810,67,693,18430
861,56,614,18469
914,57,540,18489
946,61,461,18532
997,61,406,18536
1052,66,361,18521
1108,58,340,18494
1165,56,295,18484
1226,54,265,18455
1273,52,250,18425
1322,44,231,18403
1374,41,207,18378
1414,43,198,18345
1483,35,184,18298
1540,31,171,18258
1598,30,142,18230
1638,34,131,18197
1689,31,123,18157
1753,33,117,18097
1808,23,120,18049
1870,26,107,17997
1916,27,106,17951
1966,19,100,17915
2010,24,87,17879
2061,31,75,17833
2124,30,70,17776
2167,26,70,17737
2217,22,71,17690
2268,23,62,17647
2331,22,61,17586
2384,19,58,17539
2424,22,58,17496
2480,19,57,17444
2545,22,60,17373
2580,23,55,17342
2635,20,57,17288
2674,23,56,17247
2714,26,58,17202
2761,23,60,17156
2809,21,56,17114
2868,19,53,17060
2913,22,55,17010
2968,17,56,16959
3018,17,49,16916
3066,19,42,16873
3109,16,43,16832
3154,15,41,16790
3205,16,40,16739
3239,13,34,16714
3273,11,32,16684
3322,15,30,16633
3372,12,37,16579
3424,14,34,16528
3474,11,34,16481
3534,9,31,16426
3579,10,33,16378
3619,14,32,16335
3671,14,30,16285
3715,16,31,16238
3756,16,32,16196
3804,17,31,16148
3844,20,30,16106
3894,17,28,16061
3940,19,22,16019
3972,18,29,15981
4014,10,33,15943
4057,11,32,15900
4105,11,32,15852
4148,14,31,15807
4191,19,24,15766
4233,18,24,15725
