S,E,I,R,
19970,10,16,4
19955,19,20,6
19934,33,22,11
19919,40,29,12
19884,64,37,15
19851,80,48,21
19805,112,54,29
19743,140,81,36
19668,174,110,48
19542,239,157,62
19395,324,195,86
19210,420,263,107
18922,589,350,139
18560,787,471,182
18134,979,632,255
17523,1299,838,340
16802,1649,1088,461
15856,2143,1407,594
14780,2620,1815,785
13511,3209,2263,1017
12095,3785,2827,1293
10533,4297,3491,1679
8855,4757,4243,2145
7276,5068,4962,2694
5877,5007,5749,3367
4555,4902,6384,4159
3451,4630,6887,5032
2606,4188,7282,5924
1995,3655,7402,6948
1506,3093,7531,7870
1146,2599,7370,8885
875,2129,7181,9815
686,1735,6825,10754
559,1433,6414,11594
470,1157,5934,12439
401,961,5453,13185
363,765,5025,13847
346,611,4556,14487
331,494,4105,15070
334,388,3686,15592
332,340,3318,16010
337,294,2957,16412
352,239,2643,16766
371,212,2361,17056
403,174,2104,17319
447,141,1846,17566
479,134,1632,17755
495,131,1446,17928
541,115,1269,18075
585,96,1132,18187
633,93,995,18279
681,91,883,18345
723,89,790,18398
770,73,710,18447
818,67,633,18482
862,74,560,18504
905,67,496,18532
963,69,446,18522
1024,68,401,18507
1086,62,369,18483
1140,60,334,18466
1194,46,310,18450
1237,39,261,18463
1287,45,221,18447
1365,33,205,18397
1436,26,195,18343
1504,20,175,18301
1564,23,162,18251
1610,25,147,18218
1672,25,136,18167
1734,15,133,18118
1794,16,111,18079
1847,18,91,18044
1897,14,83,18006
1960,17,76,17947
2015,17,67,17901
2062,19,61,17858
2130,20,54,17796
2179,21,50,17750
2240,21,46,17693
2290,17,41,17652
2344,18,35,17603
2403,18,34,17545
2464,13,33,17490
2508,11,33,17448
2558,6,32,17404
2616,7,26,17351
2662,6,24,17308
2701,9,23,17267
2751,10,22,17217
2802,7,23,17168
2850,6,17,17127
2899,7,18,17076
2946,6,20,17028
2999,9,18,16974
3056,8,17,16919
3098,7,18,16877
3152,5,20,16823
3201,4,20,16775
3247,5,19,16729
3289,4,18,16689
3346,6,15,16633
3382,7,16,16595
3424,8,19,16549
3472,8,19,16501
3524,10,17,16449
3587,8,16,16389
3634,7,18,16341
3695,9,18,16278
3752,7,19,16222
3808,6,18,16168
3849,9,15,16127
3879,7,16,16098
3936,9,14,16041
3986,10,15,15989
4034,10,15,15941
4066,13,17,15904
4106,11,15,15868
4138,11,16,15835
4182,10,19,15789
4219,9,18,15754
4263,7,19,15711
4301,6,20,15673
4348,10,20,15622
4387,11,20,15582
4438,10,18,15534
4488,9,19,15484
4527,8,20,15445
4562,12,18,15408
4598,10,18,15374
4624,15,19,15342
4684,14,19,15283
4715,14,21,15250
4762,14,22,15202
4792,11,20,15177
4831,14,19,15136
4873,13,15,15099
4910,12,16,15062
4951,11,18,15020
4982,14,19,14985
5028,13,20,14939
5064,10,24,14902
5096,11,20,14873
5147,11,17,14825
5181,14,15,14790
5229,13,17,14741
5267,12,20,14701
5304,17,21,14658
5343,14,27,14616
5372,19,27,14582
5391,18,33,14558
5427,16,30,14527
5468,16,33,14483
5496,16,33,14455
5530,15,37,14418
5569,16,35,14380
5595,20,35,14350
5636,20,35,14309
5678,25,31,14266
5716,25,34,14225
5738,25,34,14203
5771,28,37,14164
5798,27,33,14142
5826,27,37,14110
5848,27,44,14081
5867,35,40,14058
5901,36,44,14019
5935,32,54,13979
5958,34,59,13949
5978,39,65,13918
5997,55,65,13883
6013,56,78,13853
6047,57,85,13811
6061,71,90,13778
6076,80,96,13748
6101,79,108,13712
6110,77,116,13697
6124,84,117,13675
6129,90,130,13651
6138,84,148,13630
6145,88,154,13613
6146,105,153,13596
6130,118,163,13589
6137,127,181,13555
6133,139,187,13541
6114,152,209,13525
6098,171,217,13514
6071,173,235,13521
6040,181,246,13533
6020,197,271,13512
6002,203,312,13483
5984,217,314,13485
5960,228,324,13488
5935,229,358,13478
5891,239,386,13484
5844,264,397,13495
5791,297,397,13515
5755,290,421,13534
5704,304,453,13539
5650,303,476,13571
5588,316,490,13606
5518,355,512,13615
5450,359,541,13650
5365,381,585,13669
5291,390,592,13727
5199,425,622,13754
5126,421,651,13802
5043,434,678,13845
4959,440,698,13903
4843,466,735,13956
4736,479,770,14015
4658,464,788,14090
4565,480,812,14143
4458,488,868,14186
4350,523,883,14244
4237,549,909,14305
4147,551,935,14367
4025,565,958,14452
3915,576,969,14540
3815,548,995,14642
3722,542,1024,14712
3647,505,1071,14777
3530,533,1076,14861
3453,530,1049,14968
3355,516,1074,15055
3280,496,1085,15139
3193,505,1068,15234
3141,464,1091,15304
3081,458,1066,15395
3023,462,1058,15457
2958,444,1043,15555
2909,449,997,15645
2866,444,979,15711
2804,434,978,15784
2760,404,965,15871
2726,392,959,15923
2690,386,921,16003
2645,374,907,16074
2629,363,876,16132
2638,339,848,16175
2641,321,834,16204
2638,307,814,16241
2622,315,788,16275
2621,312,780,16287
2615,315,762,16308
2621,301,739,16339
2620,301,712,16367
2622,300,689,16389
2640,291,664,16405
2649,272,651,16428
2661,263,641,16435
2671,264,606,16459
2707,247,584,16462
2740,228,576,16456
2741,230,571,16458
2776,196,572,16456
2810,195,547,16448
2813,214,523,16450
2846,203,512,16439
2872,188,507,16433
2900,190,503,16407
2950,184,484,16382
2975,171,475,16379
3003,170,457,16370
3032,163,435,16370
3064,169,404,16363
3090,173,423,16314
3140,172,410,16278
3171,170,392,16267
3179,185,403,16233
3205,196,394,16205
3235,190,380,16195
3274,190,387,16149
3328,179,396,16097
3368,174,389,16069
3407,183,386,16024
3438,180,376,16006
3471,173,363,15993
3513,169,364,15954
3553,157,365,15925
3590,148,366,15896
3618,166,363,15853
3669,173,336,15822
3695,166,352,15787
3731,167,350,15752
3771,172,359,15698
3800,183,347,15670
3830,192,336,15642
3853,209,326,15612
3891,196,338,15575
3909,211,356,15524
3951,193,361,15495
3981,205,364,15450
4022,193,372,15413
4055,187,367,15391
4079,193,375,15353
4090,210,382,15318
4116,197,400,15287
4141,209,386,15264
4166,207,398,15229
4197,223,401,15179
4219,237,390,15154
4231,252,396,15121
4240,264,400,15096
4264,264,400,15072
4295,242,422,15041
4296,240,450,15014
4286,271,453,14990
4307,276,453,14964
4310,280,458,14952
4335,262,472,14931
4347,284,493,14876
4341,294,509,14856
4317,321,513,14849
4289,329,549,14833
4268,338,563,14831
4292,324,561,14823
4290,313,555,14842
4273,318,568,14841
4271,309,581,14839
4252,339,578,14831
4258,337,585,14820
4253,350,590,14807
4232,342,597,14829
4211,327,616,14846
4214,333,610,14843
4203,347,619,14831
4187,349,637,14827
4175,358,649,14818
4145,348,679,14828
4098,371,687,14844
4069,381,695,14855
4034,403,712,14851
3989,416,704,14891
3963,429,721,14887
3950,426,725,14899
3928,415,767,14890
3866,420,780,14934
3838,419,778,14965
3801,444,768,14987
3786,435,778,15001
3756,432,776,15036
3709,428,787,15076
3696,428,787,15089
3695,416,802,15087
3673,408,814,15105
3603,426,825,15146
3568,411,856,15165
3539,402,860,15199
3524,423,811,15242
3483,420,801,15296
3476,404,819,15301
3449,379,820,15352
3426,385,826,15363
3398,393,817,15392
3392,398,824,15386
3376,399,833,15392
3358,386,836,15420
3343,379,862,15416
3343,378,825,15454
3331,380,834,15455
3328,365,822,15485
3311,362,790,15537
3265,370,807,15558
3251,389,791,15569
3274,357,782,15587
3295,360,744,15601
3309,347,739,15605
3299,355,724,15622
3315,343,745,15597
3322,345,737,15596
3313,366,708,15613
3335,371,698,15596
3377,335,706,15582
3388,339,704,15569
3393,337,717,15553
3393,336,718,15553
3399,339,700,15562
3401,344,687,15568
3435,337,665,15563
3407,347,681,15565
3441,339,676,15544
3464,317,683,15536
3484,320,657,15539
3525,304,650,15521
3510,333,610,15547
3526,334,614,15526
3545,317,626,15512
3546,315,646,15493
3558,314,646,15482
3557,327,647,15469
3580,337,638,15445
3580,324,645,15451
3587,331,658,15424
3616,328,656,15400
3637,317,673,15373
3656,318,669,15357
3666,313,689,15332
3653,318,692,15337
3688,331,685,15296
3669,350,690,15291
3667,338,687,15308
3656,334,667,15343
3674,335,670,15321
3670,344,683,15303
3668,353,693,15286
3659,383,690,15268
3668,349,693,15290
3651,354,693,15302
3653,341,690,15316
3650,340,722,15288
3655,339,738,15268
3668,343,731,15258
3655,351,708,15286
3651,358,694,15297
3639,360,691,15310
3622,366,674,15338
3631,375,664,15330
3638,392,672,15298
3633,362,699,15306
3621,362,706,15311
3624,338,719,15319
3641,347,727,15285
3621,362,722,15295
3611,385,711,15293
3600,373,726,15301
3597,360,747,15296
3583,367,751,15299
3584,354,768,15294
3579,365,762,15294
3581,380,752,15287
3582,380,762,15276
3553,386,760,15301
3530,398,747,15325
3530,373,775,15322
3509,364,767,15360
3495,368,761,15376
3494,368,758,15380
3498,353,763,15386
3461,367,777,15395
3443,382,761,15414
3441,380,768,15411
3432,361,752,15455
3453,358,747,15442
3434,369,754,15443
3429,360,757,15454
3439,355,765,15441
3427,358,760,15455
3422,366,739,15473
3435,343,741,15481
3425,344,730,15501
3419,348,736,15497
3441,331,721,15507
3432,340,713,15515
3432,334,708,15526
3433,341,687,15539
3454,317,699,15530
3472,315,694,15519
3479,327,676,15518
3470,323,670,15537
3480,328,663,15529
3480,334,637,15549
3470,342,632,15556
3492,331,645,15532
3494,329,651,15526
3517,308,644,15531
3550,310,632,15508
3568,303,633,15496
3586,315,614,15485
3584,301,634,15481
3595,320,612,15473
3602,289,625,15484
3613,280,628,15479
3609,290,618,15483
3614,305,608,15473
3641,301,618,15440
3653,310,619,15418
3676,307,608,15409
3697,302,621,15380
3697,297,641,15365
3704,316,640,15340
3699,323,635,15343
3682,335,646,15337
3683,344,647,15326
3691,333,659,15317
3701,313,672,15314
3683,336,661,15320
3655,364,629,15352
3668,353,644,15335
3663,337,662,15338
3639,333,682,15346
3637,312,697,15354
