S,E,I,R
19971,9,18,2
19963,15,19,3
19953,23,20,4
19944,27,18,11
19926,36,24,14
19893,55,38,14
19851,79,52,18
19800,110,67,23
19733,147,90,30
19639,206,117,38
19525,256,167,52
19339,369,217,75
19106,490,309,95
18816,635,418,131
18442,848,526,184
17930,1110,721,239
17285,1432,948,335
16509,1831,1191,469
15517,2302,1576,605
14316,2791,2067,826
12924,3354,2627,1095
11371,3904,3287,1438
9835,4368,3916,1881
8177,4751,4704,2368
6620,4990,5437,2953
5252,4960,6123,3665
4092,4722,6719,4467
3096,4411,7134,5359
2335,3878,7445,6342
1764,3337,7580,7319
1331,2831,7492,8346
1043,2403,7224,9330
853,1962,6884,10301
676,1593,6517,11214
552,1308,6060,12080
477,1068,5624,12831
423,824,5209,13544
406,636,4694,14264
408,514,4243,14835
406,423,3799,15372
417,349,3415,15819
419,306,3050,16225
445,265,2716,16574
461,232,2424,16883
474,203,2145,17178
485,171,1908,17436
503,153,1731,17613
525,138,1527,17810
561,130,1338,17971
593,121,1180,18106
630,103,1066,18201
670,93,956,18281
695,87,865,18353
753,79,752,18416
798,77,680,18445
837,66,614,18483
891,62,552,18495
956,68,466,18510
1004,59,434,18503
1059,52,400,18489
1121,44,357,18478
1173,41,326,18460
1239,37,292,18432
1278,44,252,18426
1347,42,233,18378
1398,45,214,18343
1451,50,195,18304
1503,44,192,18261
1572,44,180,18204
1621,41,173,18165
1683,35,157,18125
1726,27,148,18099
1777,32,129,18062
1829,33,117,18021
1878,33,110,17979
1935,29,88,17948
1983,23,86,17908
2038,24,76,17862
2095,15,70,17820
2145,17,59,17779
2201,16,52,17731
2255,18,47,17680
2311,19,41,17629
2375,15,40,17570
2435,13,40,17512
2485,16,35,17464
2541,15,36,17408
2599,14,36,17351
2661,10,39,17290
2703,15,36,17246
2740,11,38,17211
2788,8,35,17169
2837,11,33,17119
2886,12,32,17070
2945,9,31,17015
2996,6,32,16966
3045,9,26,16920
3093,11,24,16872
3141,9,28,16822
3190,8,24,16778
3235,7,22,16736
3294,7,20,16679
3339,7,14,16640
3397,9,12,16582
3437,10,13,16540
3492,10,12,16486
3539,7,12,16442
3592,8,13,16387
3646,6,12,16336
3702,5,12,16281
3738,5,10,16247
3791,6,13,16190
3843,6,13,16138
3893,5,15,16087
3937,7,14,16042
3973,6,16,16005
4011,7,15,15967
