S,E,I,R
19966,14,16,4
19951,25,19,5
19923,44,26,7
19900,54,36,10
19872,68,45,15
19807,108,64,21
19749,140,80,31
19686,168,101,45
19582,220,139,59
19457,289,180,74
19296,373,226,105
19077,482,304,137
18799,626,400,175
18410,846,524,220
17916,1087,699,298
17257,1429,918,396
16431,1836,1219,514
15456,2309,1575,660
14309,2842,1973,876
12932,3432,2520,1116
11471,3961,3116,1452
9845,4424,3879,1852
8244,4832,4536,2388
6659,5065,5318,2958
5258,5020,6036,3686
4089,4825,6629,4457
3058,4548,7027,5367
2268,4076,7444,6212
1687,3549,7529,7235
1278,2938,7557,8227
966,2466,7371,9197
742,2020,7082,10156
594,1647,6705,11054
502,1278,6320,11900
434,1009,5822,12735
384,790,5353,13473
362,649,4860,14129
347,519,4385,14749
340,425,3930,15305
340,344,3554,15762
356,281,3139,16224
366,229,2806,16599
378,195,2509,16918
408,180,2204,17208
454,151,1937,17458
497,136,1717,17650
521,130,1513,17836
561,115,1341,17983
602,103,1193,18102
637,86,1035,18242
676,87,927,18310
706,87,825,18382
757,80,737,18426
795,91,646,18468
836,87,575,18502
892,67,531,18510
953,65,478,18504
1006,63,434,18497
1051,69,375,18505
1115,63,346,18476
1161,59,313,18467
1229,61,277,18433
1280,53,246,18421
1336,46,233,18385
1402,47,206,18345
1450,42,195,18313
1492,42,166,18300
1550,40,150,18260
1602,32,142,18224
1659,31,132,18178
1707,29,120,18144
1768,28,94,18110
1822,29,86,18063
1883,27,86,18004
1932,30,75,17963
1975,25,70,17930
2029,22,64,17885
2088,18,60,17834
2144,20,45,17791
2199,17,44,17740
2253,18,41,17688
2328,15,39,17618
2385,16,39,17560
2453,12,38,17497
2513,9,37,17441
2562,10,36,17392
2614,11,33,17342
2676,12,30,17282
2714,14,29,17243
2767,10,26,17197
2828,9,24,17139
2866,12,24,17098
2937,11,27,17025
2994,11,22,16973
3048,9,22,16921
3090,11,22,16877
3145,8,19,16828
3200,9,23,16768
3255,10,22,16713
3302,8,24,16666
3354,8,24,16614
3418,11,22,16549
3462,11,22,16505
3512,8,19,16461
3558,7,17,16418
3615,5,17,16363
3651,6,18,16325
3702,7,18,16273
