S,E,I,R
19967,13,17,3
19948,30,16,6
19931,38,24,7
19904,50,37,9
19877,63,45,15
19818,100,61,21
19743,136,91,30
19657,185,112,46
19550,240,149,61
19400,315,208,77
19184,455,261,100
18945,575,343,137
18623,736,458,183
18198,958,594,250
17644,1265,774,317
16935,1610,1034,421
16117,1974,1359,550
15034,2511,1716,739
13763,3086,2190,961
12353,3595,2829,1223
10754,4148,3490,1608
9127,4614,4192,2067
7529,4942,4919,2610
6020,5071,5634,3275
4768,4924,6307,4001
3637,4643,6869,4851
2727,4288,7203,5782
2001,3719,7549,6731
1519,3161,7617,7703
1150,2683,7456,8711
879,2171,7297,9653
686,1753,7020,10541
554,1423,6578,11445
451,1140,6121,12288
399,939,5589,13073
366,745,5084,13805
335,597,4579,14489
334,468,4142,15056
334,397,3672,15597
338,313,3301,16048
349,266,2926,16459
367,241,2598,16794
384,204,2310,17102
406,177,2067,17350
452,167,1794,17587
475,146,1579,17800
509,136,1391,17964
544,124,1245,18087
600,107,1123,18170
651,86,1003,18260
695,87,908,18310
742,73,832,18353
772,69,742,18417
808,75,650,18467
847,66,580,18507
904,64,506,18526
935,67,451,18547
997,62,405,18536
1045,57,358,18540
1098,51,336,18515
1157,42,300,18501
1220,38,275,18467
1281,36,251,18432
1325,35,218,18422
1379,38,188,18395
1462,38,164,18336
1519,36,153,18292
1576,36,134,18254
1628,31,128,18213
1685,28,114,18173
1739,30,106,18125
1788,26,105,18081
1838,34,99,18029
1883,25,87,18005
1928,27,86,17959
1977,30,74,17919
2036,23,73,17868
2088,24,71,17817
2148,20,62,17770
2198,21,50,17731
2243,16,48,17693
2295,18,40,17647
2345,15,39,17601
2396,13,42,17549
2439,15,38,17508
2498,14,36,17452
2546,15,37,17402
2594,17,36,17353
2640,16,38,17306
2688,11,37,17264
2749,8,35,17208
2800,11,34,17155
2848,9,34,17109
2905,8,34,17053
2952,9,34,17005
2994,10,35,16961
3043,14,31,16912
3089,9,32,16870
3134,6,32,16828
3182,5,34,16779
3229,5,28,16738
3267,12,24,16697
3316,8,28,16648
3354,9,26,16611
3402,11,23,16564
3446,11,23,16520
3502,9,20,16469
3551,6,23,16420
3609,6,23,16362
3652,9,18,16321
3702,8,18,16272
3739,7,16,16238
3784,8,14,16194
3833,10,15,16142
3887,9,16,16088
3934,6,19,16041
3975,10,19,15996
4027,9,17,15947
4084,11,16,15889
4129,12,14,15845
4179,9,15,15797
4221,10,15,15754
4272,13,15,15700
4312,10,17,15661
4355,10,13,15622
4388,11,15,15586
4424,10,17,15549
4470,7,21,15502
4509,14,19,15458
4553,12,22,15413
4597,9,24,15370
4632,12,23,15333
4689,12,21,15278
4730,14,20,15236
4776,14,21,15189
4808,15,24,15153
4848,18,23,15111
4888,17,21,15074
4933,16,21,15030
4976,12,27,14985
5019,9,32,14940
5059,10,32,14899
5094,12,30,14864
5135,22,28,14815
5170,24,28,14778
5215,25,26,14734
5255,20,30,14695
5299,24,31,14646
5341,19,31,14609
5373,22,34,14571
5413,26,32,14529
5448,25,33,14494
5477,22,35,14466
5505,22,41,14432
5540,27,39,14394
5574,32,44,14350
5595,34,51,14320
5624,38,48,14290
5658,38,53,14251
5684,41,55,14220
5722,39,55,14184
5753,35,59,14153
5778,41,55,14126
5802,45,54,14099
5815,47,67,14071
5839,51,74,14036
5858,57,80,14005
5888,55,83,13974
5923,53,86,13938
5934,58,89,13919
5966,57,88,13889
5984,59,90,13867
6002,67,84,13847
6043,72,88,13797
6061,71,98,13770
6085,71,107,13737
6102,74,107,13717
6126,67,104,13703
6152,75,106,13667
6167,74,117,13642
6182,87,116,13615
6206,87,125,13582
6197,102,135,13566
6191,116,155,13538
6175,134,163,13528
6165,150,176,13509
6148,162,198,13492
6121,169,217,13493
6091,191,231,13487
6073,182,254,13491
6048,202,268,13482
6010,219,285,13486
5973,224,313,13490
5915,241,343,13501
5872,263,365,13500
5809,289,404,13498
5743,306,440,13511
5686,333,459,13522
5620,352,500,13528
5562,357,519,13562
5477,358,570,13595
5405,381,594,13620
5317,407,614,13662
5219,443,645,13693
5126,473,664,13737
5053,448,713,13786
4935,463,745,13857
4850,481,783,13886
4749,478,823,13950
4641,498,845,14016
4544,505,873,14078
4436,522,900,14142
4337,514,929,14220
4226,521,952,14301
4127,536,976,14361
4035,545,999,14421
3924,556,1025,14495
3858,525,1052,14565
3760,528,1052,14660
3653,534,1058,14755
3562,547,1062,14829
3482,534,1062,14922
3383,527,1080,15010
3299,506,1085,15110
3208,521,1086,15185
3128,537,1055,15280
3053,519,1059,15369
2974,508,1033,15485
2902,479,1034,15585
2849,446,1050,15655
2788,444,1049,15719
2739,437,1022,15802
2689,439,1014,15858
2661,414,999,15926
2647,382,991,15980
2607,393,939,16061
2603,366,899,16132
2595,346,871,16188
2582,331,859,16228
2549,319,841,16291
2562,284,825,16329
2569,274,790,16367
2568,279,743,16410
2576,271,725,16428
2598,263,706,16433
2613,251,684,16452
2619,249,650,16482
2616,256,640,16488
2635,255,621,16489
2649,239,629,16483
2669,228,615,16488
2674,226,594,16506
2703,220,585,16492
2713,225,555,16507
2732,206,553,16509
2763,197,531,16509
2788,204,523,16485
2815,207,504,16474
2839,204,507,16450
2861,211,489,16439
2904,189,466,16441
2956,187,450,16407
3010,188,454,16348
3029,197,437,16337
3067,196,428,16309
3104,197,425,16274
3141,193,420,16246
3198,181,410,16211
3236,171,409,16184
3277,166,397,16160
3315,154,386,16145
3342,151,376,16131
3369,169,369,16093
3404,162,360,16074
3439,153,358,16050
3470,160,344,16026
3505,159,341,15995
3557,149,350,15944
3596,154,343,15907
3624,157,350,15869
3668,162,350,15820
3684,174,354,15788
3709,177,363,15751
3751,169,354,15726
3784,163,355,15698
3821,159,353,15667
3854,154,348,15644
3884,178,332,15606
3928,193,332,15547
3952,196,345,15507
3990,182,367,15461
4032,198,367,15403
4047,205,352,15396
4079,205,360,15356
4103,191,364,15342
4132,187,351,15330
4167,184,362,15287
4195,199,358,15248
4216,199,371,15214
4243,212,371,15174
4266,217,366,15151
4272,226,372,15130
4305,234,386,15075
4326,241,381,15052
4327,234,409,15030
4333,250,432,14985
4357,260,445,14938
4369,264,442,14925
4388,257,454,14901
4413,250,468,14869
4427,263,478,14832
4444,273,479,14804
4443,283,497,14777
4456,282,508,14754
4461,275,502,14762
4452,275,519,14754
4452,293,527,14728
4419,323,534,14724
4392,322,547,14739
4387,328,568,14717
4373,316,588,14723
4356,336,582,14726
4330,342,614,14714
4299,366,620,14715
4289,361,629,14721
4251,373,666,14710
4238,369,688,14705
4221,381,703,14695
4173,412,709,14706
4136,409,743,14712
4074,432,749,14745
4050,432,744,14774
4002,447,757,14794
3969,426,778,14827
3933,456,768,14843
3899,449,805,14847
3868,436,845,14851
3842,435,869,14854
3786,475,896,14843
3735,481,900,14884
3683,484,894,14939
3627,485,907,14981
3602,488,913,14997
3547,497,897,15059
3506,486,912,15096
3457,466,927,15150
3401,476,942,15181
3381,457,936,15226
3366,459,945,15230
3343,452,944,15261
3321,433,926,15320
3302,438,926,15334
3273,452,904,15371
3235,447,899,15419
3210,446,909,15435
3220,437,914,15429
3211,426,927,15436
3177,439,928,15456
3157,436,934,15473
3119,432,964,15485
3121,415,974,15490
3091,421,967,15521
3093,410,951,15546
3100,383,955,15562
3056,395,955,15594
3036,401,927,15636
3020,403,922,15655
3008,382,902,15708
3018,375,891,15716
3017,354,881,15748
3038,359,864,15739
3023,369,852,15756
3043,350,832,15775
3039,336,826,15799
3032,343,810,15815
3042,319,803,15836
3057,307,793,15843
3080,304,775,15841
3080,315,765,15840
3089,324,739,15848
3081,333,720,15866
3113,332,716,15839
3138,307,735,15820
3144,314,731,15811
3177,323,703,15797
3201,317,688,15794
3193,329,690,15788
3192,341,666,15801
3203,315,676,15806
3230,303,681,15786
3257,301,661,15781
3285,300,654,15761
3318,290,641,15751
3343,284,641,15732
3369,264,648,15719
3396,271,632,15701
3403,276,635,15686
3418,290,634,15658
3448,269,622,15661
3465,269,648,15618
3462,299,646,15593
3501,283,634,15582
3502,301,635,15562
3529,293,636,15542
3538,299,639,15524
3531,314,633,15522
3561,302,626,15511
3576,297,632,15495
3601,294,627,15478
3574,296,652,15478
3577,309,647,15467
3585,307,636,15472
3586,308,648,15458
3592,318,650,15440
3595,319,658,15428
3611,284,679,15426
3613,288,660,15439
3617,316,647,15420
3618,309,656,15417
3619,326,656,15399
3639,319,667,15375
3651,325,655,15369
3655,319,659,15367
3641,326,657,15376
3654,317,658,15371
3652,317,670,15361
3680,323,653,15344
3685,326,655,15334
3704,319,644,15333
3704,333,640,15323
3728,322,632,15318
3709,336,633,15322
3710,353,618,15319
3710,355,624,15311
3718,346,627,15309
3703,349,654,15294
3711,337,660,15292
3711,337,682,15270
3720,340,686,15254
3719,336,687,15258
3711,328,694,15267
3703,332,694,15271
3702,345,688,15265
3695,372,676,15257
3692,341,710,15257
3678,354,720,15248
3645,371,718,15266
3627,371,726,15276
3616,373,752,15259
3608,380,759,15253
3601,392,751,15256
3635,374,743,15248
3626,364,763,15247
3615,366,761,15258
3618,374,750,15258
3587,391,759,15263
3578,387,762,15273
3556,380,771,15293
3533,411,750,15306
3507,406,732,15355
3485,407,752,15356
3470,408,774,15348
3484,374,807,15335
3468,378,810,15344
3447,368,823,15362
3416,367,816,15401
3391,394,811,15404
3386,379,815,15420
3407,342,798,15453
3390,338,805,15467
3358,358,805,15479
3324,358,795,15523
3309,367,779,15545
3300,363,763,15574
3291,357,773,15579
3296,348,770,15586
3274,378,752,15596
3282,338,762,15618
3299,343,749,15609
3296,358,748,15598
3298,364,734,15604
3304,346,763,15587
3303,337,760,15600
3300,343,754,15603
3300,343,712,15645
3263,357,736,15644
3288,343,698,15671
3303,329,686,15682
3297,335,685,15683
3289,344,681,15686
3305,317,698,15680
3319,336,694,15651
3331,333,686,15650
3325,337,682,15656
3338,313,684,15665
3324,327,668,15681
3348,320,664,15668
3352,317,656,15675
3368,317,638,15677
3364,312,662,15662
3372,318,666,15644
3394,315,658,15633
3406,318,663,15613
3389,335,667,15609
3404,329,664,15603
3416,305,684,15595
3435,296,667,15602
3426,300,679,15595
3431,296,664,15609
3417,306,653,15624
3408,325,652,15615
3409,329,657,15605
3424,313,659,15604
3417,329,658,15596
3425,323,647,15605
3445,328,632,15595
3444,306,657,15593
3448,310,644,15598
3467,310,647,15576
3483,296,638,15583
3475,298,625,15602
3487,288,622,15603
3515,293,618,15574
3536,288,635,15541
3539,299,623,15539
3519,297,615,15569
3513,290,613,15584
3526,303,602,15569
3515,289,617,15579
3514,296,620,15570
3513,299,614,15574
3502,301,612,15585
3507,298,623,15572
3522,286,631,15561
3546,287,639,15528
3571,281,645,15503
3561,288,644,15507
3558,299,634,15509
3594,268,629,15509
3582,293,614,15511
3597,302,599,15502
3585,312,600,15503
3570,294,650,15486
3573,300,651,15476
3585,301,638,15476
3617,284,646,15453
3630,309,630,15431
3651,312,603,15434
3664,289,602,15445
3678,297,579,15446
3698,292,612,15398
3726,289,612,15373
3744,277,642,15337
3774,288,637,15301
3782,284,639,15295
3784,306,637,15273
3781,314,628,15277
3767,330,617,15286
3795,326,611,15268
3789,323,622,15266
3809,319,614,15258
3841,306,609,15244
3855,313,604,15228
3866,318,579,15237
3876,312,587,15225
3891,304,590,15215
3883,328,570,15219
3883,328,598,15191
3900,315,638,15147
3906,317,630,15147
3911,335,613,15141
3888,364,597,15151
