S,E,I,R
19968,12,15,5
19957,21,15,7
19939,32,21,8
19914,45,31,10
19893,58,35,14
19855,86,38,21
19809,110,56,25
19743,143,84,30
19659,179,122,40
19537,241,163,59
19358,354,207,81
19160,455,275,110
18900,588,372,140
18567,776,460,197
18139,1009,595,257
17563,1281,839,317
16849,1661,1058,432
15982,2079,1366,573
14921,2573,1776,730
13643,3131,2270,956
12128,3786,2824,1262
10584,4291,3485,1640
8925,4728,4264,2083
7298,4988,5056,2658
5788,5105,5809,3298
4464,5006,6447,4083
3458,4603,6978,4961
2553,4206,7322,5919
1899,3616,7632,6853
1427,3120,7624,7829
1080,2605,7498,8817
822,2115,7295,9768
626,1721,6936,10717
519,1384,6454,11643
438,1131,5950,12481
392,912,5481,13215
362,725,4980,13933
323,596,4562,14519
322,487,4099,15092
317,391,3678,15614
333,319,3273,16075
356,282,2877,16485
370,234,2577,16819
390,202,2264,17144
404,183,1977,17436
441,153,1774,17632
463,138,1573,17826
507,130,1399,17964
547,121,1236,18096
597,107,1090,18206
624,105,973,18298
670,105,878,18347
716,90,784,18410
767,86,702,18445
828,80,622,18470
890,73,557,18480
947,72,509,18472
977,67,462,18494
1033,61,430,18476
1087,54,397,18462
1149,53,361,18437
1197,47,311,18445
1260,43,279,18418
1314,50,244,18392
1358,54,213,18375
1402,42,203,18353
1472,35,186,18307
1519,28,170,18283
1567,30,145,18258
1621,23,131,18225
1684,23,122,18171
1745,18,111,18126
1812,16,95,18077
1862,14,85,18039
1923,15,76,17986
1974,16,68,17942
2043,13,68,17876
2096,18,57,17829
2146,15,56,17783
2189,16,53,17742
2240,18,44,17698
2304,13,44,17639
2361,18,34,17587
2406,18,30,17546
2472,15,27,17486
2527,16,26,17431
2576,13,25,17386
2630,10,24,17336
2667,9,28,17296
2722,11,28,17239
2773,10,30,17187
2814,10,31,17145
2869,12,27,17092
2914,16,27,17043
2958,14,28,17000
3018,11,27,16944
3071,12,25,16892
3121,9,25,16845
3170,8,24,16798
3219,9,21,16751
3261,9,21,16709
3313,11,22,16654
3355,9,26,16610
3395,9,27,16569
3444,7,26,16523
3484,10,27,16479
3532,10,29,16429
3576,12,28,16384
3619,7,33,16341
3659,6,32,16303
3704,6,28,16262
3748,8,22,16222
3797,9,23,16171
3837,9,23,16131
3885,10,19,16086
3930,10,23,16037
3965,9,22,16004
3997,11,20,15972
4046,13,18,15923
4092,14,18,15876
4141,13,23,15823
4175,15,21,15789
4223,18,17,15742
4268,16,20,15696
4315,11,22,15652
4359,13,23,15605
4400,16,23,15561
4435,16,25,15524
4461,17,26,15496
4507,19,27,15447
4543,17,32,15408
4577,21,33,15369
4620,27,33,15320
4652,32,33,15283
4690,28,38,15244
4724,32,40,15204
4763,31,42,15164
4804,28,45,15123
4842,29,49,15080
