S,E,I,R
19963,17,17,3
19945,32,18,5
19926,39,29,6
19891,60,36,13
19848,84,48,20
19800,117,57,26
19725,162,83,30
19615,226,117,42
19517,268,163,52
19357,358,212,73
19115,504,286,95
18862,627,378,133
18491,811,507,191
17984,1102,660,254
17378,1405,888,329
16572,1829,1122,477
15632,2263,1476,629
14463,2758,1969,810
13054,3394,2487,1065
11545,3947,3120,1388
9926,4503,3782,1789
8256,4872,4624,2248
6632,5127,5372,2869
5219,5024,6202,3555
3991,4836,6801,4372
3025,4414,7318,5243
2266,3926,7559,6249
1721,3408,7679,7192
1310,2871,7585,8234
1010,2389,7367,9234
790,1969,7079,10162
649,1544,6710,11097
548,1232,6244,11976
469,989,5747,12795
395,804,5273,13528
364,653,4769,14214
351,525,4320,14804
319,436,3929,15316
340,364,3494,15802
343,297,3140,16220
366,242,2795,16597
389,208,2471,16932
415,175,2206,17204
449,141,1978,17432
492,130,1769,17609
507,133,1574,17786
541,115,1434,17910
586,107,1265,18042
623,107,1118,18152
677,97,969,18257
732,95,848,18325
758,99,755,18388
794,88,685,18433
817,95,620,18468
866,89,568,18477
912,81,516,18491
972,83,453,18492
1020,75,422,18483
1067,69,395,18469
1123,60,359,18458
1163,53,325,18459
1205,56,293,18446
1263,52,270,18415
1329,48,242,18381
1379,50,227,18344
1432,43,209,18316
1480,41,192,18287
1542,36,171,18251
1595,32,158,18215
1650,31,136,18183
1702,30,129,18139
1758,28,124,18090
1822,27,117,18034
1879,26,111,17984
1945,28,101,17926
2006,23,91,17880
2054,25,83,17838
2105,25,86,17784
2166,26,80,17728
2210,27,77,17686
2255,28,66,17651
2306,24,57,17613
2358,24,56,17562
2401,25,56,17518
2449,21,55,17475
2495,24,50,17431
2544,28,51,17377
2614,18,51,17317
2665,18,45,17272
2697,19,48,17236
2740,22,46,17192
2800,16,49,17135
2851,16,46,17087
2893,15,46,17046
2942,13,47,16998
2999,17,41,16943
3027,24,40,16909
3078,24,41,16857
3132,25,40,16803
3180,20,43,16757
3221,22,38,16719
3268,21,36,16675
3306,22,35,16637
3358,19,37,16586
3400,17,42,16541
3437,19,41,16503
3478,15,41,16466
3509,14,41,16436
3562,16,41,16381
3609,13,40,16338
3656,16,37,16291
3696,18,36,16250
3735,22,31,16212
3786,17,33,16164
3818,20,37,16125
3863,27,34,16076
3913,29,37,16021
3953,27,41,15979
4002,27,45,15926
4038,27,49,15886
4077,24,57,15842
4109,27,61,15803
4137,31,61,15771
4169,28,69,15734
4205,36,66,15693
4249,38,71,15642
4279,46,67,15608
4305,45,69,15581
4338,47,74,15541
4365,46,80,15509
4388,47,78,15487
4429,45,85,15441
4458,44,88,15410
4508,44,89,15359
4542,45,86,15327
4561,50,87,15302
4585,51,92,15272
4618,50,95,15237
4655,49,95,15201
4691,49,96,15164
4724,47,101,15128
4754,45,102,15099
4775,49,105,15071
4811,45,108,15036
4836,52,103,15009
4868,55,98,14979
4888,70,84,14958
4906,72,91,14931
4929,68,95,14908
4935,76,100,14889
4968,70,115,14847
4978,80,117,14825
4981,99,122,14798
4994,108,135,14763
5001,110,154,14735
5001,115,159,14725
4999,122,168,14711
5015,116,192,14677
5025,116,201,14658
5027,140,201,14632
5037,141,208,14614
5042,143,208,14607
5062,138,207,14593
5062,150,213,14575
5055,159,214,14572
5062,158,230,14550
5058,161,250,14531
5052,170,252,14526
5047,177,254,14522
5045,178,265,14512
5021,194,284,14501
4992,212,309,14487
4969,214,338,14479
4960,213,354,14473
4926,232,378,14464
4907,216,403,14474
4876,233,418,14473
4855,244,431,14470
4814,274,428,14484
4801,281,434,14484
4769,282,462,14487
4700,307,481,14512
4651,314,500,14535
4598,332,516,14554
4555,331,545,14569
4512,319,581,14588
4458,327,605,14610
4398,356,597,14649
4333,376,613,14678
4282,362,652,14704
4230,363,659,14748
4174,370,667,14789
4124,386,674,14816
4070,393,695,14842
4028,371,715,14886
3963,395,719,14923
3901,416,737,14946
3835,420,753,14992
3778,407,782,15033
3728,393,800,15079
3674,382,811,15133
3610,399,815,15176
3547,411,812,15230
3519,397,820,15264
3473,382,837,15308
3422,395,847,15336
3348,414,831,15407
3306,395,834,15465
3258,392,858,15492
3228,382,858,15532
3195,360,857,15588
3163,360,839,15638
3134,350,829,15687
3099,352,827,15722
3080,338,812,15770
3085,320,802,15793
3083,319,767,15831
3047,330,761,15862
3048,331,754,15867
3051,303,749,15897
3018,306,734,15942
3009,305,707,15979
2981,326,696,15997
2968,331,689,16012
2960,326,692,16022
2940,322,689,16049
2926,312,686,16076
2912,296,676,16116
2922,283,668,16127
2922,278,666,16134
2924,263,669,16144
2916,263,659,16162
2930,290,630,16150
2929,291,629,16151
2916,299,632,16153
2929,288,632,16151
2946,269,628,16157
2951,265,610,16174
2961,255,625,16159
2961,263,606,16170
2980,253,602,16165
2998,256,580,16166
3019,245,567,16169
3056,243,568,16133
3054,241,550,16155
3088,247,546,16119
3102,239,546,16113
3153,227,529,16091
3182,234,523,16061
3209,243,515,16033
3233,228,516,16023
3264,225,511,16000
3297,249,494,15960
3312,245,503,15940
3354,230,499,15917
3359,249,494,15898
3375,240,501,15884
3385,245,510,15860
3418,243,500,15839
3420,256,482,15842
3443,247,477,15833
3477,221,500,15802
3487,227,478,15808
3508,227,475,15790
3534,217,465,15784
3548,210,474,15768
3581,225,474,15720
3606,222,485,15687
3632,216,469,15683
3658,229,457,15656
3695,227,456,15622
3723,228,457,15592
3735,224,473,15568
3762,236,456,15546
3764,252,456,15528
3796,253,458,15493
3816,247,466,15471
3832,245,482,15441
3845,246,485,15424
3855,261,481,15403
3859,268,471,15402
3884,261,504,15351
3899,246,519,15336
3905,262,532,15301
3912,263,544,15281
3921,271,515,15293
3901,280,519,15300
3907,293,519,15281
3915,281,537,15267
3926,283,552,15239
3941,280,561,15218
3917,304,572,15207
3897,318,580,15205
3889,322,584,15205
3898,319,594,15189
3864,337,623,15176
3856,343,633,15168
3854,339,651,15156
3823,359,643,15175
3799,348,665,15188
3788,347,681,15184
3779,338,666,15217
3777,341,647,15235
3762,353,662,15223
3752,332,677,15239
3734,352,686,15228
3711,350,705,15234
3682,370,712,15236
3660,382,723,15235
3651,387,730,15232
3612,391,760,15237
3584,378,790,15248
3559,391,776,15274
3545,405,768,15282
3517,389,805,15289
3475,399,800,15326
3440,402,783,15375
3420,407,786,15387
3397,417,788,15398
3386,406,799,15409
3394,396,790,15420
3391,379,803,15427
3394,360,793,15453
3389,352,792,15467
3367,353,800,15480
3358,352,795,15495
3334,343,803,15520
3307,362,796,15535
3303,368,771,15558
3312,349,771,15568
3323,328,780,15569
3324,339,773,15564
3301,366,760,15573
3298,359,742,15601
3283,371,733,15613
3297,352,727,15624
3287,374,698,15641
3290,356,725,15629
3279,343,722,15656
3277,354,718,15651
3277,352,726,15645
3283,338,715,15664
3278,338,696,15688
3288,317,714,15681
3288,310,709,15693
3275,326,710,15689
3279,333,705,15683
3295,333,694,15678
3314,323,691,15672
3300,320,695,15685
3322,320,692,15666
3319,343,683,15655
3325,342,668,15665
3323,348,662,15667
3341,314,694,15651
3369,314,698,15619
3384,306,695,15615
3387,315,688,15610
3363,335,701,15601
3356,349,703,15592
3348,357,709,15586
3361,360,707,15572
3343,360,721,15576
3336,358,732,15574
3344,327,747,15582
3354,347,735,15564
3350,332,752,15566
3367,341,743,15549
3357,353,742,15548
3379,355,734,15532
3381,359,743,15517
3396,338,740,15526
3412,334,746,15508
3411,333,759,15497
3399,334,747,15520
3402,358,735,15505
3392,354,723,15531
3393,360,716,15531
3390,360,731,15519
3394,345,741,15520
3383,333,752,15532
3377,335,744,15544
3377,344,743,15536
3358,356,732,15554
3386,354,730,15530
3367,356,726,15551
3372,364,691,15573
3376,370,699,15555
