S,E,I,R
19964,16,20,0
19944,27,25,4
19928,39,27,6
19911,48,32,9
19883,63,42,12
19849,78,55,18
19808,103,62,27
19742,141,80,37
19648,194,110,48
19516,262,162,60
19367,355,191,87
19199,428,256,117
18931,565,355,149
18589,750,461,200
18176,964,595,265
17608,1257,785,350
16909,1598,1043,450
16037,2013,1365,585
14922,2542,1767,769
13637,3092,2281,990
12195,3702,2822,1281
10605,4203,3521,1671
8969,4648,4240,2143
7357,4940,4962,2741
5925,5009,5677,3389
4624,4872,6312,4192
3494,4640,6833,5033
2653,4111,7303,5933
2024,3623,7506,6847
1560,3060,7493,7887
1182,2616,7331,8871
897,2183,7085,9835
712,1792,6757,10739
574,1435,6414,11577
487,1157,5917,12439
415,935,5458,13192
375,760,4993,13872
348,589,4556,14507
337,481,4109,15073
314,407,3694,15585
322,323,3342,16013
346,248,2998,16408
369,211,2683,16737
390,187,2363,17060
407,180,2101,17312
443,161,1874,17522
489,140,1656,17715
522,127,1476,17875
561,118,1322,17999
610,110,1138,18142
641,94,1018,18247
694,86,907,18313
745,75,826,18354
804,74,711,18411
848,80,641,18431
915,67,584,18434
952,58,516,18474
1010,59,463,18468
1048,61,424,18467
1095,64,374,18467
1155,66,332,18447
1209,55,282,18454
1259,53,265,18423
1324,40,242,18394
1380,41,221,18358
1420,36,200,18344
1463,35,178,18324
1518,33,155,18294
1582,36,135,18247
1633,40,120,18207
1702,31,114,18153
1752,30,105,18113
1814,29,96,18061
1876,28,88,18008
1919,25,81,17975
1990,30,77,17903
2045,26,68,17861
2105,20,67,17808
2161,19,67,17753
2207,21,56,17716
2262,25,49,17664
2299,22,50,17629
2360,19,46,17575
2400,13,46,17541
2451,18,39,17492
2494,14,43,17449
2539,13,43,17405
2597,16,39,17348
2659,10,42,17289
2716,7,41,17236
2762,8,38,17192
2810,11,34,17145
2873,8,30,17089
2935,10,27,17028
2982,7,26,16985
3042,7,24,16927
3091,5,26,16878
3151,7,24,16818
3201,7,25,16767
3248,7,25,16720
3294,6,26,16674
3340,12,27,16621
3396,14,26,16564
3443,14,25,16518
3485,14,24,16477
3527,12,25,16436
3565,10,25,16400
3617,10,22,16351
3684,9,22,16285
3729,8,23,16240
3780,7,25,16188
3822,5,24,16149
3867,10,19,16104
3902,10,21,16067
3938,11,20,16031
3989,10,23,15978
4039,12,22,15927
4082,15,22,15881
4124,12,22,15842
