S,E,I,R
19972,8,16,4
19961,17,17,5
19951,21,21,7
19926,41,22,11
19898,59,29,14
19864,79,37,20
19822,103,52,23
19746,143,79,32
19670,182,108,40
19565,240,143,52
19433,311,180,76
19239,424,242,95
18992,545,331,132
18637,752,454,157
18193,972,619,216
17619,1279,809,293
16872,1653,1073,402
15994,2063,1402,541
14903,2570,1791,736
13536,3242,2269,953
12076,3781,2883,1260
10455,4309,3571,1665
8836,4674,4351,2139
7276,4948,5078,2698
5849,4941,5819,3391
4576,4824,6463,4137
3487,4538,6990,4985
2625,4099,7372,5904
1925,3673,7520,6882
1438,3151,7555,7856
1081,2632,7387,8900
834,2154,7157,9855
676,1723,6832,10769
547,1393,6419,11641
437,1106,5946,12511
388,879,5434,13299
358,694,4945,14003
338,568,4479,14615
326,472,4026,15176
344,383,3631,15642
348,331,3230,16091
378,253,2890,16479
395,233,2558,16814
425,196,2246,17133
448,161,1989,17402
459,144,1762,17635
469,153,1552,17826
496,139,1393,17972
544,140,1253,18063
576,121,1125,18178
604,111,1002,18283
642,105,895,18358
693,95,801,18411
742,90,706,18462
784,71,621,18524
843,66,546,18545
880,58,479,18583
924,55,430,18591
961,58,386,18595
1017,51,333,18599
1071,51,294,18584
1124,51,259,18566
1175,51,234,18540
1234,48,206,18512
1275,45,192,18488
1320,42,174,18464
1375,37,156,18432
1441,32,135,18392
1501,34,127,18338
1537,25,122,18316
1597,29,109,18265
1652,25,106,18217
1700,28,96,18176
1769,23,86,18122
1844,25,79,18052
1901,23,80,17996
1957,21,77,17945
2014,22,68,17896
2062,19,65,17854
2127,14,56,17803
2189,16,53,17742
2246,18,54,17682
2296,20,50,17634
2338,20,48,17594
2387,25,42,17546
2448,24,44,17484
2495,17,43,17445
2538,14,41,17407
2583,13,38,17366
2641,11,40,17308
2680,11,39,17270
2717,13,35,17235
2764,16,34,17186
2816,15,34,17135
2862,15,33,17090
2921,13,32,17034
2978,15,32,16975
3043,14,32,16911
3084,12,32,16872
3129,13,29,16829
3170,13,26,16791
3219,12,28,16741
3267,10,26,16697
3318,10,25,16647
3370,8,23,16599
3415,8,22,16555
3462,8,19,16511
3512,7,18,16463
3559,6,18,16417
3601,10,15,16374
3664,7,12,16317
3723,6,13,16258
3767,7,13,16213
3809,6,15,16170
3862,9,13,16116
3895,6,15,16084
3931,5,17,16047
3981,7,16,15996
4036,8,14,15942
4081,8,13,15898
4121,8,13,15858
4171,10,13,15806
4210,10,13,15767
4246,9,17,15728
4287,11,17,15685
4328,11,17,15644
4370,8,17,15605
4412,7,19,15562
4453,6,17,15524
4498,8,13,15481
4547,8,14,15431
4594,11,12,15383
4621,15,11,15353
4647,18,10,15325
4694,13,17,15276
4727,16,15,15242
4761,12,20,15207
4803,13,18,15166
4845,11,21,15123
4886,12,23,15079
4933,13,20,15034
4975,13,19,14993
5001,12,17,14970
5041,13,20,14926
5081,14,24,14881
5125,15,23,14837
5160,15,23,14802
5195,20,22,14763
5240,16,25,14719
5277,18,23,14682
5316,16,28,14640
5341,23,26,14610
5367,22,30,14581
5406,21,34,14539
5445,24,37,14494
5476,21,35,14468
5498,24,37,14441
5530,28,40,14402
5563,29,47,14361
5607,29,50,14314
5638,31,51,14280
5654,29,58,14259
5689,32,60,14219
5704,46,64,14186
5729,43,70,14158
5755,51,72,14122
5783,52,78,14087
5808,54,82,14056
5827,58,79,14036
5832,73,84,14011
5858,73,96,13973
5865,83,95,13957
5880,91,102,13927
5894,91,120,13895
5909,102,127,13862
5923,101,141,13835
5931,101,154,13814
5945,95,172,13788
5950,106,176,13768
5939,118,173,13770
5941,132,180,13747
5911,150,191,13748
5908,160,208,13724
5899,160,223,13718
5898,168,240,13694
5871,174,244,13711
5844,180,262,13714
5835,185,273,13707
5800,184,305,13711
5793,195,300,13712
5768,208,309,13715
5752,230,305,13713
5735,239,320,13706
5709,246,351,13694
5665,250,383,13702
5619,277,379,13725
5556,297,416,13731
5520,298,446,13736
5431,343,469,13757
5384,339,493,13784
5324,351,507,13818
5279,358,530,13833
5204,391,555,13850
5147,381,608,13864
5072,400,611,13917
5009,415,623,13953
4897,442,692,13969
4802,438,732,14028
4699,473,754,14074
4623,472,792,14113
4533,474,822,14171
4435,491,845,14229
4349,474,875,14302
4241,482,895,14382
4137,497,911,14455
4040,495,956,14509
3937,499,967,14597
3861,489,962,14688
3754,504,979,14763
3687,490,982,14841
3619,464,992,14925
3523,474,1010,14993
3447,480,990,15083
3386,475,984,15155
3327,449,968,15256
3270,436,997,15297
3193,463,985,15359
3154,420,988,15438
3107,405,952,15536
3070,403,948,15579
3008,402,939,15651
2960,415,898,15727
2932,384,904,15780
2887,391,888,15834
2873,369,883,15875
2850,369,844,15937
2809,338,858,15995
2791,333,813,16063
2762,305,829,16104
2746,308,790,16156
2719,325,758,16198
2740,307,729,16224
2736,297,729,16238
2774,277,697,16252
2765,276,683,16276
2765,267,674,16294
2779,267,641,16313
2778,259,645,16318
2789,251,625,16335
2793,240,632,16335
2805,236,602,16357
2819,227,587,16367
2857,208,595,16340
2880,225,560,16335
2894,225,555,16326
2912,219,532,16337
2939,208,543,16310
2950,226,516,16308
2959,233,509,16299
2988,229,482,16301
3017,214,500,16269
3052,218,487,16243
3077,214,484,16225
3095,209,486,16210
3125,197,475,16203
3162,194,466,16178
3187,191,457,16165
3206,207,445,16142
3245,205,442,16108
3274,205,442,16079
3294,210,442,16054
3332,202,444,16022
3352,203,445,16000
3359,215,441,15985
3388,220,441,15951
3405,237,444,15914
3426,243,449,15882
3456,229,441,15874
3481,229,431,15859
3495,229,445,15831
3522,226,450,15802
3551,226,441,15782
3575,229,427,15769
3588,244,430,15738
3591,236,436,15737
3618,232,439,15711
3640,230,450,15680
3685,211,457,15647
3699,203,455,15643
3725,213,438,15624
3761,212,442,15585
3763,226,446,15565
3799,234,443,15524
3803,240,429,15528
3847,231,441,15481
3891,229,433,15447
3906,239,426,15429
3922,222,441,15415
3941,225,440,15394
3955,243,436,15366
3977,248,438,15337
4022,228,445,15305
4028,229,457,15286
4033,235,467,15265
4040,252,461,15247
4039,253,482,15226
4070,257,482,15191
4091,262,487,15160
4096,278,496,15130
4128,278,487,15107
4150,268,499,15083
4129,278,512,15081
4144,294,504,15058
4143,298,533,15026
4137,299,566,14998
4127,317,576,14980
4125,299,594,14982
4129,314,600,14957
4093,320,608,14979
4118,309,616,14957
4127,287,618,14968
4127,299,614,14960
4081,327,618,14974
4052,344,648,14956
4015,350,669,14966
3997,336,690,14977
3973,365,700,14962
3950,390,709,14951
3942,411,692,14955
3914,406,716,14964
3883,399,737,14981
3890,390,739,14981
3864,403,737,14996
3848,398,754,15000
3847,378,767,15008
3819,379,805,14997
3797,374,796,15033
3728,393,801,15078
3706,391,801,15102
3654,404,803,15139
3625,399,825,15151
3605,392,797,15206
3616,390,756,15238
3584,372,794,15250
3565,384,788,15263
3562,387,782,15269
3523,399,793,15285
3494,400,789,15317
3483,376,803,15338
3462,378,796,15364
3445,381,784,15390
3426,371,783,15420
3399,374,790,15437
3393,391,780,15436
3379,396,773,15452
3395,395,755,15455
3386,404,756,15454
3384,387,760,15469
3379,379,771,15471
3376,375,775,15474
3355,372,764,15509
3335,397,762,15506
3311,403,769,15517
3299,397,768,15536
3301,395,789,15515
3291,393,788,15528
3276,396,793,15535
3270,370,808,15552
3232,393,797,15578
3233,378,801,15588
3244,364,802,15590
3226,381,780,15613
3249,373,783,15595
3234,384,782,15600
3238,370,784,15608
3248,366,769,15617
3243,379,758,15620
3267,373,749,15611
3272,350,765,15613
3288,352,745,15615
3286,347,739,15628
3289,320,749,15642
3294,323,729,15654
3302,335,692,15671
3317,308,703,15672
3321,317,673,15689
3339,329,672,15660
3334,339,679,15648
3345,318,704,15633
3356,336,700,15608
3352,335,702,15611
3344,338,697,15621
3367,340,692,15601
3375,338,699,15588
3388,334,671,15607
3376,340,679,15605
3409,323,679,15589
3400,329,704,15567
3416,318,697,15569
3441,313,682,15564
3450,326,663,15561
3461,302,672,15565
3487,310,682,15521
3475,316,698,15511
3450,341,693,15516
3450,342,688,15520
3452,329,713,15506
3455,338,710,15497
3451,339,726,15484
3451,361,707,15481
3435,362,705,15498
3441,352,713,15494
3427,358,702,15513
3440,314,732,15514
3442,294,736,15528
3434,311,728,15527
3430,319,721,15530
3463,321,724,15492
3480,317,724,15479
3471,327,712,15490
3454,331,702,15513
3455,331,693,15521
3482,311,693,15514
3479,329,692,15500
3467,333,681,15519
3469,345,686,15500
3472,331,682,15515
3468,352,666,15514
3478,350,675,15497
3496,333,674,15497
3495,339,665,15501
3513,341,666,15480
3533,298,694,15475
3529,301,674,15496
3535,292,680,15493
3549,303,663,15485
3568,292,675,15465
3583,290,674,15453
3597,293,668,15442
3595,307,662,15436
3587,312,678,15423
3574,311,693,15422
3583,306,690,15421
3564,316,671,15449
3575,319,646,15460
3573,322,667,15438
3583,312,659,15446
3599,293,633,15475
3601,299,620,15480
3609,305,610,15476
3630,306,619,15445
3652,318,588,15442
3647,327,594,15432
3653,325,601,15421
3650,315,596,15439
3648,316,616,15420
3630,311,648,15411
3633,315,653,15399
3648,322,626,15404
3664,328,621,15387
3675,333,623,15369
3672,333,622,15373
3692,324,619,15365
3706,297,639,15358
3692,322,652,15334
3704,330,652,15314
3728,315,664,15293
3728,338,665,15269
3746,336,673,15245
3750,317,692,15241
3740,349,678,15233
3735,335,696,15234
3722,341,700,15237
3724,333,711,15232
3691,339,704,15266
3675,348,681,15296
3680,345,690,15285
3668,346,685,15301
3657,353,673,15317
3664,340,671,15325
3655,330,672,15343
3646,345,666,15343
3653,349,674,15324
3636,343,689,15332
3642,337,675,15346
3630,349,681,15340
3626,346,690,15338
3624,334,705,15337
3640,351,681,15328
3631,326,693,15350
3597,352,672,15379
3581,338,686,15395
3579,333,675,15413
3572,326,680,15422
3572,319,690,15419
3582,320,658,15440
3600,331,642,15427
3622,311,648,15419
3620,336,610,15434
3602,350,609,15439
3629,338,625,15408
3635,332,647,15386
3648,327,641,15384
3634,328,669,15369
3629,324,672,15375
3633,330,650,15387
3662,296,662,15380
3653,309,644,15394
3658,315,644,15383
3647,327,653,15373
3629,351,638,15382
3621,356,630,15393
3612,337,681,15370
3620,343,679,15358
3642,331,694,15333
3641,330,695,15334
3649,310,697,15344
3623,308,696,15373
3637,319,676,15368
3631,317,693,15359
3627,322,709,15342
3607,329,709,15355
3607,331,698,15364
3597,330,692,15381
3574,348,697,15381
3584,351,690,15375
3570,338,695,15397
3558,344,678,15420
3566,333,681,15420
3582,343,665,15410
3597,341,655,15407
3572,357,650,15421
3570,346,662,15422
3572,343,667,15418
3567,357,671,15405
3552,352,671,15425
3547,345,684,15424
3563,335,693,15409
3556,339,690,15415
3561,357,673,15409
3565,355,696,15384
3571,357,697,15375
3581,342,682,15395
3594,332,686,15388
3574,343,677,15406
3596,312,694,15398
3594,326,673,15407
3598,330,688,15384
3582,334,688,15396
3600,338,672,15390
3578,342,671,15409
3563,339,675,15423
3573,334,679,15414
3576,315,701,15408
3566,322,695,15417
3553,335,682,15430
3556,327,659,15458
3560,330,668,15442
3564,333,659,15444
3591,299,660,15450
3588,306,653,15453
3602,329,628,15441
3607,333,635,15425
3617,332,649,15402
3608,327,686,15379
3609,337,674,15380
3602,358,671,15369
3626,352,663,15359
3629,350,680,15341
3620,356,675,15349
3612,361,675,15352
3629,346,709,15316
3630,344,736,15290
3648,332,748,15272
3637,345,743,15275
3618,362,716,15304
3637,345,712,15306
3631,361,708,15300
3644,368,691,15297
3632,363,700,15305
3625,371,702,15302
3624,371,710,15295
3612,390,707,15291
3592,399,728,15281
3587,376,765,15272
3573,374,762,15291
3566,361,772,15301
3549,372,756,15323
3567,358,756,15319
3576,360,775,15289
3596,365,761,15278
3575,380,761,15284
3570,384,759,15287
3538,412,762,15288
3527,416,771,15286
3522,410,771,15297
3521,392,795,15292
3498,394,803,15305
3485,404,817,15294
3461,406,816,15317
3474,395,816,15315
3447,403,821,15329
3443,370,837,15350
3444,372,818,15366
3446,362,815,15377
3442,369,808,15381
3444,355,819,15382
3430,369,807,15394
3409,368,818,15405
3405,366,801,15428
3388,363,812,15437
3382,382,806,15430
3367,359,809,15465
3359,353,802,15486
3353,355,775,15517
3352,379,739,15530
3354,356,764,15526
3362,371,759,15508
3371,354,753,15522
