S,E,I,R
19967,13,18,2
19951,23,24,2
19931,35,28,6
19905,54,31,10
19876,64,48,12
19812,110,62,16
19733,161,80,26
19658,195,106,41
19551,249,146,54
19388,335,200,77
19186,443,266,105
18951,561,343,145
18622,739,439,200
18198,947,610,245
17645,1222,790,343
16959,1557,1037,447
16153,1912,1352,583
15119,2405,1699,777
13913,2951,2145,991
12505,3520,2700,1275
10945,4047,3415,1593
9305,4584,4077,2034
7779,4838,4816,2567
6313,4963,5528,3196
5012,4955,6145,3888
3852,4773,6677,4698
2951,4362,7124,5563
2226,3873,7397,6504
1679,3340,7503,7478
1273,2828,7438,8461
957,2344,7251,9448
762,1883,6944,10411
623,1545,6482,11350
520,1237,6050,12193
450,982,5646,12922
405,779,5185,13631
358,647,4735,14260
347,521,4270,14862
346,444,3811,15399
351,358,3426,15865
362,308,3052,16278
373,265,2729,16633
388,226,2466,16920
413,194,2192,17201
458,180,1907,17455
496,151,1698,17655
539,125,1520,17816
564,101,1342,17993
590,99,1187,18124
626,105,1044,18225
682,83,937,18298
734,76,831,18359
785,67,743,18405
833,70,651,18446
899,60,579,18462
953,55,521,18471
1001,61,479,18459
1049,64,426,18461
1112,55,385,18448
1175,39,355,18431
1227,41,305,18427
1270,45,265,18420
1324,49,223,18404
1395,37,211,18357
1462,34,192,18312
1517,29,173,18281
1574,32,151,18243
1627,38,136,18199
1688,40,118,18154
1742,40,104,18114
1797,38,102,18063
1859,32,99,18010
1910,23,98,17969
1952,25,89,17934
2017,27,78,17878
2074,28,72,17826
2134,25,68,17773
2186,23,64,17727
2255,25,55,17665
2301,23,53,17623
2346,28,49,17577
2389,29,46,17536
2440,29,44,17487
2500,27,43,17430
2545,25,45,17385
2602,22,51,17325
2664,19,56,17261
2709,21,54,17216
2756,22,50,17172
2801,21,55,17123
2838,23,47,17092
2900,21,48,17031
2946,15,46,16993
3001,20,40,16939
3047,21,42,16890
3107,21,38,16834
3147,21,40,16792
3206,16,43,16735
3258,14,44,16684
3302,17,43,16638
3350,10,50,16590
3403,13,46,16538
3443,18,44,16495
3480,17,40,16463
3518,15,36,16431
3577,11,35,16377
3617,13,31,16339
3667,14,32,16287
3720,13,31,16236
3765,16,29,16190
3814,14,30,16142
3857,14,31,16098
3906,18,29,16047
3955,20,27,15998
4006,16,30,15948
4050,13,31,15906
4101,13,32,15854
4147,14,27,15812
4192,15,26,15767
4231,14,31,15724
4267,12,34,15687
4318,12,38,15632
4352,12,35,15601
4389,11,37,15563
4408,16,37,15539
4448,15,37,15500
4500,16,36,15448
4538,20,31,15411
4585,25,30,15360
4642,26,28,15304
4700,27,26,15247
4747,27,28,15198
4775,23,36,15166
4812,27,31,15130
4845,27,36,15092
4880,31,43,15046
4909,33,44,15014
4956,30,46,14968
4989,39,47,14925
5022,42,54,14882
5054,47,61,14838
5089,53,65,14793
5117,49,69,14765
5144,51,81,14724
5171,62,78,14689
5197,69,80,14654
5228,62,88,14622
5251,64,96,14589
5279,61,106,14554
5300,65,103,14532
5326,68,105,14501
5333,76,117,14474
5362,77,120,14441
5381,77,134,14408
5385,84,141,14390
5379,97,140,14384
5406,92,144,14358
5429,90,138,14343
5452,88,142,14318
5461,90,145,14304
5449,105,153,14293
5446,114,165,14275
5443,109,176,14272
5448,114,174,14264
5450,124,172,14254
5469,126,165,14240
5485,129,173,14213
5492,134,186,14188
5482,141,208,14169
5496,138,230,14136
5490,138,229,14143
5494,145,237,14124
5493,153,236,14118
5470,171,260,14099
5476,173,272,14079
5457,186,275,14082
5428,201,290,14081
5409,194,320,14077
5368,221,340,14071
5347,238,352,14063
5327,231,381,14061
5312,229,395,14064
5270,261,397,14072
5242,275,403,14080
5224,287,403,14086
5175,303,417,14105
5130,307,449,14114
5060,309,493,14138
4999,321,498,14182
4963,329,520,14188
4931,322,537,14210
4863,346,559,14232
4805,365,574,14256
4728,390,596,14286
4669,394,625,14312
4585,411,655,14349
4533,399,701,14367
4485,377,725,14413
4407,392,739,14462
4324,427,743,14506
4235,456,761,14548
4176,443,790,14591
4094,465,802,14639
4033,440,833,14694
3963,439,844,14754
3875,454,857,14814
3796,438,888,14878
3733,444,864,14959
3659,456,839,15046
3596,451,851,15102
3520,460,840,15180
3511,407,850,15232
3449,413,849,15289
3396,413,840,15351
3341,399,856,15404
3269,412,874,15445
3219,413,868,15500
3170,391,879,15560
3117,418,854,15611
3086,412,847,15655
3055,400,848,15697
3027,372,864,15737
3012,361,833,15794
2976,381,819,15824
2967,358,808,15867
2928,356,781,15935
2899,370,776,15955
2890,360,751,15999
2901,353,740,16006
2900,347,738,16015
2891,343,735,16031
2911,322,721,16046
2914,298,707,16081
2918,303,691,16088
2919,302,695,16084
2915,299,698,16088
2926,281,683,16110
2910,284,678,16128
2926,267,694,16113
2961,257,659,16123
2989,260,632,16119
3016,251,611,16122
3021,263,597,16119
3062,252,574,16112
3082,252,567,16099
3106,252,549,16093
3129,236,537,16098
3146,236,532,16086
3176,242,537,16045
3200,233,526,16041
3217,228,519,16036
3232,250,509,16009
3238,259,500,16003
3283,237,502,15978
3303,233,510,15954
3329,216,515,15940
3351,209,498,15942
3351,223,496,15930
3380,219,498,15903
3394,244,488,15874
3406,252,494,15848
3434,242,500,15824
3442,245,498,15815
3455,233,489,15823
3486,220,496,15798
3506,224,499,15771
3516,247,481,15756
3545,245,482,15728
3546,264,480,15710
3582,245,495,15678
3613,250,489,15648
3639,242,482,15637
3653,253,490,15604
3688,251,479,15582
3673,258,487,15582
3700,247,488,15565
3717,256,483,15544
3742,268,489,15501
3738,276,508,15478
3765,259,526,15450
3776,267,513,15444
3784,273,533,15410
3801,285,531,15383
3826,282,537,15355
3815,275,570,15340
3809,293,569,15329
3801,300,565,15334
3813,298,572,15317
3800,304,585,15311
3797,311,571,15321
3791,310,583,15316
3809,309,591,15291
3818,304,588,15290
3828,308,608,15256
3824,327,607,15242
3818,309,616,15257
3814,317,611,15258
3817,310,628,15245
3819,299,649,15233
3812,309,637,15242
3801,335,617,15247
3800,332,614,15254
3784,330,644,15242
3772,356,643,15229
3773,349,653,15225
3762,362,659,15217
3758,364,672,15206
3737,359,679,15225
3739,362,676,15223
3727,374,684,15215
3697,370,700,15233
3645,396,717,15242
3621,382,736,15261
3589,382,740,15289
3551,412,752,15285
3553,396,740,15311
3522,393,751,15334
3517,356,776,15351
3510,365,753,15372
3518,365,747,15370
3513,364,739,15384
3519,368,730,15383
3526,363,732,15379
3530,373,714,15383
3558,362,681,15399
3550,354,691,15405
3568,339,716,15377
3569,343,714,15374
3600,320,710,15370
3601,322,692,15385
3610,320,696,15374
3606,349,689,15356
3617,359,692,15332
3630,348,705,15317
3628,353,705,15314
3629,348,721,15302
3625,360,691,15324
3606,371,709,15314
3586,387,692,15335
3570,366,705,15359
3555,365,733,15347
3543,382,700,15375
3519,366,730,15385
3547,342,708,15403
3566,330,716,15388
3555,355,700,15390
3547,343,706,15404
3533,351,705,15411
3531,348,713,15408
3520,349,712,15419
3543,331,707,15419
3547,343,688,15422
3533,367,680,15420
3527,371,685,15417
3522,370,688,15420
3524,356,691,15429
3504,359,692,15445
3501,366,714,15419
3498,352,712,15438
3497,353,718,15432
3522,341,717,15420
3513,357,718,15412
3514,339,724,15423
3483,355,724,15438
3479,348,728,15445
3466,336,758,15440
3486,341,738,15435
3487,324,739,15450
3489,324,726,15461
3495,331,712,15462
3515,330,713,15442
3491,348,708,15453
3491,342,704,15463
3493,356,698,15453
3495,352,702,15451
3477,360,719,15444
3497,350,722,15431
3486,364,724,15426
3470,387,718,15425
3490,373,717,15420
3475,382,729,15414
3475,392,723,15410
3463,382,732,15423
3466,361,734,15439
3473,351,731,15445
3478,351,725,15446
3480,358,703,15459
3497,353,705,15445
3525,339,711,15425
3515,337,731,15417
3512,345,734,15409
3499,334,751,15416
3522,310,746,15422
3525,315,737,15423
3527,334,718,15421
3516,340,709,15435
3536,350,703,15411
3519,364,677,15440
3530,358,680,15432
3538,358,690,15414
3553,352,715,15380
3542,346,731,15381
3521,362,739,15378
3512,370,748,15370
3503,359,755,15383
3488,353,755,15404
3500,335,748,15417
3491,333,742,15434
3498,330,714,15458
3540,319,714,15427
3546,309,707,15438
3572,298,696,15434
3563,308,694,15435
3563,297,706,15434
3556,324,687,15433
3570,336,677,15417
3568,334,700,15398
3571,341,700,15388
3593,319,714,15374
