S,E,I,R
19964,16,19,1
19944,30,20,6
19921,43,27,9
19892,65,33,10
19864,74,48,14
19811,100,71,18
19746,141,89,24
19672,183,105,40
19570,232,138,60
19403,326,201,70
19208,440,256,96
18949,584,341,126
18643,744,446,167
18200,991,581,228
17674,1241,785,300
16935,1635,1033,397
16012,2108,1366,514
14975,2575,1768,682
13686,3156,2259,899
12259,3671,2860,1210
10715,4164,3552,1569
9117,4621,4192,2070
7536,4867,4963,2634
6027,4995,5662,3316
4716,4904,6342,4038
3623,4650,6835,4892
2723,4245,7251,5781
2035,3732,7529,6704
1500,3205,7628,7667
1103,2666,7623,8608
851,2154,7374,9621
687,1709,7057,10547
551,1370,6622,11457
455,1128,6096,12321
421,877,5576,13126
376,689,5115,13820
363,552,4667,14418
354,441,4199,15006
345,380,3769,15506
349,313,3356,15982
350,282,2985,16383
378,237,2644,16741
402,194,2365,17039
430,168,2092,17310
454,164,1843,17539
489,137,1663,17711
525,127,1472,17876
569,109,1310,18012
616,100,1142,18142
661,97,1000,18242
707,82,895,18316
743,80,772,18405
773,76,679,18472
817,65,609,18509
881,63,544,18512
939,66,473,18522
989,62,414,18535
1050,56,377,18517
1097,58,347,18498
1156,55,318,18471
1212,56,285,18447
1278,54,255,18413
1348,45,233,18374
1394,45,205,18356
1452,37,182,18329
1515,26,164,18295
1578,26,156,18240
1629,23,129,18219
1692,21,120,18167
1748,21,109,18122
1800,19,98,18083
1847,22,85,18046
1896,20,81,18003
1948,18,71,17963
2006,21,66,17907
2067,20,56,17857
2117,14,56,17813
2181,10,56,17753
2227,10,56,17707
2296,14,47,17643
2347,15,46,17592
2407,15,42,17536
2464,12,42,17482
2511,13,36,17440
2568,9,35,17388
2618,12,35,17335
2683,12,30,17275
2724,9,34,17233
2777,10,26,17187
2822,12,25,17141
2868,15,25,17092
2910,13,25,17052
2949,15,21,17015
2995,10,24,16971
3041,12,22,16925
3078,11,18,16893
3137,9,18,16836
3173,10,17,16800
3220,12,17,16751
3268,11,15,16706
3313,9,21,16657
3354,10,19,16617
3397,10,19,16574
3436,9,19,16536
3483,7,17,16493
3525,9,16,16450
3568,10,15,16407
3615,9,14,16362
3683,9,11,16297
3744,6,14,16236
3797,4,15,16184
3852,5,15,16128
3900,4,13,16083
3949,4,13,16034
3998,4,12,15986
4052,3,13,15932
4092,2,9,15897
4138,3,8,15851
4194,5,5,15796
4238,4,7,15751
4294,4,6,15696
4340,5,4,15651
4383,3,5,15609
4421,3,6,15570
4465,1,8,15526
4504,0,9,15487
4537,1,7,15455
4582,2,7,15409
4630,1,8,15361
4665,5,8,15322
4719,5,8,15268
4749,4,10,15237
4788,6,10,15196
4835,8,14,15143
4876,8,15,15101
4921,8,17,15054
4950,11,16,15023
4992,11,15,14982
5027,9,16,14948
5051,12,17,14920
5095,11,15,14879
5139,9,18,14834
5179,9,18,14794
5217,11,17,14755
5256,10,20,14714
5291,14,16,14679
5333,11,15,14641
5375,10,17,14598
5401,10,16,14573
5441,13,15,14531
5474,16,15,14495
5509,13,18,14460
5543,12,20,14425
5586,14,18,14382
5621,11,22,14346
5653,15,19,14313
5689,20,16,14275
5721,19,21,14239
5761,18,25,14196
5802,15,29,14154
5827,19,27,14127
5863,22,25,14090
5895,24,25,14056
5930,25,32,14013
5959,26,38,13977
6001,24,40,13935
6031,27,38,13904
6058,30,44,13868
6086,34,49,13831
6109,40,51,13800
6141,40,58,13761
6151,48,55,13746
6182,44,66,13708
6201,60,63,13676
6225,62,68,13645
6236,70,75,13619
6250,74,87,13589
6253,70,103,13574
6274,78,102,13546
6298,85,111,13506
6314,88,110,13488
6309,104,116,13471
6329,103,129,13439
6326,122,134,13418
6326,129,143,13402
6345,116,158,13381
6355,113,177,13355
6344,128,189,13339
6331,135,195,13339
6321,149,209,13321
6313,154,229,13304
6304,163,235,13298
6269,195,241,13295
6250,222,257,13271
6213,240,276,13271
6180,246,318,13256
6127,268,339,13266
6078,280,367,13275
6010,309,395,13286
5964,307,445,13284
5895,324,478,13303
5833,338,494,13335
5762,356,521,13361
5686,369,537,13408
5599,400,562,13439
5539,406,591,13464
5448,414,633,13505
5352,427,671,13550
5248,446,710,13596
5144,483,734,13639
5006,527,760,13707
4913,528,805,13754
4781,556,859,13804
4653,586,901,13860
4527,593,952,13928
4420,593,983,14004
4272,631,1003,14094
4129,641,1050,14180
4022,628,1085,14265
3906,641,1077,14376
3787,619,1129,14465
3687,584,1141,14588
3572,595,1140,14693
3500,555,1181,14764
3411,574,1159,14856
3334,575,1137,14954
3225,556,1162,15057
3147,539,1174,15140
3086,513,1179,15222
3004,501,1192,15303
2928,491,1167,15414
2858,479,1145,15518
2796,483,1090,15631
2739,456,1082,15723
2717,402,1082,15799
2689,409,1047,15855
2653,408,1022,15917
2611,408,997,15984
2587,384,977,16052
2596,361,941,16102
2560,332,938,16170
2554,312,921,16213
2537,297,890,16276
2529,286,861,16324
2535,281,821,16363
2554,279,788,16379
2567,259,790,16384
2573,256,748,16423
2553,273,711,16463
2570,270,687,16473
2594,254,671,16481
2603,247,644,16506
2655,214,624,16507
2678,223,564,16535
2702,221,542,16535
2720,214,522,16544
2752,217,506,16525
2781,199,508,16512
2804,207,485,16504
2824,200,470,16506
2858,194,472,16476
2920,172,476,16432
2948,180,445,16427
2988,180,437,16395
3019,183,428,16370
3047,181,411,16361
3105,178,410,16307
3161,175,400,16264
3191,192,390,16227
3220,190,378,16212
3255,191,379,16175
3291,185,384,16140
3319,184,396,16101
3338,183,408,16071
3364,182,399,16055
3394,176,399,16031
3422,191,393,15994
3447,185,392,15976
3478,188,384,15950
3520,184,379,15917
3544,199,368,15889
3577,192,377,15854
3602,196,370,15832
3644,183,385,15788
3670,182,394,15754
3684,181,394,15741
3710,179,390,15721
3749,175,387,15689
3777,186,379,15658
3799,199,375,15627
3832,213,372,15583
3868,211,393,15528
3899,201,398,15502
3936,200,399,15465
3961,195,405,15439
3980,212,404,15404
3984,211,406,15399
4013,193,415,15379
4023,210,404,15363
4055,216,409,15320
4083,220,399,15298
4115,223,410,15252
4147,224,418,15211
4160,230,423,15187
4189,244,422,15145
4196,245,423,15136
4187,247,443,15123
4189,247,468,15096
4226,235,475,15064
4229,237,475,15059
4251,270,470,15009
4232,306,467,14995
4235,295,488,14982
4236,300,507,14957
4221,313,523,14943
4226,313,541,14920
4206,286,588,14920
4189,299,596,14916
4179,301,599,14921
4166,334,599,14901
4156,334,608,14902
4136,362,604,14898
4128,351,634,14887
4147,326,664,14863
4150,342,654,14854
4143,351,658,14848
4113,365,663,14859
4092,352,662,14894
4075,354,673,14898
4041,386,659,14914
4030,390,675,14905
4009,389,698,14904
3986,396,716,14902
3949,383,758,14910
3891,401,748,14960
3866,389,756,14989
3827,412,763,14998
3782,412,797,15009
3764,408,805,15023
3734,438,808,15020
3693,439,814,15054
3664,449,803,15084
3639,467,818,15076
3612,462,847,15079
3565,477,868,15090
3505,506,846,15143
3480,475,881,15164
3451,461,911,15177
3422,442,931,15205
3436,431,914,15219
3408,423,897,15272
3375,400,896,15329
3357,384,904,15355
3316,400,905,15379
3312,408,866,15414
3266,424,869,15441
3246,413,868,15473
3236,414,864,15486
3234,402,865,15499
3212,405,869,15514
3206,373,877,15544
3208,380,861,15551
3177,394,844,15585
3184,388,833,15595
3206,357,837,15600
3187,383,801,15629
3204,364,802,15630
3223,351,793,15633
3240,362,768,15630
3245,341,770,15644
3239,351,757,15653
3250,331,758,15661
3273,335,733,15659
3281,322,734,15663
3326,305,741,15628
3349,307,739,15605
3359,322,712,15607
3382,319,713,15586
3399,320,701,15580
3405,312,680,15603
3412,317,664,15607
3416,308,663,15613
3436,310,654,15600
3451,328,646,15575
3459,335,671,15535
3454,323,678,15545
3461,331,669,15539
3478,331,657,15534
3489,321,661,15529
3484,307,662,15547
3485,320,655,15540
3524,310,650,15516
