S,E,I,R
19965,15,18,2
19947,26,25,2
19917,51,29,3
19892,63,37,8
19853,81,53,13
19788,123,71,18
19715,166,93,26
19604,225,136,35
19465,296,183,56
19273,393,252,82
19016,526,341,117
18672,723,440,165
18257,924,585,234
17716,1200,768,316
17084,1511,1004,401
16154,2004,1313,529
15125,2460,1695,720
13883,3043,2150,924
12486,3606,2692,1216
10977,4115,3333,1575
9379,4563,4065,1993
7694,4977,4805,2524
6181,5075,5548,3196
4854,4965,6255,3926
3678,4741,6846,4735
2772,4332,7269,5627
2101,3784,7545,6570
1562,3239,7629,7570
1186,2706,7554,8554
887,2282,7299,9532
708,1846,6985,10461
575,1478,6585,11362
474,1209,6088,12229
396,963,5602,13039
358,775,5109,13758
345,617,4641,14397
335,492,4217,14956
328,401,3798,15473
335,320,3395,15950
353,261,3019,16367
363,230,2672,16735
397,189,2404,17010
416,166,2124,17294
442,143,1883,17532
470,133,1663,17734
497,125,1487,17891
543,105,1333,18019
591,105,1161,18143
645,101,1009,18245
681,97,901,18321
728,85,822,18365
771,73,734,18422
808,72,634,18486
860,80,577,18483
907,74,498,18521
964,61,432,18543
1012,54,372,18562
1065,38,340,18557
1129,38,305,18528
1185,42,269,18504
1240,41,230,18489
1302,37,209,18452
1363,36,197,18404
1409,39,181,18371
1468,33,170,18329
1502,31,153,18314
1546,30,141,18283
1593,33,126,18248
1647,27,124,18202
1688,32,123,18157
1738,27,116,18119
1792,24,100,18084
1843,22,94,18041
1897,26,91,17986
1941,28,86,17945
1994,28,86,17892
2036,27,80,17857
2089,22,79,17810
2136,23,71,17770
2194,24,71,17711
2252,22,67,17659
2312,20,64,17604
2366,19,64,17551
2409,19,60,17512
2466,23,52,17459
2508,24,52,17416
2557,21,47,17375
2619,17,46,17318
2671,25,42,17262
2711,21,47,17221
2768,22,46,17164
2821,22,45,17112
2876,26,39,17059
2918,22,43,17017
2965,19,42,16974
3012,21,41,16926
3054,21,39,16886
3106,19,39,16836
3145,18,37,16800
3185,22,37,16756
3242,15,38,16705
3277,16,37,16670
3341,13,33,16613
3395,12,33,16560
3453,16,33,16498
3517,8,37,16438
3554,7,35,16404
3603,7,32,16358
3646,4,29,16321
3712,6,24,16258
3763,6,21,16210
3800,8,21,16171
3855,8,22,16115
3906,11,21,16062
3950,11,21,16018
3981,15,25,15979
4029,15,30,15926
4085,10,30,15875
4124,13,27,15836
4165,12,30,15793
4211,13,29,15747
4254,16,30,15700
4288,12,31,15669
4319,17,26,15638
4362,13,28,15597
4398,14,29,15559
4442,17,30,15511
4488,12,34,15466
4522,15,33,15430
4561,17,31,15391
4579,20,36,15365
4618,21,32,15329
4650,23,34,15293
4683,27,33,15257
4724,30,33,15213
4755,26,39,15180
4786,29,38,15147
4830,30,42,15098
4859,36,44,15061
4900,40,47,15013
4925,43,56,14976
4953,50,51,14946
4992,48,57,14903
5032,53,61,14854
5064,48,69,14819
5082,45,75,14798
5105,43,82,14770
5136,50,81,14733
5172,46,92,14690
5192,53,96,14659
5208,61,93,14638
5225,61,95,14619
5255,63,101,14581
5281,63,104,14552
5303,65,109,14523
5329,74,109,14488
5343,86,112,14459
5355,93,121,14431
