S,E,I,R
19966,14,19,1
19950,26,20,4
19917,48,28,7
19890,64,36,10
19853,81,50,16
19799,115,64,22
19717,158,97,28
19628,209,124,39
19467,308,170,55
19292,407,223,78
19061,516,316,107
18755,681,415,149
18377,871,542,210
17845,1124,746,285
17149,1499,976,376
16346,1873,1278,503
15326,2369,1643,662
14164,2873,2085,878
12741,3481,2618,1160
11224,4038,3251,1487
9648,4472,3957,1923
7994,4851,4714,2441
6435,5010,5532,3023
5040,5020,6203,3737
3829,4796,6832,4543
2916,4342,7239,5503
2179,3800,7598,6423
1628,3269,7691,7412
1218,2756,7662,8364
913,2288,7423,9376
704,1882,7105,10309
578,1483,6640,11299
487,1178,6132,12203
419,974,5615,12992
383,785,5126,13706
346,647,4639,14368
335,520,4209,14936
332,404,3824,15440
339,335,3409,15917
346,264,3052,16338
370,214,2750,16666
397,190,2443,16970
418,161,2170,17251
438,148,1898,17516
477,132,1701,17690
511,121,1511,17857
552,118,1335,17995
570,123,1185,18122
621,95,1068,18216
671,104,931,18294
715,76,843,18366
760,68,758,18414
812,67,672,18449
851,69,600,18480
906,69,543,18482
953,58,489,18500
995,62,446,18497
1046,58,413,18483
1102,55,373,18470
1182,55,331,18432
1225,63,298,18414
1277,60,264,18399
1331,52,245,18372
1385,47,225,18343
1437,38,209,18316
1494,32,202,18272
1550,26,186,18238
1600,32,163,18205
1644,41,139,18176
1706,29,129,18136
1753,26,120,18101
1800,30,100,18070
1852,26,98,18024
1909,27,85,17979
1970,22,81,17927
2018,17,77,17888
2065,19,71,17845
2118,16,67,17799
2168,20,62,17750
2226,15,65,17694
2286,17,59,17638
2326,20,53,17601
2388,16,52,17544
2450,15,55,17480
2496,16,52,17436
2569,9,47,17375
2617,14,36,17333
2668,13,36,17283
2720,14,33,17233
2761,15,31,17193
2814,19,32,17135
2883,18,34,17065
2935,16,33,17016
2981,15,32,16972
3042,14,33,16911
3090,12,29,16869
3142,11,30,16817
3194,18,27,16761
3239,15,28,16718
3287,10,31,16672
3338,10,25,16627
3377,12,27,16584
3418,13,23,16546
3459,15,20,16506
3498,15,20,16467
3545,13,21,16421
3594,12,22,16372
3647,11,22,16320
3697,9,22,16272
3742,9,22,16227
3770,9,24,16197
3809,7,21,16163
3857,8,21,16114
3906,9,19,16066
3953,6,21,16020
3997,6,18,15979
4036,7,18,15939
4080,8,14,15898
4130,10,13,15847
4172,10,12,15806
4216,10,10,15764
4264,6,12,15718
4311,4,14,15671
4355,5,16,15624
4395,8,15,15582
4436,7,17,15540
4482,9,17,15492
4529,7,18,15446
4589,5,19,15387
4633,4,18,15345
4675,4,17,15304
4712,4,17,15267
4756,4,14,15226
4793,6,13,15188
4834,7,11,15148
4869,7,11,15113
4917,9,12,15062
4961,10,13,15016
4994,10,15,14981
5045,10,15,14930
5082,12,15,14891
5118,12,18,14852
5161,14,15,14810
5186,17,14,14783
5224,14,16,14746
5265,13,17,14705
5303,13,17,14667
5326,16,18,14640
5354,11,22,14613
5402,10,22,14566
5434,13,22,14531
5464,13,23,14500
5500,14,22,14464
5535,13,23,14429
5578,12,26,14384
5617,14,25,14344
5647,17,23,14313
5681,20,22,14277
5726,20,27,14227
5752,23,26,14199
5789,25,25,14161
5823,24,31,14122
5856,24,30,14090
5879,27,34,14060
5909,29,37,14025
5936,25,48,13991
5966,27,53,13954
5990,31,52,13927
6030,32,54,13884
6057,32,53,13858
6090,38,48,13824
6116,34,53,13797
6134,44,48,13774
6166,50,56,13728
6200,50,61,13689
6227,41,60,13672
6249,43,62,13646
6272,46,59,13623
6292,52,57,13599
6307,46,67,13580
6324,57,69,13550
6348,64,78,13510
6367,70,85,13478
6381,68,98,13453
6381,81,98,13440
6390,87,102,13421
6399,88,118,13395
6407,104,123,13366
6405,110,135,13350
6393,117,160,13330
6387,126,174,13313
6379,142,189,13290
6369,162,201,13268
6344,170,237,13249
6327,168,253,13252
6292,192,272,13244
6248,199,302,13251
6189,236,310,13265
6162,243,317,13278
6117,264,331,13288
6065,271,362,13302
6017,281,373,13329
5956,305,426,13313
5894,317,456,13333
5803,351,483,13363
5742,378,505,13375
5641,409,534,13416
5557,416,601,13426
5466,427,655,13452
5363,461,697,13479
5260,467,738,13535
5162,479,789,13570
5014,531,815,13640
4883,568,846,13703
4760,578,899,13763
4624,592,911,13873
4488,592,973,13947
4404,567,985,14044
4282,582,1021,14115
4165,576,1051,14208
4046,589,1076,14289
3919,568,1128,14385
3782,565,1140,14513
3664,573,1126,14637
3565,569,1145,14721
3443,592,1145,14820
3354,571,1161,14914
3272,562,1154,15012
3143,578,1170,15109
3040,562,1189,15209
2995,523,1173,15309
2927,496,1168,15409
2865,492,1134,15509
2828,489,1120,15563
2778,446,1099,15677
2721,433,1083,15763
2677,420,1057,15846
2644,391,1045,15920
2601,400,980,16019
2598,348,963,16091
2579,358,952,16111
2559,370,907,16164
2546,344,876,16234
2534,328,860,16278
2513,336,837,16314
2498,323,817,16362
2498,301,795,16406
2496,305,771,16428
2502,297,760,16441
2501,264,750,16485
2509,260,724,16507
2525,255,690,16530
2525,263,649,16563
2534,253,627,16586
2551,243,604,16602
2585,230,590,16595
2613,223,562,16602
2648,219,540,16593
2671,204,535,16590
2699,211,507,16583
2758,202,488,16552
2801,187,482,16530
2830,179,473,16518
2854,182,470,16494
2893,170,468,16469
2925,194,439,16442
2961,193,432,16414
2992,192,419,16397
3021,193,419,16367
3066,178,430,16326
3104,170,421,16305
3161,160,414,16265
3196,167,401,16236
3236,168,392,16204
3277,161,372,16190
3341,153,371,16135
3385,160,364,16091
3402,175,362,16061
3421,174,371,16034
3440,173,369,16018
3478,179,347,15996
3525,175,340,15960
3585,169,336,15910
3626,167,336,15871
3670,160,331,15839
3718,154,332,15796
3743,154,335,15768
3786,154,326,15734
3823,159,315,15703
3842,170,324,15664
3879,178,333,15610
3895,171,348,15586
3934,180,330,15556
3955,191,337,15517
3996,194,349,15461
4029,189,377,15405
4067,175,365,15393
4081,193,362,15364
4112,196,369,15323
4129,212,366,15293
4162,206,377,15255
4191,213,391,15205
4215,206,395,15184
4240,201,414,15145
4257,210,408,15125
4266,225,414,15095
4277,224,419,15080
4296,213,430,15061
4320,207,442,15031
4350,218,454,14978
4341,251,456,14952
4351,270,449,14930
4374,263,456,14907
4382,268,467,14883
4377,286,477,14860
4369,292,500,14839
4357,301,517,14825
4363,303,523,14811
4345,301,565,14789
4312,327,571,14790
4313,321,578,14788
4267,335,583,14815
4262,341,589,14808
4235,349,628,14788
4234,357,639,14770
4226,342,642,14790
4193,352,650,14805
4183,339,651,14827
4151,349,648,14852
4126,361,658,14855
4083,380,677,14860
4091,368,695,14846
4054,384,710,14852
4028,385,726,14861
3994,398,733,14875
3980,395,738,14887
3944,394,726,14936
3905,405,748,14942
3896,394,747,14963
3867,380,781,14972
3825,384,784,15007
3813,382,785,15020
3779,398,787,15036
3728,416,769,15087
3696,400,799,15105
3665,401,812,15122
3653,395,822,15130
3654,389,816,15141
3627,389,820,15164
3613,388,830,15169
3589,407,808,15196
3581,405,795,15219
3568,401,794,15237
3558,385,796,15261
3554,394,778,15274
3544,392,783,15281
3554,387,792,15267
3525,380,818,15277
3500,404,787,15309
3456,411,795,15338
3431,408,818,15343
3414,399,816,15371
3420,393,810,15377
3419,384,805,15392
3410,391,788,15411
3382,408,802,15408
3371,376,827,15426
3350,379,816,15455
3313,376,835,15476
3315,372,828,15485
3300,392,809,15499
3289,385,800,15526
3295,371,781,15553
3295,362,793,15550
3304,347,793,15556
3305,350,789,15556
3312,357,759,15572
3305,355,764,15576
3306,360,742,15592
3311,340,761,15588
3320,325,730,15625
3334,327,734,15605
3346,344,737,15573
3352,341,736,15571
3347,326,726,15601
3354,314,740,15592
3363,329,719,15589
3367,322,717,15594
3384,337,709,15570
3374,322,734,15570
3384,311,732,15573
3371,322,719,15588
3385,337,699,15579
3407,326,696,15571
3431,332,695,15542
3444,327,678,15551
3456,312,712,15520
3464,324,700,15512
3496,324,703,15477
3492,321,711,15476
3482,324,714,15480
3518,315,691,15476
3529,305,707,15459
3532,324,696,15448
3507,347,683,15463
3542,320,684,15454
3520,352,675,15453
3518,352,683,15447
3529,338,716,15417
3510,323,737,15430
3492,329,733,15446
3482,348,727,15443
3479,364,718,15439
3475,358,733,15434
3466,363,722,15449
3478,359,727,15436
3484,355,734,15427
3468,364,727,15441
3433,371,735,15461
3409,385,731,15475
3410,395,721,15474
3411,368,750,15471
3418,359,747,15476
3424,347,734,15495
3446,336,737,15481
3448,325,738,15489
3437,358,720,15485
3456,347,726,15471
3478,346,724,15452
3474,366,712,15448
3487,358,715,15440
3498,343,711,15448
3519,319,699,15463
3521,319,702,15458
3534,315,682,15469
3544,308,657,15491
3527,314,641,15518
3524,311,662,15503
3516,322,668,15494
3513,319,665,15503
3503,333,687,15477
3513,357,685,15445
3509,354,690,15447
3525,336,717,15422
3509,354,701,15436
3509,344,692,15455
3497,350,694,15459
3499,336,707,15458
3486,356,690,15468
3485,349,683,15483
3492,341,689,15478
3514,324,697,15465
3525,308,704,15463
3521,310,692,15477
3523,319,681,15477
3498,333,681,15488
3494,316,690,15500
3475,342,653,15530
3469,323,672,15536
3496,303,665,15536
3512,307,671,15510
3523,294,674,15509
3538,292,675,15495
3553,291,660,15496
3573,293,657,15477
3564,292,649,15495
3582,297,645,15476
3607,295,649,15449
3600,306,635,15459
3597,296,635,15472
3582,306,633,15479
3588,326,618,15468
3588,331,606,15475
3611,323,608,15458
3601,335,610,15454
3593,336,638,15433
3587,332,638,15443
3611,308,646,15435
3620,298,670,15412
3642,293,669,15396
3640,278,671,15411
3643,297,662,15398
3620,315,664,15401
3627,315,661,15397
3642,314,653,15391
3634,316,656,15394
3652,311,646,15391
3637,336,652,15375
3617,333,683,15367
3643,328,684,15345
3627,338,694,15341
3645,325,681,15349
3657,291,689,15363
3668,297,699,15336
3680,307,673,15340
3686,322,652,15340
3675,325,666,15334
3665,325,673,15337
3671,301,698,15330
3658,318,681,15343
3644,350,661,15345
3637,357,654,15352
3630,346,664,15360
3641,330,687,15342
3632,331,679,15358
3638,334,668,15360
3626,329,674,15371
3633,329,678,15360
3630,322,679,15369
3605,339,668,15388
3627,336,665,15372
3621,362,657,15360
3639,341,652,15368
3649,325,640,15386
3646,323,660,15371
3633,338,665,15364
3638,340,662,15360
3640,340,667,15353
3648,316,686,15350
3635,312,675,15378
3635,317,675,15373
3634,307,688,15371
3624,317,674,15385
3627,290,688,15395
3602,334,673,15391
3579,342,682,15397
3592,323,692,15393
3596,333,691,15380
3597,344,690,15369
3593,346,709,15352
3553,365,708,15374
3548,347,698,15407
3555,331,698,15416
3556,336,703,15405
3535,347,697,15421
3539,323,725,15413
3517,336,721,15426
3504,327,735,15434
3487,335,709,15469
3506,326,684,15484
3493,311,703,15493
3472,324,701,15503
3474,332,695,15499
3502,313,700,15485
3493,305,698,15504
3497,319,676,15508
3484,322,690,15504
3500,300,702,15498
3506,294,710,15490
3485,323,688,15504
3468,329,711,15492
3483,317,684,15516
3480,350,671,15499
3521,329,676,15474
3539,340,670,15451
3553,327,677,15443
3562,349,652,15437
3588,335,646,15431
3584,359,633,15424
3591,367,648,15394
3610,368,657,15365
3592,377,662,15369
3572,380,676,15372
3546,375,702,15377
3552,347,743,15358
3560,339,759,15342
3539,356,757,15348
3497,372,759,15372
3496,378,765,15361
3486,379,765,15370
3482,366,769,15383
3470,362,763,15405
3472,347,790,15391
3483,335,782,15400
3493,339,775,15393
3484,347,764,15405
3481,346,756,15417
3489,358,755,15398
3495,358,748,15399
3533,361,745,15361
3547,345,754,15354
3527,356,746,15371
3508,378,724,15390
3487,376,739,15398
3489,367,738,15406
3478,358,741,15423
3490,353,750,15407
3509,355,728,15408
3517,341,753,15389
3502,341,766,15391
3498,335,772,15395
3480,320,789,15411
3480,311,784,15425
3486,323,749,15442
3511,326,729,15434
3517,350,706,15427
3524,331,729,15416
3503,362,732,15403
3501,363,725,15411
3489,349,735,15427
3472,351,745,15432
3469,350,755,15426
3473,351,751,15425
3482,341,768,15409
3478,319,778,15425
3525,329,725,15421
3514,342,723,15421
3488,378,708,15426
3497,366,697,15440
3532,327,692,15449
3514,338,709,15439
3535,325,707,15433
3546,333,674,15447
3548,351,671,15430
3569,356,660,15415
3601,338,653,15408
3614,345,654,15387
3633,356,661,15350
3649,353,663,15335
3663,339,694,15304
3676,339,698,15287
3648,355,690,15307
3635,367,708,15290
3610,363,736,15291
3618,366,723,15293
3624,364,713,15299
3604,385,716,15295
3598,388,734,15280
3599,375,748,15278
3577,386,741,15296
3609,353,749,15289
3599,358,755,15288
3598,340,775,15287
3589,360,768,15283
3602,378,766,15254
3591,369,759,15281
3552,395,772,15281
3553,392,785,15270
3548,396,792,15264
3538,385,809,15268
3528,395,810,15267
3515,387,818,15280
3500,393,809,15298
3478,416,805,15301
3463,413,835,15289
3449,410,848,15293
3434,410,834,15322
3445,396,828,15331
3423,381,839,15357
3435,372,838,15355
3435,375,821,15369
3424,393,806,15377
3423,387,803,15387
3432,382,795,15391
3436,384,791,15389
3432,382,791,15395
3438,398,798,15366
3432,395,780,15393
3423,392,790,15395
3436,399,772,15393
3435,385,786,15394
3414,377,801,15408
3414,345,814,15427
3415,362,811,15412
3418,350,823,15409
3406,354,788,15452
3368,367,793,15472
3342,387,789,15482
3341,391,774,15494
3332,380,784,15504
3333,363,784,15520
3332,356,778,15534
3317,353,772,15558
3333,339,777,15551
3321,349,761,15569
3324,339,755,15582
3324,337,761,15578
3324,331,742,15603
3325,324,737,15614
3318,327,723,15632
3329,350,724,15597
3344,332,736,15588
3338,322,730,15610
3342,330,712,15616
3357,303,721,15619
3352,336,717,15595
3371,329,709,15591
3370,344,693,15593
3381,332,691,15596
3391,328,701,15580
3407,312,688,15593
3417,311,673,15599
3405,320,669,15606
3430,314,672,15584
3426,310,673,15591
3434,304,672,15590
3463,293,675,15569
3458,305,670,15567
3474,307,656,15563
3496,293,653,15558
3509,300,652,15539
3536,286,672,15506
3566,271,662,15501
3579,275,632,15514
3581,292,601,15526
3605,277,621,15497
3607,284,624,15485
3644,293,607,15456
3648,292,621,15439
3682,277,624,15417
3682,296,612,15410
3699,290,610,15401
3707,293,612,15388
3704,296,636,15364
3693,309,637,15361
3697,325,625,15353
3704,318,646,15332
3691,321,669,15319
3692,323,672,15313
3697,329,673,15301
3695,342,665,15298
3686,340,673,15301
3673,335,670,15322
3621,363,679,15337
3621,357,685,15337
3604,371,681,15344
3594,383,669,15354
3621,371,686,15322
3639,341,699,15321
3645,323,696,15336
