S,E,I,R
19964,16,19,1
19950,26,19,5
19918,47,28,7
19891,62,36,11
19840,101,42,17
19778,131,66,25
19720,154,93,33
19631,204,120,45
19534,247,157,62
19359,345,211,85
19165,454,265,116
18893,588,375,144
18539,769,507,185
18038,1049,658,255
17490,1313,850,347
16720,1720,1109,451
15776,2160,1470,594
14654,2681,1891,774
13340,3243,2399,1018
11889,3776,2974,1361
10291,4271,3664,1774
8612,4795,4325,2268
7155,4960,5030,2855
5735,5019,5739,3507
4506,4862,6360,4272
3435,4574,6868,5123
2595,4158,7225,6022
1937,3685,7429,6949
1445,3147,7536,7872
1088,2643,7430,8839
857,2141,7189,9813
689,1704,6829,10778
532,1409,6435,11624
438,1145,5980,12437
398,872,5523,13207
366,657,5041,13936
340,543,4555,14562
345,441,4062,15152
343,337,3676,15644
355,289,3288,16068
338,242,2942,16478
344,224,2602,16830
370,188,2303,17139
403,155,2020,17422
442,147,1788,17623
497,132,1564,17807
530,118,1374,17978
579,111,1206,18104
624,93,1075,18208
671,88,933,18308
715,74,825,18386
763,74,732,18431
818,75,661,18446
872,71,603,18454
923,57,544,18476
978,59,479,18484
1030,59,432,18479
1082,57,406,18455
1136,52,364,18448
1173,53,331,18443
1229,59,285,18427
1261,59,267,18413
1322,57,240,18381
1382,55,215,18348
1432,48,203,18317
1491,45,184,18280
1547,40,168,18245
1591,31,159,18219
1638,29,150,18183
1692,27,138,18143
1747,26,130,18097
1808,29,110,18053
1864,24,109,18003
1913,27,97,17963
1959,28,85,17928
2014,27,78,17881
2070,24,69,17837
2128,19,65,17788
2185,23,61,17731
2248,19,57,17676
2309,19,50,17622
2365,17,49,17569
2425,19,49,17507
2477,17,49,17457
2532,17,51,17400
2580,21,46,17353
2623,21,43,17313
2668,23,36,17273
2723,20,38,17219
2779,20,39,17162
2836,17,41,17106
2886,13,43,17058
2929,16,41,17014
2976,15,42,16967
3027,13,39,16921
3066,13,39,16882
3117,11,34,16838
3171,11,37,16781
3229,10,34,16727
3275,9,36,16680
3313,12,30,16645
3357,12,26,16605
3402,14,26,16558
3439,16,27,16518
3480,14,28,16478
3530,6,30,16434
3581,5,23,16391
3634,7,20,16339
3677,8,18,16297
3725,8,14,16253
3775,8,14,16203
3811,7,16,16166
3858,10,14,16118
3900,8,15,16077
3947,8,16,16029
3993,6,16,15985
4036,6,13,15945
4089,7,13,15891
4138,4,15,15843
4191,4,15,15790
4231,6,11,15752
4282,5,14,15699
4318,6,12,15664
4363,5,11,15621
4407,7,12,15574
4453,9,12,15526
4489,7,14,15490
4526,11,16,15447
4573,12,18,15397
4617,9,16,15358
4651,12,17,15320
4700,10,19,15271
4742,9,18,15231
4790,9,18,15183
4843,5,18,15134
4891,9,15,15085
4926,9,13,15052
4970,8,12,15010
5004,9,11,14976
5038,10,11,14941
5071,10,11,14908
5114,13,12,14861
5163,11,15,14811
5205,11,15,14769
5235,12,17,14736
5274,17,21,14688
5305,16,23,14656
5349,17,26,14608
5385,19,27,14569
5420,20,28,14532
5456,22,28,14494
5499,23,28,14450
5536,22,35,14407
5576,19,40,14365
5607,23,37,14333
5635,22,47,14296
5651,28,51,14270
5672,36,48,14244
5700,30,62,14208
5722,36,66,14176
5760,28,79,14133
5793,45,70,14092
5828,42,75,14055
5852,46,78,14024
5873,47,81,13999
5880,58,78,13984
5899,59,88,13954
5923,57,92,13928
5938,64,95,13903
5951,67,103,13879
5962,73,108,13857
5977,71,107,13845
5989,75,111,13825
5987,90,121,13802
5988,103,133,13776
5995,110,148,13747
5996,116,169,13719
5989,124,174,13713
5982,149,184,13685
5990,147,198,13665
5976,168,195,13661
5967,167,225,13641
5949,179,236,13636
5931,189,256,13624
5919,200,270,13611
5908,216,285,13591
5897,192,319,13592
5858,231,320,13591
5832,243,339,13586
5802,248,357,13593
5773,262,368,13597
5703,286,395,13616
5665,290,433,13612
5596,311,452,13641
5538,333,476,13653
5497,331,508,13664
5423,341,543,13693
5340,389,549,13722
5282,383,577,13758
5213,391,614,13782
5114,420,633,13833
5046,434,661,13859
4951,454,680,13915
4869,451,727,13953
4779,462,762,13997
4676,497,776,14051
4564,528,819,14089
4463,523,872,14142
4371,511,892,14226
4290,517,910,14283
4171,534,936,14359
4073,517,979,14431
3996,516,994,14494
3919,502,982,14597
3824,504,1007,14665
3742,490,998,14770
3635,523,1017,14825
3552,496,1021,14931
3449,501,1030,15020
3385,481,1036,15098
3307,484,1026,15183
3217,471,1011,15301
3159,461,1010,15370
3095,446,984,15475
3038,437,976,15549
2991,424,974,15611
2955,422,947,15676
2898,417,934,15751
2874,414,892,15820
2853,397,906,15844
2822,388,894,15896
2809,371,872,15948
2805,362,850,15983
2777,337,859,16027
2767,327,829,16077
2771,314,827,16088
2755,330,794,16121
2752,301,767,16180
2740,301,755,16204
2739,279,751,16231
2721,265,719,16295
2729,259,690,16322
2729,255,674,16342
2732,263,629,16376
2742,274,609,16375
2744,272,620,16364
2779,257,604,16360
2797,231,582,16390
2812,236,546,16406
2807,245,538,16410
2851,234,545,16370
2872,241,519,16368
2889,234,527,16350
2910,219,534,16337
2917,230,516,16337
2961,224,479,16336
2992,205,467,16336
3028,205,456,16311
3066,206,446,16282
3109,186,452,16253
3157,174,454,16215
3187,188,432,16193
3237,177,424,16162
3251,188,417,16144
3277,189,411,16123
3297,201,401,16101
3349,193,411,16047
3366,192,410,16032
3406,184,401,16009
3422,194,400,15984
3450,179,409,15962
3488,179,389,15944
3534,184,379,15903
3574,178,393,15855
3601,166,410,15823
3631,170,406,15793
3660,191,390,15759
3683,195,398,15724
3725,203,381,15691
3757,201,395,15647
3780,217,384,15619
3812,217,381,15590
3837,215,394,15554
3856,222,385,15537
3880,212,390,15518
3909,213,389,15489
3937,213,393,15457
3965,219,392,15424
3989,198,415,15398
4028,208,417,15347
4046,223,422,15309
4056,238,420,15286
4057,251,419,15273
4081,257,435,15227
4101,266,442,15191
4118,269,461,15152
4124,269,457,15150
4136,269,463,15132
4155,271,470,15104
4167,267,471,15095
4170,252,502,15076
4203,250,496,15051
4199,260,500,15041
4218,269,497,15016
4223,288,485,15004
4220,293,506,14981
4222,291,507,14980
4217,303,530,14950
4214,300,531,14955
4220,293,520,14967
4224,295,527,14954
4234,280,553,14933
4225,290,562,14923
4248,291,555,14906
4232,305,562,14901
4202,321,587,14890
4191,337,591,14881
4198,325,607,14870
4167,340,621,14872
4173,338,621,14868
4159,335,634,14872
4149,336,642,14873
4123,347,638,14892
4125,326,664,14885
4105,322,671,14902
4089,341,672,14898
4087,336,676,14901
4067,368,672,14893
4043,388,675,14894
4032,401,680,14887
4003,413,686,14898
3993,417,709,14881
3979,402,746,14873
3959,403,746,14892
3949,398,765,14888
3912,408,783,14897
3885,391,812,14912
3859,406,784,14951
3834,383,811,14972
3805,395,803,14997
3786,398,809,15007
3755,415,793,15037
3726,439,802,15033
3705,443,807,15045
3701,435,812,15052
3667,452,801,15080
3642,444,825,15089
3650,420,830,15100
3620,434,823,15123
3604,441,806,15149
3578,445,810,15167
3564,420,825,15191
3559,408,839,15194
3540,397,834,15229
3519,414,829,15238
3492,428,836,15244
3457,409,848,15286
3405,416,857,15322
3407,405,852,15336
3383,389,865,15363
3380,384,848,15388
3365,377,854,15404
3341,384,842,15433
3358,378,826,15438
3346,382,814,15458
3333,379,815,15473
3331,376,816,15477
3286,380,838,15496
3289,350,859,15502
3276,356,807,15561
3293,347,799,15561
3311,355,767,15567
3302,356,764,15578
3325,352,743,15580
3315,338,750,15597
3330,354,721,15595
3326,363,725,15586
3354,345,737,15564
3336,349,708,15607
3339,333,718,15610
3349,337,715,15599
3343,341,695,15621
3342,342,678,15638
3354,338,665,15643
3327,362,672,15639
3332,353,665,15650
3331,352,661,15656
3336,331,671,15662
3348,328,690,15634
3367,328,660,15645
3394,312,663,15631
3415,309,672,15604
3422,323,662,15593
3451,297,662,15590
3468,301,648,15583
3478,315,627,15580
3481,319,631,15569
3486,325,642,15547
3495,315,656,15534
3508,302,668,15522
3530,307,672,15491
3546,309,669,15476
3561,302,697,15440
3560,314,663,15463
3545,328,672,15455
3570,325,666,15439
3581,325,657,15437
3577,339,646,15438
3592,334,649,15425
3587,328,671,15414
3578,353,674,15395
3584,357,671,15388
3598,361,685,15356
3608,343,704,15345
3630,326,704,15340
3604,341,680,15375
3589,343,698,15370
3590,342,701,15367
3587,348,705,15360
3575,357,700,15368
3573,359,687,15381
3569,356,715,15360
3560,354,722,15364
3554,367,709,15370
3550,380,706,15364
3530,391,695,15384
3503,399,706,15392
3510,376,727,15387
3503,360,749,15388
3492,370,744,15394
3475,369,753,15403
3459,377,743,15421
3442,378,750,15430
3434,373,743,15450
3438,369,730,15463
3441,338,750,15471
3426,373,743,15458
3409,371,749,15471
3405,386,712,15497
3378,378,721,15523
3395,372,708,15525
3396,373,718,15513
3412,368,707,15513
3428,340,730,15502
3416,350,705,15529
3397,368,669,15566
3399,354,703,15544
3402,357,714,15527
3400,359,719,15522
3404,336,735,15525
3391,354,732,15523
3380,342,741,15537
3402,329,750,15519
3378,336,740,15546
3364,335,740,15561
3353,346,723,15578
3364,331,739,15566
3375,350,725,15550
3359,351,720,15570
3394,326,737,15543
3402,317,730,15551
3382,322,728,15568
3374,325,741,15560
3382,329,720,15569
3375,335,713,15577
3374,317,704,15605
3363,317,716,15604
3376,325,712,15587
3389,332,694,15585
3410,308,696,15586
3410,319,677,15594
3414,310,678,15598
3425,324,654,15597
3426,324,657,15593
3425,314,642,15619
3436,302,653,15609
3457,311,638,15594
3464,299,652,15585
3484,320,654,15542
3489,335,642,15534
3493,348,643,15516
3497,346,652,15505
3486,354,655,15505
3465,361,688,15486
3475,357,697,15471
