S,E,I,R
3717,12,24,16247
3772,15,23,16190
3823,14,21,16142
3866,13,23,16098
3907,13,28,16052
3943,18,26,16013
3995,21,22,15962
4042,19,25,15914
4083,16,27,15874
4121,14,31,15834
4160,15,30,15795
4204,12,33,15751
4248,14,35,15703
4288,19,33,15660
4323,20,30,15627
4362,14,30,15594
4395,16,33,15556
4437,16,34,15513
4465,18,35,15482
4508,19,31,15442
4543,20,35,15402
4581,19,33,15367
4616,22,30,15332
4651,24,28,15297
4686,24,31,15259
4726,22,35,15217
4761,25,33,15181
4793,26,36,15145
4838,27,36,15099
4877,30,33,15060
4927,28,41,15004
4947,27,42,14984
4999,25,41,14935
5038,19,42,14901
5073,21,43,14863
5120,20,49,14811
5153,26,47,14774
5189,27,51,14733
5216,29,51,14704
5250,35,50,14665
5295,34,55,14616
5323,34,58,14585
5359,41,60,14540
5387,43,64,14506
5399,51,66,14484
5425,46,76,14453
5450,38,82,14430
5482,50,78,14390
5504,59,77,14360
5523,59,85,14333
5542,65,93,14300
5556,67,96,14281
5567,76,101,14256
5602,74,114,14210
5619,66,128,14187
5643,66,131,14160
5648,86,123,14143
5660,90,136,14114
5667,103,139,14091
5677,100,148,14075
5686,107,158,14049
5693,121,158,14028
5712,126,155,14007
5715,138,153,13994
5705,141,167,13987
5703,137,188,13972
5705,155,194,13946
5698,158,223,13921
5689,169,231,13911
5690,168,245,13897
5688,174,244,13894
5666,186,263,13885
5631,201,284,13884
5590,214,318,13878
5564,230,331,13875
5538,221,353,13888
5498,241,365,13896
5489,227,392,13892
5438,255,393,13914
5388,271,421,13920
5342,282,454,13922
5277,307,446,13970
5242,312,464,13982
5186,316,479,14019
5130,334,491,14045
5084,343,515,14058
5003,382,529,14086
4951,385,556,14108
4889,383,592,14136
4815,381,633,14171
4742,394,656,14208
4644,424,676,14256
4579,415,720,14286
4493,446,739,14322
4401,454,766,14379
4317,472,804,14407
4248,466,822,14464
4140,487,843,14530
4052,486,867,14595
3963,497,903,14637
3872,519,917,14692
3789,528,933,14750
3696,524,957,14823
3629,511,978,14882
3520,510,1007,14963
3453,514,987,15046
3380,507,993,15120
3319,488,1000,15193
3241,473,995,15291
3187,481,983,15349
3121,478,982,15419
3074,444,984,15498
3005,451,990,15554
2953,424,975,15648
2917,406,949,15728
2893,380,927,15800
2888,342,929,15841
2824,373,889,15914
2805,351,896,15948
2767,346,914,15973
2746,338,899,16017
2726,335,859,16080
2709,343,826,16122
2690,345,791,16174
2683,343,759,16215
2692,342,728,16238
2683,322,744,16251
2698,295,750,16257
2694,305,744,16257
2672,321,722,16285
2692,301,706,16301
2693,298,685,16324
2714,274,671,16341
2740,259,667,16334
2754,242,662,16342
2778,253,648,16321
2794,256,610,16340
2808,268,593,16331
2836,243,600,16321
2832,239,598,16331
2862,225,594,16319
2873,217,584,16326
2898,207,559,16336
2892,213,539,16356
2920,210,515,16355
2953,216,476,16355
2970,221,486,16323
2992,199,507,16302
3006,202,509,16283
3044,188,496,16272
3092,197,479,16232
3127,196,483,16194
3175,198,477,16150
3214,195,474,16117
3247,187,458,16108
3274,182,451,16093
3296,201,425,16078
3328,188,439,16045
3363,191,439,16007
3398,183,426,15993
3445,196,415,15944
3483,193,412,15912
3506,205,410,15879
3547,210,391,15852
3590,199,384,15827
3618,199,383,15800
3658,188,405,15749
3701,185,391,15723
3712,189,401,15698
3773,169,398,15660
3812,177,382,15629
3864,188,387,15561
3904,179,394,15523
3925,210,411,15454
3954,219,406,15421
3978,215,419,15388
3983,221,420,15376
4025,227,416,15332
4021,248,423,15308
4042,248,439,15271
4064,251,443,15242
4085,248,453,15214
4098,241,474,15187
4098,253,475,15174
4097,248,500,15155
4092,268,511,15129
4085,275,531,15109
4095,276,536,15093
4086,277,538,15099
4087,286,543,15084
4086,303,547,15064
4079,318,559,15044
4076,316,576,15032
4064,320,611,15005
4077,291,623,15009
4072,302,598,15028
4054,313,605,15028
4037,321,621,15021
4047,327,623,15003
4028,342,619,15011
4034,335,633,14998
4033,338,623,15006
4029,350,619,15002
4010,334,644,15012
4015,335,661,14989
4017,332,644,15007
4006,331,664,14999
4008,331,659,15002
3987,351,667,14995
3972,366,667,14995
3967,362,695,14976
3964,357,698,14981
3973,349,694,14984
3946,348,692,15014
3936,366,701,14997
3919,368,719,14994
3868,366,741,15025
3845,396,727,15032
3809,385,768,15038
3790,384,774,15052
3760,392,781,15067
3741,390,800,15069
3723,412,785,15080
3675,424,785,15116
3663,434,782,15121
3642,425,799,15134
3612,421,814,15153
3571,414,834,15181
3561,401,842,15196
3547,380,863,15210
3505,404,837,15254
3483,411,828,15278
3495,366,847,15292
3478,378,839,15305
3467,372,835,15326
3464,365,836,15335
3457,368,830,15345
3456,387,835,15322
3467,362,829,15342
3461,378,811,15350
3450,367,812,15371
3425,376,793,15406
3426,369,789,15416
3408,372,796,15424
3379,405,775,15441
3363,421,767,15449
3349,411,791,15449
3297,419,795,15489
3294,409,786,15511
3273,396,805,15526
3261,411,796,15532
3241,391,811,15557
3210,394,793,15603
3208,384,793,15615
3210,377,786,15627
3207,377,793,15623
3173,400,789,15638
3195,358,815,15632
3220,356,795,15629
3218,368,787,15627
3239,358,780,15623
3250,359,762,15629
3271,341,753,15635
3270,334,733,15663
3289,334,730,15647
3300,322,732,15646
3315,313,722,15650
3332,318,699,15651
3335,326,693,15646
3346,335,668,15651
3353,314,695,15638
3371,305,692,15632
3430,300,671,15599
3433,326,647,15594
3436,328,654,15582
3442,331,654,15573
3442,345,664,15549
3466,317,661,15556
3452,329,663,15556
3454,309,681,15556
3446,314,680,15560
3456,320,684,15540
3443,328,674,15555
3453,326,680,15541
3457,326,680,15537
3468,328,665,15539
3476,318,671,15535
3470,332,667,15531
3501,331,667,15501
3487,355,674,15484
3498,346,691,15465
3485,367,686,15462
3479,373,695,15453
3468,378,708,15446
3496,368,709,15427
3484,351,719,15446
3491,349,712,15448
3468,362,719,15451
3464,388,698,15450
3479,392,713,15416
3494,383,725,15398
3486,378,736,15400
3473,401,708,15418
3457,389,717,15437
3459,395,731,15415
3444,375,740,15441
3441,372,746,15441
3441,371,752,15436
3442,352,763,15443
3398,368,762,15472
3396,364,733,15507
3407,357,738,15498
3390,385,736,15489
3371,383,763,15483
3365,375,759,15501
3377,352,756,15515
3364,347,768,15521
3369,329,772,15530
3372,336,756,15536
3384,336,740,15540
3410,330,745,15515
3418,339,726,15517
3420,344,709,15527
3422,337,700,15541
3416,339,693,15552
3440,319,686,15555
3450,327,660,15563
3467,326,644,15563
3467,317,638,15578
3489,320,643,15548
3504,313,626,15557
3513,308,645,15534
3517,320,628,15535
3524,311,628,15537
3542,293,649,15516
3557,303,647,15493
3555,310,651,15484
3576,290,648,15486
3584,298,615,15503
3600,292,611,15497
3620,290,597,15493
3637,294,596,15473
3650,294,590,15466
3671,294,597,15438
3675,305,590,15430
3661,300,598,15441
3693,293,594,15420
3691,318,591,15400
3705,307,613,15375
3709,304,621,15366
3715,303,620,15362
3716,312,627,15345
3717,302,636,15345
3701,321,632,15346
3710,312,630,15348
3708,322,636,15334
3710,328,653,15309
3721,320,655,15304
3713,320,662,15305
3724,316,678,15282
3694,324,674,15308
3713,305,668,15314
3724,305,660,15311
3725,304,662,15309
3748,301,662,15289
3741,323,636,15300
3741,328,648,15283
3720,335,650,15295
3728,316,665,15291
3720,333,676,15271
3731,317,662,15290
3738,300,675,15287
3736,323,657,15284
3711,347,664,15278
3710,344,666,15280
3680,339,668,15313
3686,322,685,15307
3677,337,684,15302
3661,340,687,15312
3653,348,710,15289
3650,339,713,15298
3646,336,713,15305
3625,357,697,15321
3615,355,692,15338
3592,378,684,15346
3583,365,698,15354
3598,347,709,15346
3595,338,702,15365
3584,347,713,15356
3603,362,699,15336
3593,366,696,15345
3600,346,710,15344
3592,338,724,15346
3605,342,733,15320
3580,350,731,15339
3573,354,733,15340
3554,374,727,15345
3557,362,742,15339
3535,372,767,15326
3523,386,774,15317
3481,393,773,15353
3441,394,786,15379
3414,388,794,15404
3392,383,792,15433
3394,378,780,15448
3383,381,759,15477
3357,389,765,15489
3314,378,781,15527
3320,355,797,15528
3315,347,829,15509
3279,360,819,15542
3260,368,810,15562
3243,368,803,15586
3254,355,800,15591
3227,389,784,15600
3240,366,779,15615
3241,355,774,15630
3248,348,783,15621
3254,336,787,15623
3273,331,745,15651
3253,348,738,15661
3264,334,731,15671
3282,336,714,15668
3295,347,693,15665
3308,348,679,15665
3322,327,703,15648
3307,345,700,15648
3295,358,696,15651
3298,340,707,15655
3313,338,697,15652
3340,324,694,15642
3351,320,694,15635
3354,331,696,15619
3371,336,684,15609
3382,318,698,15602
3382,331,666,15621
3398,324,681,15597
3400,322,687,15591
3419,327,680,15574
3420,315,703,15562
3420,322,710,15548
3429,328,687,15556
3421,339,675,15565
3422,343,686,15549
3431,332,681,15556
3431,329,680,15560
3453,319,675,15553
3461,322,685,15532
3473,305,700,15522
3440,333,697,15530
3439,328,722,15511
3459,339,694,15508
3455,338,706,15501
3445,352,704,15499
3455,370,691,15484
3457,379,678,15486
3474,362,680,15484
3493,355,696,15456
3501,381,685,15433
3517,357,714,15412
3521,357,726,15396
3536,350,722,15392
3520,350,749,15381
3536,339,746,15379
3528,338,721,15413
3531,328,717,15424
3536,330,704,15430
3533,344,705,15418
3531,340,697,15432
3537,323,701,15439
3548,333,717,15402
3542,345,729,15384
3540,346,724,15390
3543,366,701,15390
3553,367,692,15388
3571,365,700,15364
3597,365,690,15348
3604,363,701,15332
3623,352,690,15335
3631,361,685,15323
3640,335,707,15318
3664,331,703,15302
3659,344,701,15296
3635,377,693,15295
3647,359,706,15288
3629,369,724,15278
3621,367,741,15271
3590,386,739,15285
3595,392,744,15269
3584,394,741,15281
3598,387,760,15255
3582,380,769,15269
3544,413,763,15280
3550,395,778,15277
3531,404,762,15303
3523,393,755,15329
3523,382,784,15311
3529,391,769,15311
3499,400,777,15324
3523,369,791,15317
3524,365,781,15330
3511,355,800,15334
3530,347,774,15349
3524,347,771,15358
3521,351,766,15362
3531,350,753,15366
3526,359,728,15387
3526,368,736,15370
3531,370,734,15365
3536,380,731,15353
3541,380,739,15340
3561,329,766,15344
3574,347,772,15307
3533,373,752,15342
3534,359,761,15346
3520,395,735,15350
3512,396,751,15341
3517,384,759,15340
3517,386,755,15342
3522,387,766,15325
3528,369,761,15342
3528,366,753,15353
3502,389,763,15346
3516,381,771,15332
3519,368,789,15324
3534,360,765,15341
3514,369,772,15345
3511,371,766,15352
3508,360,768,15364
3487,354,772,15387
3455,376,788,15381
3475,352,781,15392
3461,352,801,15386
3449,365,791,15395
3462,356,795,15387
3448,366,801,15385
3449,379,788,15384
3439,380,790,15391
3431,388,768,15413
3444,401,756,15399
3437,394,757,15412
3418,409,749,15424
3414,395,761,15430
3421,380,777,15422
3432,365,768,15435
3412,371,753,15464
3431,361,746,15462
3422,365,753,15460
3416,349,748,15487
3421,346,738,15495
3407,360,748,15485
3413,352,747,15488
3419,355,749,15477
3408,360,747,15485
3404,359,757,15480
3426,342,766,15466
3417,352,748,15483
3455,340,734,15471
3450,358,726,15466
3428,388,730,15454
3438,383,740,15439
3429,389,742,15440
3454,344,768,15434
3453,342,755,15450
3442,350,743,15465
3459,346,729,15466
3458,342,726,15474
3477,347,727,15449
3485,342,724,15449
3495,335,732,15438
3514,339,718,15429
3532,324,732,15412
3533,320,716,15431
3529,320,701,15450
3515,338,696,15451
3527,349,680,15444
3570,333,672,15425
3549,334,687,15430
3547,341,687,15425
3553,345,677,15425
3540,359,690,15411
3571,338,672,15419
3574,339,696,15391
3587,341,697,15375
3597,341,697,15365
3611,343,713,15333
3595,350,718,15337
3589,350,722,15339
3563,368,731,15338
3561,361,738,15340
3524,373,728,15375
3492,388,726,15394
3500,367,727,15406
3505,356,698,15441
3524,345,685,15446
3537,338,686,15439
3550,336,689,15425
3553,355,683,15409
3568,339,683,15410
3586,356,688,15370
3572,352,691,15385
3561,355,675,15409
3572,335,683,15410
3581,331,702,15386
3585,331,696,15388
3571,360,704,15365
3558,365,729,15348
3570,357,722,15351
3578,366,727,15329
3573,376,728,15323
3570,364,725,15341
3575,327,760,15338
3547,349,767,15337
3555,335,756,15354
3551,352,747,15350
3542,354,761,15343
3532,357,763,15348
3535,366,750,15349
3525,366,760,15349
3533,350,734,15383
3509,379,727,15385
3500,368,747,15385
3491,365,726,15418
