S,E,I,R
19969,11,15,5
19955,20,19,6
19942,32,17,9
19920,43,26,11
19896,57,35,12
19856,77,49,18
19797,110,72,21
19721,154,99,26
19618,198,144,40
19492,258,187,63
19270,406,237,87
19035,524,321,120
18723,677,440,160
18276,938,566,220
17752,1193,761,294
17041,1580,993,386
16204,1997,1283,516
15145,2478,1703,674
13882,3053,2175,890
12376,3661,2775,1188
10820,4226,3414,1540
9198,4658,4157,1987
7565,4975,4915,2545
6089,5068,5618,3225
4758,4961,6333,3948
3618,4670,6935,4777
2747,4224,7331,5698
2095,3701,7557,6647
1570,3212,7581,7637
1177,2675,7512,8636
928,2188,7247,9637
715,1803,6930,10552
589,1463,6453,11495
520,1172,6020,12288
472,926,5552,13050
413,749,5084,13754
368,610,4599,14423
350,487,4161,15002
330,404,3761,15505
334,346,3375,15945
336,291,3012,16361
340,255,2654,16751
378,202,2376,17044
402,171,2092,17335
414,168,1855,17563
446,143,1651,17760
477,124,1481,17918
528,108,1308,18056
570,109,1163,18158
611,93,1035,18261
660,80,914,18346
711,80,828,18381
755,72,740,18433
817,67,614,18502
863,66,549,18522
908,76,492,18524
948,73,449,18530
986,73,403,18538
1040,68,371,18521
1093,50,358,18499
1140,46,318,18496
1193,49,264,18494
1247,45,247,18461
1295,40,229,18436
1350,43,222,18385
1429,40,206,18325
1486,31,192,18291
1537,29,169,18265
1599,35,148,18218
1660,29,128,18183
1719,31,119,18131
1776,24,117,18083
1832,26,104,18038
1893,29,96,17982
1939,29,92,17940
1991,25,90,17894
2040,26,80,17854
2095,26,75,17804
2159,21,76,17744
2202,20,71,17707
2269,19,71,17641
2329,16,66,17589
2393,16,60,17531
2433,19,55,17493
2480,21,50,17449
2525,21,46,17408
2572,18,38,17372
2632,10,44,17314
2694,15,43,17248
2746,14,42,17198
2802,15,37,17146
2857,12,36,17095
2900,14,34,17052
2942,17,30,17011
2994,16,34,16956
3045,13,33,16909
3092,12,32,16864
3140,12,30,16818
3181,12,29,16778
3229,11,30,16730
3275,11,27,16687
3325,8,24,16643
3377,6,24,16593
3433,5,25,16537
3482,6,23,16489
3534,5,21,16440
3586,5,22,16387
3626,3,24,16347
3679,3,18,16300
3720,3,15,16262
3774,8,12,16206
3808,8,12,16172
3853,8,12,16127
3895,9,13,16083
3938,9,13,16040
3985,7,14,15994
4050,7,15,15928
4094,5,17,15884
4124,11,15,15850
4177,12,14,15797
4228,12,16,15744
4273,14,14,15699
4322,8,22,15648
4351,13,23,15613
4401,10,25,15564
4453,12,21,15514
4496,9,25,15470
4534,9,28,15429
4570,9,30,15391
4618,8,28,15346
4653,9,28,15310
4677,13,25,15285
4701,16,21,15262
4734,21,24,15221
4777,21,27,15175
4821,22,25,15132
4860,20,28,15092
4893,25,34,15048
4926,26,29,15019
4962,23,36,14979
5011,25,32,14932
5042,27,33,14898
5075,30,36,14859
5106,27,43,14824
5143,27,48,14782
5195,30,46,14729
5212,32,45,14711
5250,31,47,14672
5273,30,50,14647
5301,34,51,14614
5333,38,55,14574
5370,43,54,14533
5407,41,65,14487
5422,43,60,14475
5452,41,63,14444
5474,47,68,14411
5507,51,71,14371
5534,56,72,14338
5566,59,71,14304
5598,61,75,14266
5621,62,82,14235
5630,74,89,14207
5655,75,98,14172
5672,74,108,14146
5703,69,121,14107
5708,88,119,14085
5720,92,127,14061
5742,95,129,14034
5752,94,138,14016
5769,93,144,13994
5781,96,160,13963
5787,104,164,13945
5780,129,172,13919
5781,129,187,13903
5779,123,203,13895
5769,149,198,13884
5760,150,229,13861
5749,156,248,13847
5744,177,242,13837
5729,197,244,13830
5706,190,277,13827
5668,212,298,13822
5640,229,316,13815
5606,244,333,13817
5575,258,339,13828
5554,261,360,13825
5516,264,389,13831
5472,278,417,13833
5421,281,457,13841
5341,324,488,13847
5288,330,515,13867
5231,353,526,13890
5169,358,557,13916
5110,371,583,13936
5034,388,602,13976
4953,412,627,14008
4887,428,647,14038
4805,432,686,14077
4756,409,701,14134
4687,413,724,14176
4587,436,751,14226
4488,462,769,14281
4409,471,791,14329
4314,498,807,14381
4199,506,836,14459
4118,486,868,14528
4026,508,875,14591
3959,468,918,14655
3868,464,960,14708
3790,458,969,14783
3688,480,962,14870
3595,484,990,14931
3504,508,964,15024
3434,485,999,15082
3356,471,1007,15166
3313,475,979,15233
3256,464,978,15302
3223,432,979,15366
3177,437,951,15435
3144,414,952,15490
3100,399,963,15538
3073,389,921,15617
3001,402,918,15679
2960,383,915,15742
2909,394,904,15793
2872,383,878,15867
2827,378,879,15916
2801,374,852,15973
2784,355,856,16005
2771,332,835,16062
2748,322,811,16119
2744,298,802,16156
2740,312,767,16181
2728,298,769,16205
2733,285,716,16266
2724,295,698,16283
2728,277,685,16310
2712,288,652,16348
2720,265,654,16361
2728,261,631,16380
2743,263,620,16374
2749,252,624,16375
2782,248,623,16347
2799,252,606,16343
2805,246,594,16355
2832,237,577,16354
2841,227,580,16352
2872,227,560,16341
2877,228,557,16338
2899,221,554,16326
2936,221,518,16325
2961,231,501,16307
3007,213,494,16286
3049,203,484,16264
3074,192,489,16245
3086,208,470,16236
3131,195,457,16217
3173,194,447,16186
3200,208,439,16153
3259,198,450,16093
3290,194,430,16086
3296,200,433,16071
3314,195,422,16069
3346,203,423,16028
3375,202,429,15994
3413,186,432,15969
3441,198,421,15940
3465,208,408,15919
3520,192,422,15866
3564,184,423,15829
3621,174,419,15786
3644,186,407,15763
3679,182,400,15739
3705,179,397,15719
3736,205,379,15680
3779,187,393,15641
3810,186,390,15614
3854,188,389,15569
3881,187,394,15538
3895,206,377,15522
3918,197,396,15489
3968,184,400,15448
4002,201,394,15403
4027,207,412,15354
4056,209,415,15320
4063,231,420,15286
4081,226,418,15275
4098,224,428,15250
4109,247,431,15213
4123,273,422,15182
4141,281,436,15142
4156,277,450,15117
4164,286,459,15091
4156,280,501,15063
4177,280,499,15044
4192,272,516,15020
4191,293,506,15010
4203,304,510,14983
4209,302,517,14972
4211,304,522,14963
4209,317,538,14936
4192,337,534,14937
4167,345,540,14948
4169,341,560,14930
4156,325,584,14935
4144,316,610,14930
4127,331,610,14932
4131,319,625,14925
4071,358,635,14936
4061,339,664,14936
4059,333,666,14942
4037,350,678,14935
4013,361,688,14938
3996,363,695,14946
3960,380,717,14943
3915,395,737,14953
3889,400,742,14969
3863,416,761,14960
3831,420,783,14966
3796,435,782,14987
3756,443,791,15010
3722,437,810,15031
3678,445,838,15039
3650,442,849,15059
3626,430,858,15086
3584,430,854,15132
3549,432,841,15178
3524,417,842,15217
3503,397,855,15245
3467,404,860,15269
3446,411,863,15280
3403,411,862,15324
3389,411,844,15356
3392,404,822,15382
3393,376,822,15409
3400,380,800,15420
3396,380,804,15420
3387,386,794,15433
3368,392,783,15457
3356,406,778,15460
3344,392,799,15465
3347,376,781,15496
3328,396,757,15519
3347,376,769,15508
3339,376,759,15526
3340,353,766,15541
3328,362,761,15549
3346,339,759,15556
3359,339,755,15547
3380,339,748,15533
3372,338,728,15562
3382,349,715,15554
3409,358,715,15518
3421,338,723,15518
3427,329,733,15511
3429,335,732,15504
3434,343,728,15495
3457,344,700,15499
3441,357,713,15489
3465,334,728,15473
3447,344,726,15483
3428,367,737,15468
3411,364,760,15465
3400,364,766,15470
3379,368,765,15488
3396,350,772,15482
3378,367,769,15486
3368,368,757,15507
3369,359,762,15510
3364,344,751,15541
3360,352,742,15546
3375,324,727,15574
3373,350,706,15571
3375,356,705,15564
3347,358,720,15575
3366,341,725,15568
3397,328,712,15563
3419,324,694,15563
3426,325,695,15554
3436,324,680,15560
3446,338,666,15550
3445,328,691,15536
3454,335,676,15535
3457,326,674,15543
3484,327,675,15514
3475,307,690,15528
3469,293,701,15537
3491,283,678,15548
3513,297,670,15520
3515,310,667,15508
3534,302,688,15476
3535,326,663,15476
3578,325,658,15439
3597,331,655,15417
3603,330,669,15398
3612,342,658,15388
3591,357,661,15391
3608,336,666,15390
3609,336,673,15382
3584,349,660,15407
3584,343,675,15398
3589,347,675,15389
3590,349,667,15394
3611,351,654,15384
3622,338,660,15380
3605,330,682,15383
3577,340,688,15395
3594,330,684,15392
3606,326,687,15381
3595,330,686,15389
3600,309,685,15406
3600,318,674,15408
3613,323,650,15414
3629,321,663,15387
3626,342,674,15358
3613,330,692,15365
3641,316,679,15364
3656,301,678,15365
3680,303,663,15354
3677,313,652,15358
3713,291,646,15350
3703,296,659,15342
3714,302,658,15326
3722,304,653,15321
3723,313,663,15301
3721,306,642,15331
3718,322,653,15307
3716,308,667,15309
3711,308,676,15305
3703,318,671,15308
3709,321,656,15314
3695,322,672,15311
3652,356,670,15322
3658,347,676,15319
3670,320,698,15312
3699,326,686,15289
3690,354,667,15289
3685,356,665,15294
3679,353,683,15285
3670,344,687,15299
3683,337,679,15301
3669,353,685,15293
3673,335,702,15290
3660,329,716,15295
3665,331,707,15297
3650,324,713,15313
3622,344,718,15316
3576,365,718,15341
3565,359,731,15345
3547,381,710,15362
3534,362,727,15377
3509,383,723,15385
3505,363,748,15384
3479,365,759,15397
3456,384,748,15412
3456,374,751,15419
3438,374,734,15454
3441,360,732,15467
3409,380,722,15489
3421,360,707,15512
3419,353,727,15501
3429,345,730,15496
3405,354,711,15530
3428,337,710,15525
3436,341,695,15528
3428,325,706,15541
3419,335,678,15568
3421,331,710,15538
3432,322,691,15555
3443,313,683,15561
3458,303,667,15572
3461,316,662,15561
3447,311,648,15594
3450,307,660,15583
3455,314,646,15585
3470,306,624,15600
3484,306,626,15584
3492,308,634,15566
3503,314,623,15560
3514,297,635,15554
3497,308,648,15547
3489,304,639,15568
3495,317,629,15559
3495,310,640,15555
3505,303,635,15557
3514,292,656,15538
3512,296,663,15529
3507,297,659,15537
3526,286,648,15540
3538,279,656,15527
3562,289,636,15513
3555,311,617,15517
3532,328,635,15505
3544,326,625,15505
3545,323,635,15497
3531,348,631,15490
3542,317,666,15475
3534,317,670,15479
3542,299,657,15502
3546,310,659,15485
3566,329,633,15472
3558,341,634,15467
3564,354,638,15444
3572,349,650,15429
3571,356,654,15419
3555,354,674,15417
3544,363,676,15417
3528,375,667,15430
3512,371,686,15431
3517,345,704,15434
3512,323,729,15436
3519,315,756,15410
3529,299,745,15427
3538,326,741,15395
3533,315,756,15396
3521,338,738,15403
3523,356,740,15381
3483,366,736,15415
3485,359,745,15411
3470,363,743,15424
3455,378,716,15451
3466,372,739,15423
3460,360,746,15434
3465,343,762,15430
3488,366,744,15402
3475,360,751,15414
3467,371,736,15426
3476,358,757,15409
3465,345,750,15440
3460,357,736,15447
3480,360,727,15433
3478,355,718,15449
3478,345,715,15462
3464,353,721,15462
3456,374,725,15445
3440,370,711,15479
3463,367,725,15445
3460,365,726,15449
3451,366,725,15458
3461,373,720,15446
3481,365,720,15434
3472,390,719,15419
3461,369,742,15428
3447,371,744,15438
3459,334,763,15444
3449,332,762,15457
3458,322,762,15458
3420,354,751,15475
3412,372,732,15484
3400,366,748,15486
3406,371,742,15481
3387,375,731,15507
3380,363,737,15520
3376,369,735,15520
3385,358,737,15520
3378,360,748,15514
3394,354,713,15539
3420,352,722,15506
3444,329,738,15489
3451,343,726,15480
3453,346,710,15491
3477,328,706,15489
3496,323,721,15460
3505,332,685,15478
3506,324,683,15487
3482,354,668,15496
3492,372,654,15482
3492,375,659,15474
3482,368,673,15477
3500,346,689,15465
3505,342,712,15441
3500,355,727,15418
3515,338,739,15408
3525,322,753,15400
3534,339,708,15419
3556,329,700,15415
3565,323,713,15399
3582,325,688,15405
3597,339,688,15376
3605,346,704,15345
3607,337,699,15357
3643,324,699,15334
3611,365,691,15333
3601,353,702,15344
3588,367,688,15357
3601,367,696,15336
3621,337,714,15328
3630,349,701,15320
3650,344,717,15289
3679,354,710,15257
3670,350,731,15249
3670,333,760,15237
3662,336,759,15243
3671,349,742,15238
3694,349,730,15227
3689,359,725,15227
3683,361,754,15202
3669,384,750,15197
3653,404,760,15183
3661,404,778,15157
3623,418,803,15156
3613,404,814,15169
3627,383,806,15184
3608,400,814,15178
3596,387,806,15211
3628,357,832,15183
3597,399,802,15202
3590,416,786,15208
3579,394,808,15219
3566,405,805,15224
3537,425,788,15250
3534,429,802,15235
3535,400,830,15235
3522,398,815,15265
3497,409,814,15280
3500,388,823,15289
3478,374,845,15303
3456,409,831,15304
3434,400,824,15342
3424,410,797,15369
3405,401,805,15389
3397,380,810,15413
3389,383,806,15422
3383,395,823,15399
3378,366,854,15402
3359,377,820,15444
3370,380,817,15433
3385,374,824,15417
3384,376,825,15415
3381,358,828,15433
3343,404,793,15460
3354,387,799,15460
3337,383,788,15492
3329,388,801,15482
3305,395,811,15489
3304,382,808,15506
3266,386,827,15521
3260,378,808,15554
3306,350,772,15572
3301,353,771,15575
3271,337,780,15612
3255,351,772,15622
3241,359,755,15645
3253,358,754,15635
3278,348,748,15626
3283,340,751,15626
3313,321,755,15611
3307,331,737,15625
3317,336,733,15614
3345,328,728,15599
3351,341,719,15589
3364,344,716,15576
3367,333,738,15562
3382,322,727,15569
3391,332,719,15558
3401,331,713,15555
3420,329,704,15547
3414,337,690,15559
3425,340,687,15548
3438,350,675,15537
3440,347,663,15550
3459,337,652,15552
3446,349,655,15550
3445,350,656,15549
3439,320,679,15562
3451,309,705,15535
3475,310,691,15524
3483,316,683,15518
3474,317,682,15527
3498,304,671,15527
3509,297,678,15516
3527,301,673,15499
3536,317,657,15490
3551,326,648,15475
3576,316,648,15460
3560,320,667,15453
3573,316,664,15447
3575,306,696,15423
3571,312,701,15416
3583,316,696,15405
3556,337,695,15412
3541,353,695,15411
3532,357,689,15422
3524,352,700,15424
3539,356,686,15419
3526,350,692,15432
3531,367,667,15435
3508,376,693,15423
3511,365,710,15414
3513,352,719,15416
3519,365,701,15415
3493,376,707,15424
3471,383,727,15419
3460,367,740,15433
3459,372,743,15426
3441,384,724,15451
3424,385,752,15439
3421,386,764,15429
3442,366,757,15435
3438,371,759,15432
3418,367,775,15440
3405,358,796,15441
3392,364,786,15458
3376,371,785,15468
3392,339,809,15460
3387,334,806,15473
3370,327,811,15492
3352,341,790,15517
3376,327,767,15530
3391,342,752,15515
3397,337,752,15514
3396,353,738,15513
3400,381,715,15504
3421,334,729,15516
3430,325,734,15511
3445,323,725,15507
3462,312,719,15507
3445,326,720,15509
3449,327,716,15508
3454,343,688,15515
3474,365,676,15485
3480,342,705,15473
3482,344,711,15463
3479,338,713,15470
3486,346,711,15457
3477,353,698,15472
3479,350,703,15468
3478,357,709,15456
3466,322,726,15486
3471,326,705,15498
