S,E,I,R
19971,9,18,2
19953,26,17,4
19938,31,24,7
19918,48,23,11
19895,58,34,13
19858,70,52,20
19798,105,70,27
19730,141,90,39
19642,193,117,48
19511,281,142,66
19372,337,202,89
19166,449,274,111
18881,601,363,155
18491,817,484,208
18000,1064,652,284
17344,1403,882,371
16564,1786,1166,484
15667,2172,1507,654
14501,2746,1906,847
13107,3351,2447,1095
11681,3832,3054,1433
10124,4348,3692,1836
8509,4763,4404,2324
6963,4995,5126,2916
5505,5034,5893,3568
4260,4885,6477,4378
3267,4525,6972,5236
2476,4081,7262,6181
1869,3599,7383,7149
1400,3086,7403,8111
1053,2584,7284,9079
809,2094,7091,10006
641,1704,6717,10938
528,1377,6337,11758
462,1106,5877,12555
402,870,5422,13306
368,694,4947,13991
346,533,4520,14601
336,455,4019,15190
328,398,3625,15649
346,313,3228,16113
361,262,2868,16509
375,222,2563,16840
391,185,2279,17145
419,169,2000,17412
450,156,1759,17635
494,126,1590,17790
519,127,1409,17945
566,114,1221,18099
600,101,1082,18217
638,90,959,18313
671,93,873,18363
706,87,763,18444
754,78,678,18490
817,68,606,18509
869,63,529,18539
907,60,487,18546
962,56,439,18543
1005,60,383,18552
1066,58,352,18524
1116,48,326,18510
1169,55,290,18486
1221,51,263,18465
1271,47,236,18446
1334,47,222,18397
1381,43,208,18368
1448,42,189,18321
1502,43,174,18281
1556,42,157,18245
1607,45,143,18205
1671,38,141,18150
1709,42,131,18118
1775,38,121,18066
1829,35,102,18034
1872,34,96,17998
1920,40,83,17957
1980,36,84,17900
2031,34,83,17852
2084,35,83,17798
2131,32,81,17756
2198,28,81,17693
2236,24,83,17657
2297,20,76,17607
2350,23,65,17562
2406,16,72,17506
2465,17,64,17454
2509,19,60,17412
2561,22,46,17371
2621,18,48,17313
2679,19,47,17255
2713,20,44,17223
2767,17,44,17172
2810,23,43,17124
2849,23,42,17086
2910,21,46,17023
2956,26,40,16978
3004,26,40,16930
3073,23,43,16861
3113,24,39,16824
3160,19,40,16781
3212,20,37,16731
3252,18,39,16691
3305,15,39,16641
3356,19,37,16588
3402,21,36,16541
3455,20,34,16491
3508,17,40,16435
3547,16,38,16399
3588,16,37,16359
3651,17,29,16303
3686,19,29,16266
3728,15,34,16223
3773,13,33,16181
3817,10,34,16139
3882,10,37,16071
3928,13,34,16025
3970,14,36,15980
4031,17,34,15918
4080,16,32,15872
4129,13,34,15824
4165,15,33,15787
4218,11,37,15734
4266,10,35,15689
4305,8,34,15653
4350,8,25,15617
4396,8,29,15567
4436,9,23,15532
4490,10,22,15478
4531,12,21,15436
4574,11,21,15394
4604,11,23,15362
4656,9,23,15312
4692,13,23,15272
4735,13,22,15230
4778,11,21,15190
4826,18,19,15137
4874,12,22,15092
4913,15,23,15049
4950,18,25,15007
4986,17,30,14967
5027,18,33,14922
5062,23,32,14883
5095,22,33,14850
5131,27,35,14807
5169,23,35,14773
5210,21,40,14729
5249,25,38,14688
5285,22,44,14649
5314,25,42,14619
5361,27,35,14577
5389,25,38,14548
5435,23,33,14509
5476,21,30,14473
5495,24,36,14445
5522,26,42,14410
5554,29,40,14377
5588,29,43,14340
5624,26,44,14306
5646,28,48,14278
5666,33,50,14251
5685,46,47,14222
5709,44,54,14193
5735,50,57,14158
5758,45,63,14134
5793,43,63,14101
5817,51,61,14071
5841,56,65,14038
5863,63,69,14005
5886,63,78,13973
5919,61,86,13934
5942,63,81,13914
5956,70,92,13882
5972,83,93,13852
5994,80,96,13830
6006,81,111,13802
6020,81,121,13778
6032,89,129,13750
6043,97,133,13727
6064,95,149,13692
6067,100,164,13669
6063,112,164,13661
6061,128,174,13637
6057,142,182,13619
6056,159,187,13598
6053,165,197,13585
6059,168,211,13562
6044,183,223,13550
6022,194,252,13532
5991,202,281,13526
5928,246,298,13528
5907,244,324,13525
5844,266,371,13519
5799,266,407,13528
5765,275,434,13526
5702,300,456,13542
5626,336,464,13574
5547,361,497,13595
5477,372,530,13621
5401,381,558,13660
5313,406,594,13687
5229,436,610,13725
5110,458,641,13791
5037,441,693,13829
4931,458,747,13864
4836,478,774,13912
4733,484,823,13960
4653,499,824,14024
4539,532,833,14096
4441,514,881,14164
4335,542,899,14224
4251,527,944,14278
4144,500,975,14381
4037,515,994,14454
3948,520,976,14556
3848,530,980,14642
3732,538,990,14740
3650,522,999,14829
3573,506,1028,14893
3491,518,1019,14972
3416,507,1019,15058
3360,488,1017,15135
3280,485,1022,15213
3230,458,1028,15284
3162,439,1018,15381
3103,450,1005,15442
3053,452,958,15537
2995,450,964,15591
2957,448,951,15644
2918,413,966,15703
2882,401,939,15778
2852,396,913,15839
2816,392,894,15898
2796,347,898,15959
2791,326,854,16029
2794,329,827,16050
2790,319,791,16100
2772,316,770,16142
2735,334,759,16172
2745,305,723,16227
2725,308,702,16265
2753,268,727,16252
2744,276,697,16283
2742,256,683,16319
2749,256,661,16334
2757,249,634,16360
2774,237,626,16363
2789,232,595,16384
2798,236,566,16400
2818,218,555,16409
2843,211,556,16390
2876,205,536,16383
2902,199,508,16391
2908,209,485,16398
2944,198,480,16378
2978,195,470,16357
3007,207,453,16333
3040,185,444,16331
3053,202,421,16324
3093,194,430,16283
3137,186,438,16239
3160,186,421,16233
3161,202,427,16210
3211,198,417,16174
3239,185,416,16160
3284,181,401,16134
3332,170,397,16101
3364,183,398,16055
3403,184,383,16030
3436,194,395,15975
3468,199,382,15951
3489,193,393,15925
3530,195,395,15880
3556,178,401,15865
3586,188,383,15843
3602,191,379,15828
3638,198,365,15799
3669,191,359,15781
3694,192,375,15739
3723,213,380,15684
3756,221,397,15626
3756,233,411,15600
3777,223,425,15575
3801,216,441,15542
3819,221,456,15504
3823,234,479,15464
3821,238,482,15459
3844,239,485,15432
3871,222,497,15410
3890,233,482,15395
3906,238,486,15370
3936,248,477,15339
3950,263,462,15325
3956,245,489,15310
3953,248,471,15328
3968,243,477,15312
3947,260,488,15305
3951,268,494,15287
3966,274,513,15247
3962,284,513,15241
3977,281,504,15238
3969,299,504,15228
3964,299,525,15212
3961,312,539,15188
3945,312,565,15178
3944,323,549,15184
3951,309,555,15185
3957,308,586,15149
3946,314,588,15152
3939,323,605,15133
3937,339,602,15122
3930,344,620,15106
3912,337,641,15110
3931,326,645,15098
3904,340,644,15112
3925,337,668,15070
3906,351,671,15072
3890,364,664,15082
3890,363,665,15082
3900,350,670,15080
3887,355,672,15086
3853,359,687,15101
3821,368,709,15102
3808,378,711,15103
3785,398,727,15090
3784,380,736,15100
3770,379,733,15118
3747,378,736,15139
3754,386,726,15134
3754,376,722,15148
3720,389,704,15187
3709,390,724,15177
3684,388,742,15186
3655,390,753,15202
3626,416,731,15227
3635,414,740,15211
3607,402,776,15215
3586,399,778,15237
3558,400,791,15251
3512,420,799,15269
3511,427,805,15257
3488,426,811,15275
3448,417,803,15332
3422,408,803,15367
3424,405,788,15383
3409,395,779,15417
3400,378,790,15432
3403,378,776,15443
3402,372,774,15452
3408,366,770,15456
3407,362,772,15459
3432,352,756,15460
3427,352,757,15464
3454,356,744,15446
3462,343,759,15436
3454,338,763,15445
3442,355,724,15479
3445,343,716,15496
3446,345,687,15522
3458,331,714,15497
3461,317,717,15505
3480,312,714,15494
3452,336,712,15500
3448,365,693,15494
3465,363,672,15500
3477,348,677,15498
3490,336,695,15479
3485,340,700,15475
3478,346,693,15483
3465,355,683,15497
3483,348,681,15488
3491,345,703,15461
3486,345,708,15461
3489,339,709,15463
3493,343,709,15455
3485,353,706,15456
3486,344,717,15453
3500,340,714,15446
3496,372,706,15426
3518,341,691,15450
3533,328,686,15453
3542,331,675,15452
3546,346,681,15427
3544,320,700,15436
3541,328,684,15447
3537,339,642,15482
3562,327,660,15451
3563,339,639,15459
3588,319,652,15441
3635,302,639,15424
3641,309,630,15420
3660,301,643,15396
3672,296,635,15397
3660,303,647,15390
3680,291,654,15375
3678,296,672,15354
3638,320,680,15362
3617,348,668,15367
3632,339,690,15339
3626,349,671,15354
3635,341,672,15352
3639,351,677,15333
3641,346,659,15354
3633,347,668,15352
3611,362,687,15340
3605,370,700,15325
3589,373,703,15335
3596,373,700,15331
3587,354,713,15346
3581,372,686,15361
3589,351,712,15348
3588,358,716,15338
3589,347,711,15353
3594,327,721,15358
3584,352,712,15352
3602,333,715,15350
3612,330,719,15339
3640,305,726,15329
3614,306,729,15351
3620,309,726,15345
3623,312,731,15334
3615,336,731,15318
3596,359,728,15317
3592,360,718,15330
3569,368,710,15353
3549,384,706,15361
3533,365,737,15365
3516,356,750,15378
3501,350,747,15402
3490,359,741,15410
3477,366,728,15429
3487,351,723,15439
3481,341,727,15451
