S,E,I,R
3027,293,708,15972
3024,291,710,15975
3027,267,713,15993
3029,268,680,16023
3040,272,644,16044
3054,260,640,16046
3031,262,650,16057
3026,264,631,16079
3027,260,618,16095
3030,268,609,16093
3027,285,617,16071
3040,283,601,16076
3046,288,582,16084
3036,287,583,16094
3026,263,590,16121
3043,257,580,16120
3088,239,587,16086
3113,231,583,16073
3124,236,551,16089
3111,249,549,16091
3124,238,536,16102
3139,231,521,16109
3162,227,495,16116
3170,239,491,16100
3199,214,484,16103
3208,224,473,16095
3228,231,473,16068
3246,224,463,16067
3264,237,468,16031
3288,233,469,16010
3307,231,466,15996
3319,245,457,15979
3332,243,454,15971
3371,230,459,15940
3420,216,442,15922
3441,208,454,15897
3454,221,465,15860
3462,227,464,15847
3503,227,434,15836
3542,217,445,15796
3547,235,451,15767
3583,238,456,15723
3609,231,459,15701
3645,237,441,15677
3651,232,451,15666
3689,207,469,15635
3722,210,454,15614
3758,211,446,15585
3775,221,432,15572
3778,237,427,15558
3787,257,427,15529
3802,267,439,15492
3831,255,465,15449
3850,255,482,15413
3862,258,502,15378
3869,260,507,15364
3876,275,521,15328
3879,276,533,15312
3885,290,543,15282
3895,290,534,15281
3907,272,544,15277
3911,287,538,15264
3897,297,543,15263
3896,295,566,15243
3865,328,569,15238
3867,301,607,15225
3850,311,596,15243
3852,312,580,15256
3843,305,601,15251
3846,315,608,15231
3866,315,620,15199
3853,307,650,15190
3832,319,641,15208
3821,327,621,15231
3803,334,629,15234
3787,335,636,15242
3778,344,643,15235
3767,345,649,15239
3766,336,658,15240
3776,330,651,15243
3791,329,661,15219
3785,337,663,15215
3783,340,672,15205
3787,320,685,15208
3783,320,688,15209
3795,300,704,15201
3770,323,681,15226
3761,315,683,15241
3744,324,675,15257
3736,351,681,15232
3740,348,694,15218
3756,346,700,15198
3729,366,691,15214
3692,373,714,15221
3654,404,723,15219
3652,398,732,15218
3627,410,727,15236
3631,383,722,15264
3627,368,733,15272
3620,372,722,15286
3618,393,704,15285
3624,365,729,15282
3617,363,731,15289
3624,358,722,15296
3604,380,721,15295
3594,377,717,15312
3569,385,736,15310
3565,361,751,15323
3562,386,734,15318
3564,372,755,15309
3543,383,763,15311
3524,378,763,15335
3503,389,759,15349
3496,384,771,15349
3483,376,774,15367
3457,391,773,15379
3458,378,782,15382
3455,385,777,15383
3463,369,745,15423
3467,364,740,15429
3445,376,755,15424
3430,418,746,15406
3430,405,736,15429
3425,365,772,15438
3421,372,755,15452
3396,390,759,15455
3389,386,755,15470
3396,373,765,15466
3418,343,812,15427
3416,344,789,15451
3409,353,782,15456
3407,355,774,15464
3409,349,776,15466
3382,367,791,15460
3370,376,797,15457
3383,384,781,15452
3374,367,785,15474
3371,349,783,15497
3397,323,785,15495
3386,309,786,15519
3356,311,790,15543
3350,324,776,15550
3355,347,747,15551
3344,334,758,15564
3342,327,735,15596
3349,326,740,15585
3365,313,710,15612
3340,341,699,15620
3348,332,710,15610
3377,309,683,15631
3380,309,682,15629
3398,295,680,15627
3404,303,673,15620
3451,279,669,15601
3464,279,649,15608
3472,281,651,15596
3478,281,658,15583
3474,293,653,15580
3467,308,648,15577
3486,321,627,15566
3498,333,626,15543
3520,336,625,15519
3523,320,639,15518
3529,319,633,15519
3545,299,635,15521
3568,307,633,15492
3579,316,632,15473
3589,296,660,15455
3604,297,647,15452
3596,308,656,15440
3581,312,654,15453
3572,343,647,15438
3581,336,650,15433
3598,338,663,15401
3602,354,670,15374
3617,347,667,15369
3618,338,679,15365
3608,348,695,15349
3641,329,705,15325
3628,338,690,15344
3599,363,684,15354
3595,355,698,15352
3590,337,702,15371
3573,354,706,15367
3564,352,705,15379
3535,359,695,15411
3530,343,709,15418
3533,330,725,15412
3510,353,722,15415
3510,333,722,15435
3508,333,715,15444
3493,335,719,15453
3515,336,705,15444
3509,341,707,15443
3510,332,716,15442
3483,359,689,15469
3485,361,699,15455
3492,363,690,15455
3500,342,708,15450
3483,354,710,15453
3483,361,715,15441
3480,364,720,15436
3472,352,709,15467
3480,354,719,15447
3474,352,727,15447
3499,339,740,15422
3510,341,731,15418
3490,341,731,15438
3496,336,726,15442
3503,325,715,15457
3483,338,709,15470
3478,331,698,15493
3485,321,718,15476
3496,336,706,15462
3481,339,703,15477
3486,331,725,15458
3486,340,703,15471
3497,337,696,15470
3506,328,688,15478
3497,308,703,15492
3499,297,709,15495
3495,316,701,15488
3507,313,686,15494
3513,296,696,15495
3511,314,666,15509
3518,306,659,15517
3517,302,655,15526
3509,332,655,15504
3522,333,648,15497
3552,327,665,15456
3579,317,653,15451
3561,329,667,15443
3560,333,690,15417
3552,335,700,15413
3520,335,699,15446
3520,352,676,15452
3499,351,689,15461
3507,377,664,15452
3492,357,696,15455
3492,360,707,15441
3476,374,700,15450
3467,373,710,15450
3445,384,730,15441
3440,392,726,15442
3427,362,734,15477
3413,381,726,15480
3404,382,725,15489
3397,378,735,15490
3379,363,743,15515
3379,350,755,15516
3385,351,741,15523
3386,346,736,15532
3372,362,734,15532
3362,358,706,15574
3376,366,702,15556
3387,351,722,15540
3388,345,729,15538
3389,341,742,15528
3390,325,764,15521
3394,323,751,15532
3370,337,736,15557
3375,317,729,15579
3365,335,700,15600
3358,344,701,15597
3368,344,692,15596
3351,342,692,15615
3357,323,693,15627
3373,295,692,15640
3372,325,674,15629
3371,319,685,15625
3377,321,669,15633
3389,308,693,15610
3422,295,690,15593
3431,305,666,15598
3450,301,655,15594
3470,303,651,15576
3492,309,646,15553
3511,316,628,15545
3520,321,617,15542
3552,318,609,15521
3577,305,629,15489
3566,307,633,15494
3573,306,624,15497
3588,299,627,15486
3608,300,622,15470
3633,310,612,15445
3649,323,616,15412
3684,302,633,15381
3663,303,624,15410
3679,309,620,15392
3699,317,600,15384
3708,311,607,15374
3714,313,615,15358
3733,316,606,15345
3753,305,615,15327
3752,294,621,15333
3760,304,593,15343
3777,278,616,15329
3788,276,637,15299
3798,286,630,15286
3817,292,633,15258
3842,299,618,15241
3848,305,622,15225
3857,318,608,15217
3850,321,613,15216
3856,321,610,15213
3857,334,624,15185
3868,328,640,15164
3881,320,662,15137
3879,324,671,15126
3867,329,679,15125
3858,330,679,15133
3855,338,682,15125
3856,346,681,15117
3880,336,688,15096
3865,346,676,15113
3862,349,663,15126
3845,350,656,15149
3828,358,669,15145
3843,340,695,15122
3818,339,705,15138
3809,355,688,15148
3803,362,677,15158
3799,338,708,15155
3787,351,699,15163
3765,368,694,15173
3755,360,714,15171
3766,357,717,15160
3756,342,733,15169
3719,341,751,15189
3682,384,745,15189
3664,372,759,15205
3669,379,755,15197
3644,389,755,15212
3631,393,750,15226
3614,365,767,15254
3585,371,786,15258
3582,369,805,15244
3543,414,796,15247
3559,406,800,15235
3544,418,808,15230
3520,412,814,15254
3511,396,811,15282
3519,383,793,15305
3514,388,781,15317
3508,375,786,15331
3484,409,781,15326
3465,424,782,15329
3450,433,790,15327
3438,414,823,15325
3412,426,808,15354
3395,416,822,15367
3408,397,829,15366
3383,419,831,15367
3379,411,832,15378
3366,404,842,15388
3360,390,842,15408
3369,384,837,15410
3364,374,827,15435
3363,381,817,15439
3363,383,794,15460
3351,374,789,15486
3341,385,803,15471
3323,407,807,15463
3304,390,803,15503
3299,402,787,15512
3318,381,787,15514
3307,380,778,15535
3293,385,781,15541
3300,374,783,15543
3297,370,777,15556
3305,346,788,15561
3309,339,784,15568
3302,358,773,15567
3297,366,778,15559
3287,363,808,15542
3275,368,798,15559
3249,376,802,15573
3260,356,789,15595
3268,358,798,15576
3249,363,786,15602
3239,356,814,15591
3218,351,818,15613
3191,369,823,15617
3180,391,799,15630
3177,380,799,15644
3197,361,788,15654
3209,366,764,15661
3210,369,745,15676
3244,349,734,15673
3287,323,719,15671
3300,307,728,15665
3292,332,718,15658
3297,324,737,15642
3302,326,731,15641
3288,334,740,15638
3283,346,739,15632
3303,343,716,15638
3299,357,703,15641
3322,338,704,15636
3328,345,696,15631
3366,335,709,15590
3371,338,689,15602
3404,323,656,15617
3457,306,644,15593
3474,321,628,15577
3488,307,638,15567
3504,298,620,15578
3549,288,607,15556
3592,282,593,15533
3605,287,576,15532
3609,300,585,15506
3623,297,599,15481
3665,288,589,15458
3684,291,580,15445
3697,295,587,15421
3681,318,573,15428
3690,323,571,15416
3702,325,578,15395
3694,329,587,15390
3706,324,608,15362
3716,319,628,15337
3726,333,614,15327
3738,329,618,15315
3734,329,623,15314
3725,344,626,15305
3737,343,607,15313
3760,320,633,15287
3735,357,632,15276
3743,346,645,15266
3741,353,640,15266
3747,358,647,15248
3783,344,659,15214
3769,355,674,15202
3784,348,669,15199
3811,321,670,15198
3811,338,650,15201
3827,332,652,15189
3815,333,671,15181
3822,318,680,15180
3811,330,667,15192
3808,325,687,15180
3803,358,690,15149
3811,342,702,15145
3808,348,692,15152
3793,361,709,15137
3780,357,732,15131
3765,358,725,15152
3762,371,726,15141
3730,396,719,15155
3702,380,755,15163
3667,423,737,15173
3666,398,757,15179
3636,407,772,15185
3615,375,786,15224
3602,381,787,15230
3572,380,789,15259
3559,383,801,15257
3527,402,790,15281
3533,400,795,15272
3506,398,812,15284
3523,368,815,15294
3502,378,823,15297
3499,368,810,15323
3470,374,808,15348
3444,386,781,15389
3462,365,791,15382
3464,379,774,15383
3464,383,771,15382
3482,376,762,15380
3467,384,764,15385
3472,377,760,15391
3451,377,776,15396
3449,385,763,15403
3455,355,786,15404
3447,343,782,15428
3462,335,761,15442
3473,332,739,15456
3476,320,728,15476
3481,315,733,15471
3478,342,702,15478
3456,338,713,15493
3461,349,692,15498
3457,351,699,15493
3460,364,683,15493
3466,352,684,15498
3481,326,682,15511
3463,346,680,15511
3463,336,683,15518
3464,345,680,15511
3464,338,680,15518
3469,358,652,15521
3467,360,660,15513
3479,349,673,15499
3490,331,677,15502
3450,344,708,15498
3469,336,720,15475
3479,344,707,15470
3496,339,695,15470
3466,360,689,15485
3484,357,685,15474
