S,E,I,R
19966,14,17,3
19948,26,21,5
19924,40,29,7
19892,60,37,11
19856,81,47,16
19807,111,61,21
19740,144,89,27
19633,205,117,45
19521,259,158,62
19350,346,223,81
19116,472,304,108
18851,604,401,144
18437,850,515,198
17954,1114,658,274
17329,1408,911,352
16585,1734,1187,494
15759,2101,1490,650
14580,2669,1903,848
13274,3198,2443,1085
11766,3826,3038,1370
10153,4350,3725,1772
8568,4685,4472,2275
6953,4918,5249,2880
5493,4958,5958,3591
4255,4802,6548,4395
3260,4445,6988,5307
2428,4002,7380,6190
1836,3465,7542,7157
1359,3025,7412,8204
1018,2510,7282,9190
809,2036,7039,10116
636,1664,6660,11040
514,1360,6256,11870
439,1085,5765,12711
398,865,5349,13388
373,657,4871,14099
342,538,4443,14677
335,429,4016,15220
330,364,3550,15756
331,299,3167,16203
342,252,2833,16573
363,222,2531,16884
397,180,2259,17164
424,151,2005,17420
438,157,1766,17639
450,135,1586,17829
496,124,1403,17977
527,111,1235,18127
576,100,1109,18215
629,86,977,18308
675,72,864,18389
736,64,763,18437
800,63,669,18468
860,63,599,18478
899,66,532,18503
954,60,478,18508
1001,62,435,18502
1052,55,385,18508
1116,52,344,18488
1177,47,308,18468
1234,48,261,18457
1292,45,233,18430
1350,41,220,18389
1397,36,202,18365
1467,33,181,18319
1526,22,169,18283
1590,23,148,18239
1645,30,127,18198
1694,36,110,18160
1766,30,105,18099
1827,31,91,18051
1881,21,89,18009
1945,21,87,17947
1993,18,86,17903
2043,17,80,17860
2092,15,69,17824
2148,17,57,17778
2206,15,53,17726
2258,12,55,17675
2321,11,47,17621
2380,13,46,17561
2444,14,44,17498
2487,18,44,17451
2544,16,45,17395
2604,14,42,17340
2660,12,43,17285
2705,8,43,17244
2750,15,36,17199
2803,17,27,17153
2858,13,24,17105
2907,13,24,17056
2958,15,28,16999
2997,19,29,16955
3056,17,30,16897
3102,13,32,16853
3162,11,31,16796
3209,13,27,16751
3248,15,23,16714
3290,13,21,16676
3335,12,21,16632
3389,9,24,16578
3424,11,24,16541
3474,10,20,16496
3529,9,19,16443
3582,14,15,16389
3642,12,16,16330
3691,8,19,16282
3728,7,20,16245
3768,7,21,16204
3813,4,21,16162
3860,5,22,16113
3904,3,19,16074
3947,10,17,16026
3986,9,16,15989
