S,E,I,R
19959,21,20,0
19937,34,29,0
19904,57,37,2
19862,79,55,4
19812,107,70,11
19739,150,91,20
19635,221,118,26
19536,261,157,46
19359,357,225,59
19098,506,314,82
18806,635,438,121
18416,825,590,169
17914,1102,728,256
17241,1458,963,338
16380,1910,1245,465
15289,2472,1602,637
14025,3026,2100,849
12617,3584,2690,1109
11056,4101,3408,1435
9391,4601,4084,1924
7756,4941,4827,2476
6268,5052,5562,3118
4885,4950,6329,3836
3764,4725,6847,4664
2809,4335,7353,5503
2105,3795,7602,6498
1601,3211,7645,7543
1216,2729,7524,8531
936,2285,7246,9533
722,1825,6980,10473
615,1474,6529,11382
498,1212,6083,12207
424,980,5589,13007
366,777,5166,13691
337,619,4689,14355
323,485,4267,14925
312,419,3820,15449
315,326,3452,15907
316,285,3071,16328
328,253,2737,16682
346,208,2454,16992
365,177,2201,17257
387,157,1944,17512
432,137,1718,17713
466,117,1540,17877
510,106,1363,18021
560,100,1202,18138
604,94,1069,18233
640,90,936,18334
677,86,833,18404
732,82,732,18454
773,70,643,18514
838,73,581,18508
909,75,529,18487
965,66,482,18487
1013,61,415,18511
1073,62,364,18501
1123,63,326,18488
1185,55,308,18452
1248,54,281,18417
1306,44,255,18395
1342,45,228,18385
1387,43,202,18368
1435,40,180,18345
1489,44,162,18305
1552,34,152,18262
1602,40,135,18223
1657,39,128,18176
1712,35,122,18131
1778,39,111,18072
1829,27,110,18034
1890,24,103,17983
1956,22,93,17929
2009,18,91,17882
2058,16,82,17844
2121,16,79,17784
2187,15,77,17721
2228,14,63,17695
2280,12,60,17648
2327,13,50,17610
2373,19,41,17567
2428,17,39,17516
2488,14,38,17460
2540,10,41,17409
2599,11,39,17351
2655,14,34,17297
2690,15,35,17260
2744,14,32,17210
2798,15,31,17156
2851,14,28,17107
2895,15,31,17059
2962,16,33,16989
3010,14,33,16943
3058,13,32,16897
3107,17,29,16847
3149,16,26,16809
3192,11,26,16771
3233,13,22,16732
3284,15,19,16682
3334,13,19,16634
3375,11,21,16593
3442,11,18,16529
3489,13,17,16481
3545,10,18,16427
3595,11,19,16375
3639,12,16,16333
3697,11,16,16276
3756,9,15,16220
3797,7,17,16179
3843,4,21,16132
