S,E,I,R
19966,14,17,3
19953,24,17,6
19939,30,22,9
19915,43,28,14
19888,55,41,16
19844,78,56,22
19791,107,74,28
19719,154,92,35
19611,212,124,53
19475,276,174,75
19317,358,225,100
19109,460,302,129
18835,591,399,175
18466,789,513,232
17983,1047,671,299
17363,1381,866,390
16545,1779,1163,513
15578,2233,1512,677
14506,2703,1905,886
13242,3224,2387,1147
11806,3741,3016,1437
10269,4231,3682,1818
8605,4677,4468,2250
7022,4869,5256,2853
5575,4927,5962,3536
4331,4758,6581,4330
3253,4475,7088,5184
2466,4051,7373,6110
1846,3526,7551,7077
1418,3029,7521,8032
1075,2523,7396,9006
871,2060,7016,10053
708,1692,6659,10941
559,1386,6278,11777
468,1132,5830,12570
409,881,5414,13296
384,704,4933,13979
362,545,4497,14596
349,457,4065,15129
329,370,3656,15645
339,301,3274,16086
351,252,2893,16504
378,210,2556,16856
398,179,2264,17159
425,166,2009,17400
476,138,1766,17620
516,127,1579,17778
543,105,1417,17935
582,97,1251,18070
617,81,1108,18194
667,75,981,18277
712,82,883,18323
746,75,786,18393
796,62,707,18435
828,73,620,18479
878,67,554,18501
930,63,495,18512
987,51,440,18522
1044,48,402,18506
1098,48,368,18486
1137,44,326,18493
1209,44,292,18455
1274,39,254,18433
1343,41,226,18390
1387,48,207,18358
1449,48,191,18312
1495,38,171,18296
1556,39,154,18251
1617,37,141,18205
1678,34,130,18158
1739,28,121,18112
1786,33,113,18068
1836,36,96,18032
1881,28,94,17997
1934,28,90,17948
1992,19,87,17902
2049,20,76,17855
2099,19,70,17812
2153,14,69,17764
2197,14,63,17726
2254,16,63,17667
2296,19,53,17632
2356,18,48,17578
2416,12,43,17529
2474,11,37,17478
2519,11,34,17436
2589,7,33,17371
2640,9,30,17321
2691,10,26,17273
2746,8,27,17219
2789,6,23,17182
2841,5,23,17131
2890,8,22,17080
2932,5,24,17039
2983,8,21,16988
3030,7,21,16942
3066,6,21,16907
3118,6,19,16857
3172,7,17,16804
3217,4,19,16760
3269,3,17,16711
3319,6,17,16658
3362,10,16,16612
3405,8,18,16569
3462,8,19,16511
3512,7,20,16461
3551,8,22,16419
3606,5,26,16363
3650,7,24,16319
3702,5,25,16268
3748,10,22,16220
3788,11,19,16182
3846,10,20,16124
3890,8,18,16084
3936,9,19,16036
3980,11,21,15988
4016,9,18,15957
4067,8,19,15906
4111,10,17,15862
4147,10,19,15824
4191,12,16,15781
4239,9,17,15735
4288,10,18,15684
