S,E,I,R
19966,14,18,2
19957,21,17,5
19937,35,22,6
19911,48,31,10
19874,69,40,17
19828,94,57,21
19763,139,76,22
19703,163,104,30
19607,206,145,42
19485,275,181,59
19300,374,240,86
19044,525,310,121
18732,680,425,163
18310,889,580,221
17734,1180,786,300
17093,1511,981,415
16248,1919,1288,545
15221,2413,1643,723
13964,2955,2138,943
12522,3581,2637,1260
11020,4122,3252,1606
9433,4559,3968,2040
7793,4916,4769,2522
6286,5047,5506,3161
4919,4995,6207,3879
3811,4709,6727,4753
2898,4345,7118,5639
2186,3834,7370,6610
1621,3330,7482,7567
1248,2801,7383,8568
960,2290,7236,9514
754,1874,6921,10451
602,1543,6498,11357
514,1219,6103,12164
448,974,5615,12963
397,802,5145,13656
372,619,4700,14309
340,507,4305,14848
330,403,3922,15345
326,348,3492,15834
328,303,3089,16280
333,229,2789,16649
342,199,2466,16993
376,171,2191,17262
389,149,1906,17556
432,128,1669,17771
487,105,1476,17932
541,104,1303,18052
588,91,1158,18163
629,86,1023,18262
681,92,899,18328
718,90,806,18386
751,100,716,18433
805,89,643,18463
856,78,562,18504
919,60,512,18509
966,64,485,18485
1024,63,435,18478
1087,63,380,18470
1156,56,349,18439
1193,52,321,18434
1243,48,293,18416
1317,45,263,18375
1379,36,246,18339
1425,41,224,18310
1475,36,202,18287
1533,33,187,18247
1584,29,160,18227
1638,27,148,18187
1692,26,140,18142
1742,26,122,18110
1785,27,109,18079
1853,26,97,18024
1915,29,95,17961
1967,31,85,17917
2023,31,83,17863
2063,25,73,17839
2125,20,63,17792
2176,22,57,17745
2223,19,48,17710
2281,23,45,17651
2334,18,44,17604
2395,15,39,17551
2439,14,41,17506
2496,14,39,17451
2545,17,30,17408
2590,16,32,17362
2637,17,34,17312
2688,13,35,17264
2736,12,33,17219
2787,6,34,17173
2855,10,34,17101
2909,11,33,17047
2970,7,35,16988
3013,13,31,16943
3062,13,29,16896
3102,15,30,16853
3154,12,27,16807
3205,14,22,16759
3260,12,26,16702
3301,15,24,16660
3344,19,24,16613
3388,15,31,16566
3437,19,29,16515
3486,18,28,16468
3522,19,30,16429
3591,16,33,16360
3629,11,34,16326
3682,13,31,16274
3731,19,30,16220
3770,16,31,16183
3832,16,31,16121
3879,21,29,16071
