S,E,I,R
19971,9,18,2
19959,17,19,5
19941,29,24,6
19917,47,28,8
19885,61,44,10
19837,96,51,16
19779,122,77,22
19699,161,107,33
19588,228,136,48
19444,313,176,67
19239,439,231,91
18986,565,317,132
18621,759,451,169
18198,958,621,223
17627,1254,812,307
16922,1591,1074,413
16026,2028,1403,543
14944,2545,1814,697
13672,3098,2261,969
12178,3713,2855,1254
10600,4240,3525,1635
9004,4668,4258,2070
7400,5023,4934,2643
5921,5105,5697,3277
4655,4882,6417,4046
3564,4589,6940,4907
2672,4209,7316,5803
2014,3690,7498,6798
1523,3122,7553,7802
1182,2595,7411,8812
906,2173,7126,9795
711,1796,6823,10670
571,1479,6426,11524
486,1161,6036,12317
432,902,5539,13127
383,755,5082,13780
359,575,4614,14452
338,467,4210,14985
343,375,3814,15468
350,293,3451,15906
354,240,3053,16353
360,213,2731,16696
377,193,2443,16987
405,173,2164,17258
433,164,1929,17474
462,135,1706,17697
498,121,1490,17891
507,124,1309,18060
554,111,1172,18163
610,91,1053,18246
652,91,919,18338
681,79,832,18408
725,76,733,18466
777,67,658,18498
833,66,587,18514
890,65,525,18520
947,62,476,18515
1006,54,433,18507
1066,58,381,18495
1108,58,347,18487
1171,50,326,18453
1222,46,289,18443
1275,43,260,18422
1333,42,227,18398
1369,43,209,18379
1420,47,185,18348
1471,47,169,18313
1526,41,161,18272
1587,41,145,18227
1646,41,134,18179
1702,33,127,18138
1758,31,119,18092
1806,31,107,18056
1853,24,100,18023
1903,27,96,17974
1937,33,86,17944
1990,35,85,17890
2031,35,83,17851
2090,26,83,17801
2141,27,81,17751
2186,30,73,17711
2238,23,75,17664
2280,21,72,17627
2324,19,62,17595
2372,18,58,17552
2418,19,56,17507
2470,21,54,17455
2537,18,51,17394
2598,15,52,17335
2645,22,47,17286
2694,22,47,17237
2754,23,52,17171
2814,17,51,17118
2876,19,44,17061
2938,17,47,16998
2998,14,44,16944
3037,11,48,16904
3086,13,43,16858
3136,15,42,16807
3176,10,43,16771
3221,8,39,16732
3274,11,37,16678
3327,10,36,16627
3372,10,36,16582
3410,10,34,16546
3457,12,35,16496
3500,9,35,16456
3553,11,37,16399
3603,13,32,16352
3649,18,30,16303
3694,23,29,16254
3728,29,28,16215
3783,22,30,16165
3816,20,31,16133
3869,17,29,16085
3914,17,27,16042
3956,17,27,16000
3998,15,32,15955
4044,17,28,15911
4080,15,28,15877
4120,15,28,15837
4159,12,27,15802
4194,13,26,15767
4245,18,24,15713
4287,15,20,15678
4328,15,22,15635
4389,14,24,15573
4430,16,17,15537
4467,13,21,15499
4510,12,20,15458
4548,8,21,15423
4588,11,20,15381
4636,10,18,15336
4676,10,19,15295
4719,15,21,15245
4771,12,27,15190
4812,13,22,15153
4851,16,21,15112
4897,11,23,15069
4931,13,24,15032
4980,14,21,14985
5012,11,20,14957
5061,11,16,14912
5101,7,18,14874
5138,8,19,14835
5170,9,19,14802
5209,10,21,14760
5248,8,23,14721
5293,15,22,14670
5329,11,25,14635
5359,12,24,14605
5395,14,23,14568
5433,18,22,14527
5472,17,28,14483
5505,26,29,14440
5530,25,32,14413
5557,32,31,14380
5583,29,37,14351
5613,26,44,14317
5647,32,45,14276
5664,36,42,14258
5690,35,46,14229
5721,36,49,14194
5753,35,57,14155
5767,40,60,14133
5799,38,60,14103
5829,45,57,14069
5852,51,63,14034
5883,50,65,14002
5909,50,69,13972
5932,56,75,13937
5954,56,85,13905
5993,57,90,13860
6008,62,101,13829
6032,71,106,13791
6049,70,122,13759
6061,75,116,13748
6081,63,131,13725
6095,79,126,13700
6113,87,126,13674
6134,89,135,13642
6138,100,141,13621
6144,112,150,13594
6152,114,160,13574
6135,126,179,13560
6131,126,195,13548
6135,138,202,13525
6126,140,225,13509
6109,148,237,13506
6096,158,251,13495
6062,176,276,13486
6059,181,290,13470
6035,186,300,13479
6004,194,321,13481
5968,216,326,13490
5942,231,341,13486
5907,246,345,13502
5869,280,345,13506
5829,290,361,13520
5787,307,373,13533
5745,309,393,13553
5688,323,418,13571
5640,330,453,13577
5551,354,491,13604
5477,371,516,13636
5374,409,565,13652
5273,435,594,13698
5161,452,647,13740
5071,470,702,13757
4965,498,723,13814
4843,533,761,13863
4718,562,811,13909
4618,557,858,13967
4504,549,910,14037
4396,565,944,14095
4291,563,990,14156
4150,621,1005,14224
4036,608,1058,14298
3908,608,1095,14389
3780,616,1106,14498
3695,582,1129,14594
3570,619,1130,14681
3482,595,1154,14769
3399,591,1150,14860
3316,568,1154,14962
3221,571,1150,15058
3148,546,1145,15161
3050,552,1139,15259
3000,517,1133,15350
2907,506,1153,15434
2819,484,1175,15522
2759,464,1145,15632
2689,449,1133,15729
2630,429,1122,15819
2580,434,1061,15925
2543,408,1054,15995
2510,395,1003,16092
2493,346,982,16179
2477,334,941,16248
2474,316,879,16331
2457,328,852,16363
2463,312,836,16389
2466,289,818,16427
2469,259,794,16478
2465,278,762,16495
2498,282,731,16489
2529,254,730,16487
2548,265,708,16479
2568,271,683,16478
2576,237,678,16509
2593,231,665,16511
2630,208,645,16517
2632,229,608,16531
2664,225,587,16524
2658,238,575,16529
2670,244,554,16532
2710,239,544,16507
2737,215,546,16502
2786,206,538,16470
2845,202,518,16435
2857,212,516,16415
2884,198,510,16408
2910,200,494,16396
2936,206,484,16374
2973,195,470,16362
2995,202,453,16350
3041,193,444,16322
3061,215,437,16287
3099,198,430,16273
3139,181,420,16260
3163,182,408,16247
3198,172,400,16230
3248,171,388,16193
3275,180,376,16169
3302,193,377,16128
3343,188,357,16112
3377,190,361,16072
3410,193,362,16035
3454,196,361,15989
3501,185,367,15947
3557,176,374,15893
3589,178,382,15851
3616,158,384,15842
3641,173,377,15809
3669,189,359,15783
3694,182,375,15749
3732,183,378,15707
3756,188,385,15671
3774,189,397,15640
3798,199,398,15605
3824,199,415,15562
3858,184,408,15550
3868,206,414,15512
3883,221,410,15486
3910,215,425,15450
3931,221,429,15419
3942,220,453,15385
3964,218,460,15358
3972,234,460,15334
3981,242,458,15319
3975,267,478,15280
4006,278,468,15248
4024,287,461,15228
4019,297,483,15201
4031,294,496,15179
4024,297,517,15162
3992,320,519,15169
3983,303,541,15173
3986,285,567,15162
3982,292,585,15141
3984,299,580,15137
3986,304,588,15122
3969,302,584,15145
3959,307,598,15136
3962,312,605,15121
3972,325,599,15104
3976,328,610,15086
3969,333,625,15073
3976,322,612,15090
3975,330,630,15065
3973,333,647,15047
3959,346,660,15035
3919,356,650,15075
3900,341,685,15074
3881,359,702,15058
3866,365,694,15075
3869,353,706,15072
3860,350,694,15096
3840,351,719,15090
3859,341,714,15086
3848,345,738,15069
3829,341,737,15093
3815,354,727,15104
3811,360,722,15107
3792,358,725,15125
3762,372,724,15142
3769,363,730,15138
3756,361,740,15143
3752,363,738,15147
3754,357,730,15159
3718,365,748,15169
3696,378,745,15181
3706,365,748,15181
3682,362,770,15186
3686,372,745,15197
3670,366,745,15219
3625,389,737,15249
3616,386,735,15263
3615,368,746,15271
3631,354,747,15268
3625,345,754,15276
3597,351,748,15304
3608,346,764,15282
3588,354,772,15286
3561,360,772,15307
3570,355,776,15299
3540,365,774,15321
3529,366,761,15344
3515,359,787,15339
3499,365,776,15360
3505,356,790,15349
