S,E,I,R
19971,9,14,6
19965,13,11,11
19957,17,11,15
19950,20,13,17
19936,27,17,20
19927,30,20,23
19906,45,24,25
19881,57,33,29
19849,77,39,35
19804,98,58,40
19753,122,78,47
19654,190,106,50
19543,241,149,67
19410,298,208,84
19205,426,256,113
18944,574,340,142
18599,761,450,190
18105,1020,636,239
17529,1317,835,319
16772,1718,1075,435
15868,2152,1401,579
14783,2633,1826,758
13514,3146,2317,1023
12028,3733,2917,1322
10442,4245,3592,1721
8857,4632,4291,2220
7180,4965,5110,2745
5760,5061,5782,3397
4462,4924,6476,4138
3361,4701,6972,4966
2537,4238,7323,5902
1867,3722,7570,6841
1380,3189,7584,7847
1057,2685,7476,8782
841,2174,7236,9749
658,1764,6869,10709
531,1417,6497,11555
460,1105,6019,12416
411,890,5564,13135
362,720,5098,13820
336,584,4658,14422
336,487,4140,15037
334,408,3712,15546
334,319,3325,16022
351,248,2971,16430
383,211,2636,16770
394,188,2375,17043
412,168,2105,17315
431,165,1860,17544
454,149,1655,17742
498,143,1433,17926
555,122,1269,18054
589,105,1144,18162
631,97,985,18287
672,109,880,18339
716,103,783,18398
769,82,716,18433
810,75,647,18468
882,64,582,18472
946,56,539,18459
1005,57,489,18449
1069,67,435,18429
1130,58,381,18431
1181,56,347,18416
1245,59,316,18380
1301,57,276,18366
1360,45,256,18339
1418,50,226,18306
1465,50,215,18270
1528,38,198,18236
1600,36,184,18180
1651,38,164,18147
1704,35,151,18110
1763,32,136,18069
1818,29,133,18020
1868,28,119,17985
1915,32,107,17946
1973,31,101,17895
2023,33,91,17853
2067,35,89,17809
2126,27,85,17762
2186,20,83,17711
2237,18,80,17665
2300,18,67,17615
2346,20,58,17576
2399,19,57,17525
2451,13,59,17477
2498,22,49,17431
2535,18,50,17397
2594,18,47,17341
2649,20,50,17281
2703,18,45,17234
2765,17,45,17173
2814,16,36,17134
2864,12,38,17086
2926,13,35,17026
2986,11,37,16966
3035,13,34,16918
3084,17,30,16869
3134,18,31,16817
3194,15,33,16758
3247,16,33,16704
3302,13,36,16649
3345,17,33,16605
3389,12,37,16562
3440,14,39,16507
3481,14,36,16469
3527,17,36,16420
3570,21,34,16375
3613,24,37,16326
3658,19,36,16287
3700,19,37,16244
3739,22,38,16201
3779,18,36,16167
3815,21,37,16127
3859,23,38,16080
3904,23,37,16036
3938,22,43,15997
3983,21,44,15952
4022,17,46,15915
4074,18,46,15862
4109,27,44,15820
4141,27,48,15784
4179,24,53,15744
4202,28,51,15719
4232,32,46,15690
4270,34,51,15645
4306,40,50,15604
4336,40,52,15572
4381,38,61,15520
4426,37,61,15476
4455,39,71,15435
4488,40,65,15407
4519,47,58,15376
4559,46,64,15331
4591,44,69,15296
4615,43,74,15268
4644,46,78,15232
4681,53,72,15194
4704,53,85,15158
4744,47,94,15115
4771,44,98,15087
4788,57,96,15059
4813,52,101,15034
4824,60,104,15012
4846,67,100,14987
4879,67,105,14949
4895,72,110,14923
4926,70,104,14900
4949,68,113,14870
4979,66,117,14838
5000,74,115,14811
5014,83,126,14777
5039,88,134,14739
5063,82,145,14710
5082,89,142,14687
5107,91,147,14655
5103,113,147,14637
5123,109,161,14607
5148,108,165,14579
5153,117,176,14554
5166,112,183,14539
5172,114,194,14520
5172,118,211,14499
5178,114,225,14483
5179,122,225,14474
5191,129,219,14461
5189,129,226,14456
5187,144,241,14428
5170,161,259,14410
5179,154,271,14396
5181,167,261,14391
5173,189,263,14375
5157,198,277,14368
5137,210,298,14355
5112,214,327,14347
5104,217,355,14324
5094,219,368,14319
5075,224,368,14333
5048,245,362,14345
5025,239,395,14341
4992,258,394,14356
4980,271,390,14359
4938,274,407,14381
4899,285,434,14382
4851,296,476,14377
4786,322,509,14383
4742,342,548,14368
4686,351,568,14395
4623,386,576,14415
4574,380,602,14444
4527,366,622,14485
4506,344,639,14511
4447,359,662,14532
4383,379,650,14588
4323,394,654,14629
4256,392,684,14668
