S,E,I,R
19970,10,15,5
19953,24,18,5
19930,42,21,7
19897,64,30,9
19858,79,48,15
19815,105,57,23
19760,135,72,33
19686,171,99,44
19594,223,125,58
19464,293,169,74
19265,409,230,96
19028,534,319,119
18729,683,425,163
18331,883,571,215
17795,1163,745,297
17087,1538,965,410
16221,1979,1258,542
15181,2454,1662,703
13862,3042,2181,915
12521,3546,2716,1217
10946,4066,3432,1556
9271,4579,4177,1973
7681,4860,4940,2519
6152,4987,5707,3154
4788,4960,6317,3935
3686,4654,6888,4772
2765,4245,7376,5614
2081,3714,7634,6571
1560,3193,7702,7545
1177,2692,7526,8605
933,2219,7246,9602
748,1752,6966,10534
622,1436,6573,11369
513,1156,6150,12181
450,921,5695,12934
399,748,5186,13667
354,624,4708,14314
324,511,4230,14935
327,420,3768,15485
323,333,3370,15974
341,285,2987,16387
377,244,2639,16740
403,208,2339,17050
419,188,2084,17309
442,171,1853,17534
458,142,1625,17775
490,122,1437,17951
515,120,1271,18094
564,100,1145,18191
612,87,1018,18283
644,87,891,18378
683,83,786,18448
730,81,701,18488
782,83,610,18525
834,70,549,18547
878,66,495,18561
937,67,433,18563
990,69,382,18559
1059,60,338,18543
1113,54,298,18535
1177,48,272,18503
1244,41,244,18471
1300,42,220,18438
1377,38,199,18386
1443,35,180,18342
1519,30,167,18284
1570,29,153,18248
1620,26,140,18214
1682,28,126,18164
1729,26,114,18131
1784,31,98,18087
1840,24,92,18044
1892,22,81,18005
1949,21,72,17958
1993,20,68,17919
2051,16,68,17865
2107,18,63,17812
2166,13,56,17765
2227,13,51,17709
2273,16,47,17664
2345,14,46,17595
2405,12,44,17539
2465,12,42,17481
2531,12,42,17415
2581,11,38,17370
2632,12,34,17322
2691,12,28,17269
2734,11,27,17228
2779,11,27,17183
2823,8,23,17146
2867,11,21,17101
2919,10,24,17047
2982,8,27,16983
3024,10,27,16939
3072,12,28,16888
3113,11,27,16849
3153,7,27,16813
3209,8,23,16760
3249,9,22,16720
3287,7,21,16685
3336,6,19,16639
3375,6,19,16600
3434,11,17,16538
3479,8,21,16492
3535,7,21,16437
