S,E,I,R
19965,15,16,4
19951,26,17,6
19931,39,22,8
19907,50,31,12
19873,64,48,15
19830,95,50,25
19777,118,68,37
19707,163,82,48
19627,201,116,56
19498,265,165,72
19322,361,219,98
19107,463,311,119
18798,638,399,165
18411,828,554,207
17896,1115,703,286
17275,1432,900,393
16484,1824,1186,506
15559,2233,1535,673
14406,2761,1941,892
13110,3268,2466,1156
11672,3791,3027,1510
10073,4258,3777,1892
8487,4650,4498,2365
6908,4933,5248,2911
5513,4934,5916,3637
4311,4772,6486,4431
3287,4474,6918,5321
2529,3982,7334,6155
1930,3452,7466,7152
1431,3031,7473,8065
1081,2533,7358,9028
845,2116,7087,9952
669,1702,6741,10888
560,1374,6326,11740
479,1104,5880,12537
423,917,5393,13267
397,722,4931,13950
361,605,4492,14542
354,491,4054,15101
359,396,3639,15606
357,306,3278,16059
365,257,2918,16460
386,219,2617,16778
408,185,2301,17106
429,168,2031,17372
462,144,1781,17613
509,130,1588,17773
544,136,1393,17927
574,122,1269,18035
613,103,1137,18147
663,100,1002,18235
740,85,888,18287
785,87,801,18327
832,77,725,18366
886,82,618,18414
940,69,556,18435
987,65,489,18459
1036,69,434,18461
1094,62,400,18444
1143,61,364,18432
1191,65,325,18419
1248,67,295,18390
1307,56,270,18367
1358,51,243,18348
1432,49,230,18289
1485,43,209,18263
1532,35,191,18242
1568,35,171,18226
1623,31,164,18182
1662,30,156,18152
1717,29,138,18116
1765,37,123,18075
1822,33,115,18030
1860,38,106,17996
1920,29,103,17948
1981,24,92,17903
2036,26,92,17846
2096,26,84,17794
2144,28,76,17752
2198,27,74,17701
2250,21,73,17656
2294,17,69,17620
2348,16,61,17575
2390,22,53,17535
2452,27,51,17470
2504,25,47,17424
2548,24,43,17385
2594,19,44,17343
2640,19,40,17301
2681,17,45,17257
2723,13,46,17218
2784,11,44,17161
2828,9,43,17120
2877,9,42,17072
2919,9,36,17036
2982,10,32,16976
3034,9,32,16925
3078,11,27,16884
3129,9,26,16836
3184,8,26,16782
3250,7,25,16718
3301,8,21,16670
3362,5,21,16612
3407,6,22,16565
3457,6,21,16516
3492,7,19,16482
3541,8,20,16431
3582,11,18,16389
3631,12,19,16338
3683,10,18,16289
3716,9,18,16257
3761,6,19,16214
3797,9,18,16176
3841,7,18,16134
