S,E,I,R
19965,15,17,3
19950,23,23,4
19930,33,32,5
19912,43,36,9
19871,69,45,15
19832,86,63,19
19756,133,84,27
19667,185,113,35
19565,235,150,50
19432,305,195,68
19242,409,254,95
19013,510,354,123
18691,690,460,159
18273,914,600,213
17719,1191,798,292
17003,1583,1002,412
16127,2004,1340,529
15055,2509,1724,712
13821,3067,2183,929
12427,3624,2746,1203
10872,4150,3407,1571
9227,4619,4166,1988
7625,4955,4889,2531
6097,5080,5686,3137
4786,5021,6311,3882
3661,4772,6874,4693
2796,4346,7293,5565
2093,3851,7538,6518
1589,3296,7611,7504
1222,2724,7573,8481
943,2203,7403,9451
738,1790,7080,10392
582,1466,6679,11273
481,1178,6183,12158
407,959,5677,12957
353,775,5191,13681
313,632,4755,14300
319,504,4313,14864
311,412,3884,15393
330,326,3445,15899
333,271,3085,16311
362,216,2745,16677
380,198,2418,17004
404,161,2174,17261
426,142,1905,17527
452,124,1687,17737
487,119,1486,17908
529,106,1300,18065
567,97,1138,18198
619,78,1010,18293
647,85,906,18362
702,72,813,18413
743,77,728,18452
778,75,630,18517
838,63,541,18558
901,51,490,18558
967,47,440,18546
1011,54,385,18550
1045,53,345,18557
1088,51,312,18549
1134,60,264,18542
1183,54,246,18517
1238,48,235,18479
1307,41,221,18431
1367,33,203,18397
1415,40,179,18366
1459,38,170,18333
1518,31,162,18289
1586,26,143,18245
1638,28,122,18212
1682,30,113,18175
1733,22,109,18136
1790,27,97,18086
1844,23,91,18042
1894,26,84,17996
1947,22,74,17957
2008,18,65,17909
2062,17,58,17863
2111,15,56,17818
2151,18,46,17785
2231,18,48,17703
2269,19,49,17663
2318,19,44,17619
2356,21,39,17584
2398,20,40,17542
2446,18,39,17497
2493,17,39,17451
2544,15,41,17400
2595,14,36,17355
2650,10,36,17304
2684,12,36,17268
2738,10,34,17218
2786,11,31,17172
2829,13,32,17126
2890,19,28,17063
2936,19,26,17019
2994,17,27,16962
3050,13,29,16908
3096,11,32,16861
3146,7,37,16810
3205,7,36,16752
3252,11,30,16707
3299,9,27,16665
3354,8,25,16613
3398,7,21,16574
3441,10,16,16533
3489,13,10,16488
3539,9,14,16438
3586,10,13,16391
3632,8,16,16344
3679,8,18,16295
3732,10,18,16240
3788,7,20,16185
3834,8,20,16138
3874,9,17,16100
3917,10,13,16060
3959,9,13,16019
4014,8,13,15965
4053,6,13,15928
4091,5,15,15889
4131,7,16,15846
4186,5,17,15792
4235,6,16,15743
4277,7,14,15702
4327,7,16,15650
4363,8,16,15613
4393,9,17,15581
4438,11,17,15534
4476,12,17,15495
4518,10,16,15456
4557,13,14,15416
4601,12,12,15375
4652,13,12,15323
4701,9,15,15275
4741,7,16,15236
4768,10,15,15207
4822,12,14,15152
4863,11,16,15110
4906,8,20,15066
4950,9,18,15023
4990,5,19,14986
5032,9,21,14938
5060,11,22,14907
5104,12,24,14860
5140,12,26,14822
5172,16,27,14785
5206,24,28,14742
5249,26,27,14698
5284,23,29,14664
5337,21,33,14609
5380,18,34,14568
5415,23,28,14534
5442,21,28,14509
5480,19,31,14470
5505,21,36,14438
5534,23,38,14405
5563,28,39,14370
5599,27,46,14328
5625,32,51,14292
5658,30,56,14256
5688,27,61,14224
5717,34,59,14190
5742,43,62,14153
5759,62,57,14122
5787,65,62,14086
5801,56,83,14060
5829,58,88,14025
5838,66,95,14001
5854,77,101,13968
5869,85,109,13937
5873,92,127,13908
5882,105,130,13883
5892,99,150,13859
5911,103,163,13823
5909,116,166,13809
5902,136,172,13790
5900,142,182,13776
5893,150,213,13744
5880,158,227,13735
5864,168,242,13726
5843,182,252,13723
5811,192,278,13719
5777,217,295,13711
5762,233,320,13685
5710,247,363,13680
5660,290,366,13684
5587,321,390,13702
5525,316,451,13708
5466,346,479,13709
5408,367,508,13717
5328,392,532,13748
5252,395,580,13773
5152,417,621,13810
5089,405,671,13835
4995,446,683,13876
4904,465,688,13943
4818,458,733,13991
4730,468,772,14030
4642,479,786,14093
4544,493,810,14153
4432,531,824,14213
4342,514,847,14297
4223,535,897,14345
4095,557,926,14422
4006,541,940,14513
3914,545,965,14576
3802,566,961,14671
3688,585,975,14752
3586,573,1033,14808
3486,557,1053,14904
3389,559,1079,14973
3302,552,1102,15044
3218,534,1110,15138
3143,528,1078,15251
3073,495,1104,15328
2999,480,1105,15416
2948,436,1082,15534
2889,425,1061,15625
2837,419,1036,15708
2800,408,1025,15767
2761,412,1010,15817
2723,378,1001,15898
2698,363,974,15965
2677,361,929,16033
2661,367,889,16083
2651,335,889,16125
2635,332,862,16171
2609,339,822,16230
2603,325,788,16284
2596,317,788,16299
2605,289,804,16302
2593,284,791,16332
2601,288,760,16351
2617,276,755,16352
2627,271,727,16375
2622,281,698,16399
2619,274,665,16442
2649,273,628,16450
2663,253,610,16474
2669,259,580,16492
2709,246,584,16461
2745,252,561,16442
2754,244,568,16434
2773,238,562,16427
2813,212,576,16399
2824,215,555,16406
2854,223,527,16396
2869,237,507,16387
2875,225,515,16385
2917,207,498,16378
2959,200,492,16349
2986,179,488,16347
3030,177,468,16325
3065,179,461,16295
3094,167,446,16293
3105,186,435,16274
3146,176,432,16246
3180,184,424,16212
3212,184,397,16207
3261,173,397,16169
3308,163,396,16133
3344,153,394,16109
3376,156,381,16087
3409,163,378,16050
3418,169,373,16040
3454,170,359,16017
3489,184,359,15968
3533,196,350,15921
3586,180,369,15865
3615,192,373,15820
3634,207,379,15780
3660,200,389,15751
3672,215,394,15719
3695,209,395,15701
3715,212,404,15669
3729,208,423,15640
3776,208,430,15586
3816,193,408,15583
3836,194,420,15550
3867,212,419,15502
3865,222,425,15488
3880,223,443,15454
3887,226,437,15450
3905,211,457,15427
3933,218,448,15401
3939,229,465,15367
3932,240,485,15343
3945,247,504,15304
3929,274,504,15293
3917,299,510,15274
3934,298,531,15237
3918,301,557,15224
3922,299,556,15223
3937,291,564,15208
3925,299,566,15210
3952,292,572,15184
3947,299,572,15182
3945,315,594,15146
3945,314,615,15126
3930,325,607,15138
3912,340,608,15140
3909,332,616,15143
3906,316,631,15147
3896,314,627,15163
3882,324,625,15169
3878,333,642,15147
3878,334,644,15144
3861,323,663,15153
3842,325,660,15173
3836,319,672,15173
3810,325,677,15188
3795,330,677,15198
3806,332,668,15194
3782,344,671,15203
3774,360,668,15198
3750,368,667,15215
3754,357,665,15224
3750,364,668,15218
3716,376,674,15234
3718,371,678,15233
3724,368,695,15213
3698,382,709,15211
3710,359,732,15199
3737,337,751,15175
3727,335,749,15189
3715,345,752,15188
3666,362,757,15215
3644,360,756,15240
3614,378,755,15253
3594,384,756,15266
3610,375,754,15261
3582,395,751,15272
3583,386,766,15265
3580,388,753,15279
3538,411,751,15300
3523,394,780,15303
3549,380,768,15303
3567,355,773,15305
3546,375,769,15310
3531,381,771,15317
3527,380,761,15332
3526,376,762,15336
3520,354,778,15348
3479,378,785,15358
3496,350,799,15355
3488,373,788,15351
3472,369,795,15364
3457,370,794,15379
3456,384,766,15394
3444,373,759,15424
3441,345,761,15453
3462,335,768,15435
3463,347,754,15436
3469,338,746,15447
3460,338,762,15440
3479,325,748,15448
3459,343,754,15444
3454,343,743,15460
3450,339,759,15452
3440,337,770,15453
3424,348,751,15477
3443,325,756,15476
3427,342,728,15503
3430,364,719,15487
3425,359,725,15491
3441,346,714,15499
3453,335,726,15486
3429,342,738,15491
3444,323,752,15481
3442,338,740,15480
3440,363,728,15469
3457,366,706,15471
3449,368,706,15477
3474,335,716,15475
3478,336,728,15458
3470,349,707,15474
3459,346,717,15478
3459,339,713,15489
3470,337,698,15495
3471,334,709,15486
3467,338,699,15496
3485,331,705,15479
3493,338,706,15463
3496,344,720,15440
3507,334,732,15427
3502,339,740,15419
3497,357,715,15431
3482,364,706,15448
3485,378,681,15456
3453,367,720,15460
3450,359,730,15461
3449,363,744,15444
3488,344,721,15447
3497,367,717,15419
3497,357,728,15418
3504,352,732,15412
3493,346,735,15426
3507,344,736,15413
3516,358,708,15418
3518,362,719,15401
3536,350,721,15393
3536,355,712,15397
3539,348,701,15412
3525,350,710,15415
3502,358,711,15429
3476,368,718,15438
3464,370,738,15428
3443,368,768,15421
3402,380,778,15440
3379,383,782,15456
3375,359,785,15481
3360,366,765,15509
3353,354,760,15533
3371,353,744,15532
3378,357,731,15534
3380,363,713,15544
3394,366,719,15521
3398,347,739,15516
3404,337,727,15532
3423,340,722,15515
3420,349,698,15533
3421,341,706,15532
3448,322,710,15520
3443,327,697,15533
3457,332,676,15535
3444,338,692,15526
3452,331,691,15526
3468,343,681,15508
3458,347,688,15507
3446,332,713,15509
3435,324,727,15514
3434,322,718,15526
3445,311,702,15542
3455,303,690,15552
3419,320,698,15563
3410,328,700,15562
3403,322,707,15568
3412,328,698,15562
3400,324,707,15569
3405,320,697,15578
3394,342,694,15570
3393,337,706,15564
3418,318,714,15550
3408,321,717,15554
3405,333,705,15557
3404,330,694,15572
3429,309,698,15564
3428,311,684,15577
3413,328,679,15580
3411,333,686,15570
3424,334,653,15589
3428,320,647,15605
3431,315,662,15592
3440,315,653,15592
3433,305,675,15587
3456,298,655,15591
3453,298,645,15604
3463,310,651,15576
3479,315,664,15542
3467,324,686,15523
3468,319,680,15533
3471,326,660,15543
3464,328,671,15537
3467,325,661,15547
3480,317,680,15523
3491,316,683,15510
3472,330,670,15528
3487,305,682,15526
3493,317,680,15510
3487,337,673,15503
3492,323,655,15530
3489,327,665,15519
3488,318,663,15531
3487,334,665,15514
3534,319,689,15458
3534,305,707,15454
3529,317,698,15456
3523,341,680,15456
3533,326,670,15471
3529,353,670,15448
3546,334,681,15439
3560,337,681,15422
3564,360,681,15395
3554,353,697,15396
3588,317,702,15393
