S,E,I,R
19963,17,20,0
19938,37,24,1
19916,48,27,9
19881,68,42,9
19843,85,55,17
19789,117,72,22
19709,160,101,30
19606,221,131,42
19468,291,180,61
19306,375,237,82
19043,532,316,109
18733,680,442,145
18295,931,570,204
17761,1196,768,275
17102,1517,989,392
16298,1894,1274,534
15313,2348,1630,709
14096,2899,2085,920
12757,3425,2628,1190
11248,3987,3220,1545
9645,4382,3974,1999
8072,4725,4692,2511
6488,4971,5435,3106
5098,5016,6035,3851
3948,4791,6634,4627
3035,4372,7067,5526
2288,3872,7390,6450
1693,3360,7525,7422
1270,2881,7447,8402
953,2365,7323,9359
740,1916,7053,10291
594,1575,6673,11158
481,1244,6220,12055
418,979,5700,12903
367,785,5201,13647
365,623,4702,14310
326,486,4243,14945
328,395,3811,15466
330,344,3380,15946
328,299,3025,16348
351,227,2731,16691
384,188,2457,16971
427,161,2162,17250
442,147,1912,17499
484,137,1670,17709
520,118,1487,17875
536,122,1319,18023
577,110,1165,18148
614,103,1047,18236
660,89,952,18299
704,92,858,18346
762,85,775,18378
809,74,693,18424
863,75,606,18456
905,73,540,18482
957,65,487,18491
1008,64,422,18506
1068,52,384,18496
1107,52,336,18505
1161,44,292,18503
1219,45,269,18467
1269,46,248,18437
1327,45,232,18396
1384,40,211,18365
1426,43,188,18343
1490,37,172,18301
1539,34,156,18271
1592,34,136,18238
1643,34,127,18196
1706,34,116,18144
1767,33,110,18090
1811,29,99,18061
1862,33,94,18011
1916,30,85,17969
1979,23,82,17916
2035,23,78,17864
2097,25,73,17805
2150,19,72,17759
2212,21,69,17698
2275,22,68,17635
2332,24,59,17585
2390,18,60,17532
2449,20,52,17479
2497,19,48,17436
2556,15,47,17382
2600,23,43,17334
2642,20,46,17292
2698,16,45,17241
2742,20,42,17196
2786,14,42,17158
2835,14,40,17111
2883,19,38,17060
2928,19,38,17015
2980,22,35,16963
3023,14,40,16923
3060,16,39,16885
3115,20,37,16828
3162,17,35,16786
3223,14,31,16732
3266,15,32,16687
3321,14,39,16626
3371,13,39,16577
3415,12,35,16538
3463,12,30,16495
3497,14,32,16457
3546,17,30,16407
3592,14,29,16365
3636,12,34,16318
3682,17,32,16269
3736,18,29,16217
3771,17,29,16183
3817,17,28,16138
3866,17,28,16089
3911,16,31,16042
3956,17,30,15997
3993,18,33,15956
4030,25,35,15910
4070,27,37,15866
4103,28,40,15829
4142,32,43,15783
4172,30,47,15751
4222,26,45,15707
4248,27,41,15684
4291,25,43,15641
4319,26,44,15611
4353,30,44,15573
4387,31,47,15535
4417,28,44,15511
4452,27,39,15482
4503,28,40,15429
4541,30,42,15387
4580,30,43,15347
4624,30,37,15309
4658,30,38,15274
4705,27,40,15228
4733,30,43,15194
4779,28,46,15147
4817,27,46,15110
4861,31,47,15061
4888,38,47,15027
4934,40,45,14981
4963,36,48,14953
4998,45,48,14909
5034,44,58,14864
5065,45,62,14828
5094,51,63,14792
5145,51,61,14743
5179,36,75,14710
5208,38,71,14683
5253,38,71,14638
5285,47,70,14598
5303,54,81,14562
5341,52,83,14524
5373,51,89,14487
5398,54,90,14458
5421,60,93,14426
5465,59,96,14380
5480,74,99,14347
5501,81,105,14313
5510,89,114,14287
5535,89,121,14255
5552,84,131,14233
5574,89,126,14211
5595,78,139,14188
5599,88,130,14183
5598,89,142,14171
5608,100,146,14146
5607,116,153,14124
5611,136,154,14099
5615,143,166,14076
5615,151,180,14054
5629,143,181,14047
5619,146,203,14032
5629,142,228,14001
5613,153,241,13993
5597,164,255,13984
5594,172,264,13970
5567,197,272,13964
5536,205,294,13965
5515,207,299,13979
5502,206,327,13965
5481,209,351,13959
5456,220,370,13954
5409,249,391,13951
5377,250,426,13947
5335,275,427,13963
5290,268,458,13984
5242,283,469,14006
5188,311,481,14020
5126,315,524,14035
5045,352,559,14044
4995,361,579,14065
4918,389,597,14096
4822,430,638,14110
4727,449,653,14171
4660,445,711,14184
4577,454,732,14237
4483,450,775,14292
4415,430,802,14353
4332,437,814,14417
4255,458,814,14473
4187,452,826,14535
4099,458,832,14611
4030,469,849,14652
3934,484,882,14700
3864,455,912,14769
3779,475,927,14819
3684,495,949,14872
3619,484,955,14942
3563,456,959,15022
3482,478,959,15081
3411,469,952,15168
3345,464,969,15222
3278,457,961,15304
3224,449,957,15370
3167,459,960,15414
3111,476,934,15479
3053,472,929,15546
3000,453,948,15599
2947,458,925,15670
2890,442,959,15709
2861,424,929,15786
2812,432,891,15865
2783,399,899,15919
2756,381,886,15977
2757,348,862,16033
2757,324,839,16080
2725,340,811,16124
2720,318,795,16167
2715,310,771,16204
2712,288,760,16240
2692,281,735,16292
2706,268,715,16311
2706,262,686,16346
2703,256,679,16362
2703,259,665,16373
