S,E,I,R
19965,15,17,3
19944,33,19,4
19930,41,22,7
19900,56,33,11
19868,73,44,15
19820,103,55,22
19754,139,75,32
19669,183,105,43
19559,243,141,57
19443,293,191,73
19264,401,242,93
19032,507,330,131
18715,698,413,174
18285,931,547,237
17733,1203,747,317
17046,1527,999,428
16177,1960,1308,555
15116,2456,1725,703
13879,2985,2191,945
12409,3607,2768,1216
10836,4167,3420,1577
9185,4641,4162,2012
7581,4917,4949,2553
6021,5049,5731,3199
4695,4922,6417,3966
3554,4678,6962,4806
2659,4253,7430,5658
1987,3760,7616,6637
1474,3230,7684,7612
1136,2636,7634,8594
894,2163,7385,9558
697,1791,6954,10558
563,1453,6539,11445
461,1162,6060,12317
392,969,5567,13072
354,799,5077,13770
336,604,4621,14439
322,482,4171,15025
316,397,3776,15511
330,311,3375,15984
339,258,3018,16385
362,220,2686,16732
384,168,2398,17050
413,159,2132,17296
437,144,1902,17517
469,128,1672,17731
498,118,1461,17923
522,99,1314,18065
588,87,1152,18173
651,81,986,18282
689,83,857,18371
743,67,769,18421
767,70,682,18481
823,73,620,18484
869,71,535,18525
936,67,491,18506
983,60,447,18510
1034,62,403,18501
1098,54,364,18484
1146,44,340,18470
1184,47,300,18469
1245,51,278,18426
1282,54,233,18431
1337,50,210,18403
1398,50,187,18365
1476,38,172,18314
1527,39,163,18271
1576,32,152,18240
1631,28,152,18189
1688,27,140,18145
1739,31,118,18112
1796,29,109,18066
1855,27,102,18016
1917,26,94,17963
1976,22,83,17919
2022,26,78,17874
2067,21,84,17828
2114,19,80,17787
2144,20,76,17760
2190,17,75,17718
2250,16,65,17669
2299,17,62,17622
2344,17,55,17584
2407,12,55,17526
2465,15,52,17468
2523,12,49,17416
2566,11,39,17384
2611,16,39,17334
2659,15,41,17285
2715,13,35,17237
2758,11,31,17200
2808,12,32,17148
2858,10,31,17101
2906,14,26,17054
2959,12,29,17000
3011,9,30,16950
3053,9,28,16910
3099,11,23,16867
3151,14,18,16817
3197,14,16,16773
3238,13,18,16731
3280,13,18,16689
3336,9,21,16634
3379,9,19,16593
3436,7,21,16536
3480,10,19,16491
3520,13,16,16451
3561,10,19,16410
3611,10,21,16358
3663,8,21,16308
3708,9,21,16262
3752,10,18,16220
3791,10,18,16181
3828,9,16,16147
3866,12,15,16107
3904,12,18,16066
3943,13,17,16027
3979,14,19,15988
4032,9,21,15938
4079,10,22,15889
4131,8,22,15839
4189,10,15,15786
4245,8,18,15729
4290,7,20,15683
4338,7,21,15634
4387,6,20,15587
4440,8,16,15536
4471,11,16,15502
4510,12,17,15461
4542,9,20,15429
4576,8,23,15393
4613,9,23,15355
4654,7,23,15316
4683,12,22,15283
4716,16,20,15248
4752,14,23,15211
4795,16,21,15168
4840,14,22,15124
4894,16,24,15066
4927,17,29,15027
4956,20,31,14993
4990,19,33,14958
5026,26,35,14913
5066,27,41,14866
5106,29,40,14825
