S,E,I,R
19971,9,14,6
19953,25,14,8
19940,29,20,11
19923,31,33,13
19894,50,39,17
19855,77,47,21
19820,93,57,30
19772,117,75,36
19689,170,94,47
19579,218,142,61
19425,300,190,85
19256,392,243,109
19027,511,312,150
18741,658,407,194
18335,871,546,248
17823,1157,686,334
17158,1475,940,427
16393,1850,1214,543
15385,2302,1602,711
14204,2827,2036,933
12794,3427,2604,1175
11277,4001,3197,1525
9677,4434,3956,1933
8102,4772,4683,2443
6573,4973,5382,3072
5132,5013,6042,3813
3966,4774,6660,4600
2986,4391,7168,5455
2244,3897,7479,6380
1710,3341,7564,7385
1271,2812,7495,8422
1009,2281,7304,9406
779,1931,6920,10370
640,1572,6511,11277
531,1280,6085,12104
448,1042,5588,12922
404,840,5153,13603
377,673,4671,14279
370,565,4225,14840
347,448,3867,15338
362,367,3463,15808
362,303,3091,16244
379,241,2769,16611
411,207,2475,16907
426,185,2180,17209
450,158,1914,17478
487,140,1695,17678
527,133,1490,17850
545,126,1332,17997
590,123,1170,18117
629,121,1052,18198
680,102,954,18264
739,102,846,18313
776,103,765,18356
822,89,675,18414
864,88,602,18446
905,80,546,18469
946,92,463,18499
997,83,431,18489
1051,77,384,18488
1108,70,350,18472
1150,67,315,18468
1207,59,302,18432
1251,54,274,18421
1303,51,244,18402
1360,43,225,18372
1414,37,206,18343
1480,33,179,18308
1533,33,172,18262
1597,37,155,18211
1643,36,136,18185
1708,33,128,18131
1763,27,119,18091
1813,31,106,18050
1868,28,105,17999
1944,29,95,17932
2007,23,94,17876
2053,22,80,17845
2108,17,78,17797
2165,16,72,17747
2220,15,63,17702
2268,15,60,17657
2332,15,62,17591
2385,16,55,17544
2447,20,57,17476
2482,18,53,17447
2532,18,48,17402
2592,13,45,17350
2644,15,42,17299
2696,19,35,17250
2746,19,34,17201
2802,20,31,17147
2849,17,33,17101
2910,19,29,17042
2980,10,32,16978
3034,8,30,16928
3078,11,31,16880
3133,10,30,16827
3170,11,32,16787
3205,11,30,16754
3259,10,30,16701
3298,10,21,16671
3347,12,20,16621
3386,11,19,16584
3441,10,21,16528
3487,9,19,16485
3533,9,20,16438
3578,14,16,16392
3620,14,16,16350
3668,12,16,16304
3719,11,13,16257
3755,12,14,16219
3799,11,16,16174
3842,11,17,16130
3884,12,21,16083
3932,10,25,16033
3987,8,20,15985
4034,10,21,15935
4082,10,17,15891
4126,10,15,15849
