S,E,I,R
19969,11,18,2
19954,22,19,5
19923,45,26,6
19902,62,25,11
19875,74,37,14
19836,86,59,19
19773,128,69,30
19708,163,90,39
19615,211,120,54
19492,283,156,69
19336,365,205,94
19125,479,266,130
18880,589,368,163
18536,778,476,210
18067,1014,639,280
17465,1330,838,367
16721,1697,1110,472
15824,2120,1454,602
14637,2694,1901,768
13223,3314,2446,1017
11714,3848,3080,1358
10149,4355,3699,1797
8496,4799,4408,2297
6927,5003,5185,2885
5505,5044,5906,3545
4267,4895,6512,4326
3212,4561,7070,5157
2428,4104,7393,6075
1857,3541,7544,7058
1419,2940,7581,8060
1074,2524,7385,9017
866,2084,7108,9942
675,1680,6718,10927
564,1329,6321,11786
489,1082,5811,12618
429,862,5379,13330
402,676,4982,13940
380,552,4504,14564
366,446,4110,15078
358,378,3668,15596
353,319,3299,16029
377,261,2962,16400
393,248,2585,16774
407,212,2341,17040
423,186,2067,17324
455,158,1806,17581
502,130,1585,17783
523,126,1394,17957
553,127,1231,18089
587,114,1075,18224
639,102,955,18304
690,88,843,18379
725,78,764,18433
772,76,674,18478
821,63,594,18522
870,59,537,18534
933,62,470,18535
994,55,413,18538
1050,58,371,18521
1114,60,327,18499
1167,57,295,18481
1221,53,265,18461
1273,47,250,18430
1331,49,214,18406
1379,44,207,18370
1428,43,191,18338
1486,39,165,18310
1535,32,156,18277
1596,29,146,18229
1654,20,137,18189
1695,22,121,18162
1746,26,105,18123
1808,22,104,18066
1858,26,85,18031
1913,24,73,17990
1963,21,71,17945
2020,20,71,17889
2077,18,65,17840
2133,18,60,17789
2197,19,53,17731
2243,21,48,17688
2313,21,45,17621
2368,19,47,17566
2426,17,46,17511
2474,15,50,17461
2525,21,44,17410
2578,26,41,17355
2630,22,41,17307
2692,18,43,17247
2753,16,44,17187
2792,13,44,17151
2847,10,44,17099
2904,8,42,17046
2958,10,39,16993
2998,13,39,16950
3052,16,33,16899
3099,21,30,16850
3140,24,27,16809
3179,19,33,16769
3228,16,35,16721
3263,18,38,16681
3297,17,35,16651
3335,15,32,16618
3375,14,35,16576
3397,24,28,16551
3438,17,34,16511
3475,15,33,16477
3521,19,32,16428
3562,17,29,16392
3624,12,28,16336
3675,10,23,16292
3723,8,27,16242
3759,9,24,16208
3810,8,20,16162
3858,7,18,16117
3909,8,17,16066
3947,9,19,16025
3994,7,19,15980
4037,7,19,15937
4091,8,17,15884
4134,9,15,15842
4166,10,16,15808
4213,8,14,15765
4249,7,15,15729
4287,5,16,15692
4326,5,17,15652
4361,8,17,15614
4406,5,20,15569
4441,10,18,15531
4485,12,18,15485
4534,9,20,15437
4579,12,18,15391
4618,11,17,15354
4669,14,19,15298
4720,13,21,15246
4760,14,22,15204
4795,15,24,15166
4837,17,25,15121
4873,18,25,15084
4897,19,28,15056
4944,13,27,15016
4996,10,26,14968
5032,14,28,14926
5072,14,29,14885
5121,17,28,14834
5168,17,29,14786
5208,19,31,14742
5234,23,32,14711
5266,24,32,14678
5299,25,36,14640
5330,27,38,14605
5357,30,48,14565
5371,33,52,14544
5394,37,59,14510
5418,36,62,14484
5442,46,56,14456
5461,46,63,14430
5479,52,73,14396
5505,55,80,14360
5536,54,89,14321
5555,58,99,14288
5564,70,99,14267
5584,68,111,14237
5595,76,119,14210
5606,91,126,14177
5624,97,139,14140
5624,95,158,14123
5630,103,170,14097
5635,101,181,14083
5634,113,180,14073
5637,119,191,14053
5646,135,208,14011
5641,139,226,13994
5635,148,235,13982
