S,E,I,R
19964,16,17,3
19952,24,21,3
19930,37,29,4
19901,57,35,7
19872,76,37,15
19837,91,49,23
19774,123,76,27
19714,148,96,42
19612,204,132,52
19482,280,167,71
19336,343,226,95
19138,447,287,128
18848,609,377,166
18466,812,512,210
18007,1032,676,285
17421,1365,839,375
16671,1748,1098,483
15723,2189,1456,632
14605,2673,1942,780
13219,3327,2439,1015
11717,3870,3081,1332
10100,4405,3761,1734
8481,4802,4521,2196
6948,5044,5241,2767
5494,5090,5981,3435
4191,4927,6723,4159
3146,4573,7203,5078
2347,4119,7433,6101
1754,3552,7616,7078
1326,3012,7605,8057
1042,2438,7414,9106
805,1953,7184,10058
651,1582,6754,11013
525,1257,6307,11911
453,1006,5797,12744
409,785,5344,13462
383,624,4880,14113
374,514,4393,14719
363,431,3958,15248
360,368,3557,15715
376,310,3179,16135
385,242,2843,16530
390,216,2531,16863
417,189,2230,17164
448,168,1962,17422
465,152,1742,17641
491,133,1573,17803
532,118,1389,17961
572,111,1263,18054
619,100,1121,18160
677,86,1002,18235
724,89,881,18306
790,86,784,18340
818,75,705,18402
873,62,625,18440
921,61,553,18465
960,68,493,18479
1004,67,450,18479
1052,70,406,18472
1115,67,356,18462
1173,52,334,18441
1221,48,302,18429
1270,47,275,18408
1323,39,255,18383
1380,31,241,18348
1432,47,214,18307
1491,45,195,18269
1569,34,190,18207
1615,30,180,18175
1672,30,165,18133
1727,30,152,18091
1781,34,139,18046
1836,34,123,18007
1900,27,117,17956
1948,27,108,17917
2011,23,96,17870
2068,22,91,17819
2119,29,77,17775
2175,26,78,17721
2248,20,70,17662
2305,14,68,17613
2372,14,66,17548
2432,17,58,17493
2486,14,62,17438
2544,15,58,17383
2588,21,53,17338
2626,21,44,17309
2674,25,45,17256
2719,24,42,17215
2759,25,42,17174
2818,22,39,17121
2875,19,44,17062
2916,17,41,17026
2959,18,39,16984
3008,18,40,16934
3068,18,39,16875
3113,17,32,16838
3151,19,35,16795
3191,16,33,16760
3243,20,32,16705
