S,E,I,R
19968,12,16,4
19953,23,17,7
19931,36,24,9
19900,53,37,10
19855,84,46,15
19780,133,68,19
19693,176,106,25
19587,226,145,42
19458,288,191,63
19239,411,265,85
18974,568,347,111
18661,736,448,155
18194,1009,581,216
17649,1234,831,286
16966,1578,1067,389
16038,2034,1407,521
14915,2580,1804,701
13600,3144,2333,923
12146,3734,2881,1239
10586,4224,3544,1646
8978,4651,4243,2128
7398,4920,5052,2630
5904,5037,5704,3355
4617,4922,6355,4106
3541,4585,6938,4936
2637,4218,7335,5810
2000,3652,7569,6779
1504,3134,7566,7796
1125,2621,7515,8739
841,2176,7262,9721
658,1780,6931,10631
542,1433,6537,11488
455,1162,6054,12329
402,897,5640,13061
352,749,5099,13800
326,582,4655,14437
321,472,4206,15001
306,393,3783,15518
307,331,3357,16005
321,284,3002,16393
353,212,2672,16763
362,172,2359,17107
404,158,2067,17371
431,146,1835,17588
468,146,1644,17742
506,129,1434,17931
546,117,1285,18052
577,115,1140,18168
613,115,1001,18271
642,106,900,18352
693,93,819,18395
743,87,748,18422
778,81,669,18472
821,82,599,18498
857,80,524,18539
908,62,476,18554
965,67,423,18545
1013,55,393,18539
1071,50,346,18533
1127,50,301,18522
1186,47,260,18507
1251,41,239,18469
1316,44,214,18426
1363,40,200,18397
1421,33,194,18352
1478,33,175,18314
1523,33,156,18288
1582,41,144,18233
1632,46,134,18188
1681,43,128,18148
1719,41,121,18119
1783,37,110,18070
1837,30,108,18025
1902,29,96,17973
1951,30,97,17922
1997,27,91,17885
2056,29,83,17832
2107,28,81,17784
2170,25,71,17734
2233,20,63,17684
2287,23,59,17631
2356,24,58,17562
2401,19,59,17521
2448,17,56,17479
2498,19,53,17430
2544,18,47,17391
2608,18,40,17334
2656,20,38,17286
2715,17,43,17225
2757,14,46,17183
2806,20,39,17135
2855,19,35,17091
2912,16,32,17040
2975,13,31,16981
3015,13,30,16942
3068,15,28,16889
3116,15,28,16841
3168,11,28,16793
3213,13,26,16748
3255,12,26,16707
3295,15,25,16665
3349,14,25,16612
3395,11,32,16562
3429,14,33,16524
3470,15,32,16483
3517,15,30,16438
3558,20,29,16393
3614,20,29,16337
3668,18,31,16283
3708,13,33,16246
3746,10,39,16205
3788,12,34,16166
3837,15,33,16115
3887,14,33,16066
3937,11,33,16019
3984,14,34,15968
4037,15,29,15919
4076,13,31,15880
4120,16,28,15836
4165,16,29,15790
4198,14,29,15759
4257,16,25,15702
4296,15,26,15663
4328,19,23,15630
4357,21,27,15595
4385,18,32,15565
4435,19,35,15511
4469,20,33,15478
4508,27,32,15433
4529,28,37,15406
4564,30,39,15367
4598,26,46,15330
4627,32,48,15293
4666,31,44,15259
4703,31,47,15219
4758,28,48,15166
4790,26,50,15134
4831,27,52,15090
4868,25,58,15049
4905,29,60,15006
4938,33,61,14968
4974,29,64,14933
5020,21,66,14893
5040,33,64,14863
5068,40,63,14829
5090,36,69,14805
5135,41,64,14760
5162,32,74,14732
5195,39,70,14696
5214,52,73,14661
5241,49,84,14626
5267,47,90,14596
