S,E,I,R
19975,5,16,4
19958,21,13,8
19942,31,18,9
19921,44,23,12
19893,57,37,13
19852,81,49,18
19813,109,56,22
19760,137,70,33
19693,167,100,40
19590,219,138,53
19445,303,184,68
19274,390,245,91
19026,524,316,134
18699,691,429,181
18296,908,563,233
17751,1195,745,309
17034,1549,1017,400
16200,1975,1287,538
15120,2470,1698,712
13899,3013,2135,953
12510,3559,2691,1240
10999,4109,3259,1633
9326,4588,4022,2064
7702,4882,4807,2609
6238,4974,5552,3236
4893,4934,6242,3931
3725,4636,6872,4767
2773,4289,7282,5656
2070,3776,7583,6571
1559,3268,7607,7566
1183,2750,7493,8574
907,2301,7260,9532
710,1878,6942,10470
585,1509,6556,11350
486,1221,6020,12273
429,983,5600,12988
399,784,5064,13753
363,631,4592,14414
348,518,4139,14995
334,420,3750,15496
356,348,3418,15878
351,307,3060,16282
359,265,2757,16619
383,222,2453,16942
405,191,2173,17231
448,148,1947,17457
475,162,1746,17617
517,148,1536,17799
553,143,1356,17948
581,139,1222,18058
630,111,1096,18163
679,102,958,18261
735,85,869,18311
781,85,766,18368
829,79,678,18414
870,70,608,18452
930,57,537,18476
971,62,475,18492
1018,61,421,18500
1054,74,365,18507
1095,68,327,18510
1149,63,305,18483
1200,67,276,18457
1262,53,263,18422
1321,49,240,18390
1387,32,221,18360
1443,34,196,18327
1517,31,181,18271
1558,30,168,18244
1622,30,146,18202
1682,21,137,18160
1741,24,116,18119
1802,14,118,18066
1860,17,102,18021
1910,17,98,17975
1970,16,91,17923
2029,16,79,17876
2077,18,71,17834
2128,17,65,17790
2176,19,58,17747
2243,17,52,17688
2295,16,50,17639
2330,20,49,17601
2391,18,48,17543
2440,18,42,17500
2486,14,42,17458
2528,11,43,17418
2596,10,39,17355
2641,15,35,17309
2697,13,34,17256
2739,11,35,17215
2785,8,36,17171
2843,7,36,17114
2895,8,32,17065
2945,8,27,17020
2998,6,25,16971
3048,8,21,16923
3105,8,21,16866
3147,10,22,16821
3201,9,24,16766
3251,9,21,16719
3306,9,24,16661
3339,11,24,16626
3386,11,25,16578
3441,13,22,16524
3485,12,17,16486
3531,12,17,16440
3573,11,18,16398
3612,10,21,16357
3660,8,19,16313
3695,8,19,16278
3751,9,23,16217
3802,11,21,16166
3842,8,19,16131
3892,7,12,16089
3922,7,13,16058
3953,8,9,16030
3984,9,10,15997
4026,7,10,15957
4069,5,10,15916
4114,5,10,15871
4161,4,13,15822
4201,6,11,15782
4254,4,11,15731
4299,2,14,15685
4341,4,14,15641
4381,4,11,15604
4415,6,9,15570
4458,4,11,15527
4496,7,11,15486
4537,10,10,15443
4585,9,12,15394
4636,9,12,15343
4690,9,13,15288
4743,8,15,15234
4783,9,17,15191
4829,7,17,15147
4873,7,16,15104
4924,8,14,15054
4955,8,16,15021
4990,7,14,14989
5025,8,12,14955
5059,7,12,14922
5097,10,11,14882
5137,8,9,14846
5177,10,11,14802
5217,12,10,14761
5251,13,12,14724
5278,11,18,14693
