S,E,I,R
19965,15,18,2
19953,24,15,8
19934,37,21,8
19920,43,27,10
19895,58,32,15
19861,75,48,16
19822,92,64,22
19752,138,79,31
19677,182,99,42
19581,223,139,57
19422,320,180,78
19227,408,263,102
18985,556,330,129
18683,714,436,167
18248,932,609,211
17665,1206,840,289
16938,1613,1043,406
16036,2045,1384,535
15009,2501,1771,719
13743,3075,2227,955
12338,3582,2811,1269
10778,4132,3424,1666
9091,4652,4123,2134
7544,4908,4850,2698
6106,5009,5505,3380
4792,4914,6188,4106
3709,4588,6780,4923
2797,4231,7127,5845
2100,3694,7413,6793
1564,3189,7479,7768
1177,2676,7457,8690
940,2179,7211,9670
740,1807,6912,10541
626,1433,6553,11388
508,1172,6106,12214
438,930,5684,12948
398,761,5190,13651
367,628,4690,14315
365,507,4251,14877
367,417,3780,15436
349,354,3366,15931
351,313,2987,16349
370,241,2695,16694
384,206,2395,17015
435,163,2133,17269
452,150,1882,17516
468,139,1652,17741
508,128,1436,17928
556,111,1299,18034
588,101,1134,18177
624,93,1019,18264
672,80,887,18361
712,79,798,18411
771,80,688,18461
838,90,622,18450
908,79,570,18443
952,81,506,18461
1002,65,476,18457
1033,58,430,18479
1095,47,400,18458
1149,51,365,18435
1203,49,322,18426
1261,48,295,18396
1294,52,274,18380
1345,50,257,18348
1394,51,235,18320
1433,50,214,18303
1488,41,205,18266
1532,38,183,18247
1591,29,170,18210
1645,29,146,18180
1695,37,133,18135
1753,26,127,18094
1809,29,122,18040
1875,28,108,17989
1933,25,96,17946
1985,32,83,17900
2036,27,75,17862
2106,22,70,17802
2150,21,70,17759
2204,18,59,17719
2260,20,60,17660
2307,17,63,17613
2371,19,51,17559
2431,18,49,17502
2469,18,46,17467
2528,12,40,17420
2585,15,41,17359
2648,11,40,17301
2716,12,32,17240
2777,10,33,17180
2824,9,33,17134
2888,8,31,17073
2936,11,27,17026
2982,11,28,16979
3037,10,30,16923
3082,10,30,16878
3131,13,28,16828
3182,12,33,16773
3240,11,37,16712
3284,13,33,16670
3323,11,31,16635
3373,11,26,16590
3436,12,24,16528
3490,8,23,16479
3549,7,22,16422
3593,7,23,16377
3644,8,24,16324
3692,7,23,16278
3735,7,21,16237
3788,9,20,16183
3828,9,19,16144
3876,10,20,16094
3915,12,19,16054
3957,7,19,16017
3997,9,18,15976
4031,9,19,15941
4073,11,13,15903
4119,10,13,15858
4157,10,15,15818
4209,9,14,15768
4239,8,18,15735
4288,10,18,15684
4327,14,15,15644
4371,13,15,15601
4406,14,17,15563
4450,15,18,15517
4485,14,18,15483
4531,11,21,15437
4574,13,22,15391
4615,17,22,15346
4656,17,23,15304
4684,18,25,15273
4710,18,26,15246
4758,18,27,15197
4806,21,32,15141
4861,23,29,15087
4892,22,35,15051
4941,23,32,15004
4980,24,33,14963
5030,15,37,14918
5068,17,34,14881
5103,21,34,14842
5137,20,35,14808
5177,21,33,14769
5215,20,35,14730
5252,21,31,14696
5295,20,34,14651
5321,25,33,14621
5359,26,34,14581
5388,28,34,14550
5424,24,43,14509
5459,25,41,14475
5496,23,46,14435
5530,26,45,14399
5564,32,50,14354
5585,37,54,14324
5621,37,57,14285
5650,40,57,14253
5679,39,65,14217
5705,44,69,14182
5723,46,73,14158
5760,47,82,14111
5778,57,86,14079
5785,69,84,14062
5814,67,91,14028
5833,61,109,13997
5861,63,104,13972
5872,67,115,13946
5883,81,118,13918
5880,92,135,13893
5896,95,148,13861
5897,113,149,13841
5899,126,158,13817
5901,137,166,13796
5897,137,197,13769
5896,143,210,13751
5891,149,229,13731
5881,153,244,13722
5866,166,272,13696
5847,171,271,13711
5823,175,292,13710
5806,182,304,13708
5768,201,325,13706
5713,225,340,13722
5665,255,368,13712
5623,251,403,13723
5558,300,417,13725
5498,316,446,13740
5439,317,481,13763
5371,351,499,13779
5311,357,526,13806
5221,387,571,13821
5129,400,616,13855
5054,425,640,13881
4969,458,657,13916
4867,492,664,13977
4797,462,726,14015
4686,475,771,14068
4558,505,829,14108
4453,519,847,14181
4349,543,863,14245
4234,556,899,14311
4139,534,938,14389
4052,515,952,14481
3953,506,997,14544
3832,524,1024,14620
3744,514,1027,14715
3644,512,1024,14820
3549,512,1042,14897
3453,516,1048,14983
3380,497,1074,15049
3301,491,1076,15132
3250,474,1065,15211
3179,452,1077,15292
3127,465,1028,15380
3083,446,1024,15447
3012,454,1007,15527
2943,446,1001,15610
2886,447,989,15678
2844,432,981,15743
2826,410,971,15793
2802,392,952,15854
2761,373,952,15914
2729,346,928,15997
2693,343,899,16065
2685,315,875,16125
2666,326,842,16166
2644,315,819,16222
2635,305,797,16263
2655,296,775,16274
2660,269,769,16302
2674,266,746,16314
2664,275,729,16332
2653,266,731,16350
2654,269,706,16371
2675,254,687,16384
2696,236,668,16400
2703,229,643,16425
2726,231,618,16425
2749,229,607,16415
2775,218,596,16411
2800,208,583,16409
2831,205,556,16408
2848,221,521,16410
2868,223,523,16386
2892,225,510,16373
2928,214,498,16360
2956,204,488,16352
3003,202,467,16328
3031,217,457,16295
3048,217,451,16284
3080,196,466,16258
3112,186,471,16231
3165,198,455,16182
3191,194,452,16163
