S,E,I,R
19971,9,17,3
19962,15,15,8
19945,27,18,10
19938,28,21,13
19916,41,29,14
19873,73,38,16
19837,94,50,19
19785,123,65,27
19717,153,94,36
19606,219,129,46
19481,287,168,64
19315,370,226,89
19070,512,301,117
18768,674,410,148
18368,885,536,211
17868,1139,702,291
17203,1489,923,385
16367,1903,1231,499
15368,2394,1548,690
14127,2982,1978,913
12809,3452,2561,1178
11385,3927,3200,1488
9776,4408,3885,1931
8121,4838,4609,2432
6641,4977,5351,3031
5180,5012,6072,3736
4009,4733,6730,4528
3005,4378,7227,5390
2264,3831,7500,6405
1674,3352,7599,7375
1250,2838,7569,8343
975,2382,7339,9304
787,1957,7006,10250
631,1616,6544,11209
523,1267,6170,12040
434,1015,5703,12848
387,815,5212,13586
380,636,4716,14268
359,512,4263,14866
342,438,3804,15416
348,363,3380,15909
365,293,3037,16305
382,230,2747,16641
399,198,2425,16978
431,164,2178,17227
461,149,1950,17440
477,138,1742,17643
507,123,1542,17828
544,115,1371,17970
584,104,1230,18082
630,102,1100,18168
659,94,962,18285
701,88,838,18373
748,83,731,18438
780,84,636,18500
828,68,570,18534
880,58,503,18559
925,51,440,18584
992,47,386,18575
1047,53,340,18560
1105,46,303,18546
1158,41,264,18537
1210,43,231,18516
1271,42,200,18487
1322,42,191,18445
1373,34,169,18424
1427,28,155,18390
1473,36,139,18352
1539,28,130,18303
1592,28,117,18263
1661,30,108,18201
1722,29,103,18146
1767,27,97,18109
1819,24,93,18064
1879,23,85,18013
1931,22,75,17972
1980,19,66,17935
2039,20,62,17879
2097,16,60,17827
2168,12,61,17759
2226,11,57,17706
2278,12,54,17656
2335,11,52,17602
2381,14,47,17558
2442,18,42,17498
2499,16,42,17443
2554,14,47,17385
2602,17,42,17339
2672,18,32,17278
2724,16,35,17225
2763,17,36,17184
2816,15,36,17133
2860,12,37,17091
2911,11,36,17042
2946,16,33,17005
2992,9,34,16965
3048,12,34,16906
3099,11,31,16859
3150,9,34,16807
3202,14,27,16757
3246,17,22,16715
3302,13,21,16664
3354,10,23,16613
3414,12,19,16555
3462,12,22,16504
3525,12,21,16442
3575,14,21,16390
3614,15,19,16352
3656,16,21,16307
3694,14,26,16266
3730,17,25,16228
3776,19,23,16182
3819,15,23,16143
3866,13,25,16096
3908,18,24,16050
3953,18,24,16005
3993,15,27,15965
4030,15,28,15927
4071,20,25,15884
4108,18,27,15847
4153,17,27,15803
4183,20,30,15767
4230,17,33,15720
4273,15,34,15678
4289,17,35,15659
4329,18,39,15614
4359,18,39,15584
4400,21,42,15537
4449,21,43,15487
4492,26,39,15443
4536,26,39,15399
4570,28,39,15363
4595,34,36,15335
4628,34,38,15300
4671,36,37,15256
4706,30,50,15214
4755,29,44,15172
4788,31,49,15132
4824,31,48,15097
4854,37,51,15058
4887,32,53,15028
4914,32,60,14994
4943,31,60,14966
4975,35,58,14932
5009,33,60,14898
5041,29,70,14860
5059,34,72,14835
5094,33,74,14799
5127,40,62,14771
5164,37,64,14735
5191,49,63,14697
5221,47,69,14663
5254,48,77,14621
5275,55,81,14589
5300,57,76,14567
5324,60,84,14532
5340,70,82,14508
5370,73,90,14467
5392,72,99,14437
5421,69,104,14406
5440,78,110,14372
5452,89,111,14348
5463,82,122,14333
5491,85,130,14294
5512,91,143,14254
5524,101,149,14226
5534,99,166,14201
5530,106,182,14182
5552,116,186,14146
5558,118,198,14126
5564,115,216,14105
5552,136,223,14089
5544,137,238,14081
5530,146,252,14072
5514,163,258,14065
5486,180,268,14066
5462,198,290,14050
5433,216,296,14055
5423,218,304,14055
5391,214,342,14053
5364,233,355,14048
5310,260,390,14040
5255,282,400,14063
5210,290,428,14072
5145,315,444,14096
5092,329,468,14111
5046,353,480,14121
4966,373,526,14135
4930,352,555,14163
4854,368,566,14212
4819,353,598,14230
4738,394,624,14244
4686,401,650,14263
4617,419,659,14305
4537,432,701,14330
4455,432,739,14374
4360,450,770,14420
4292,449,773,14486
4229,442,803,14526
4134,454,805,14607
4070,449,817,14664
3998,449,828,14725
3932,455,833,14780
3843,470,836,14851
3769,464,858,14909
3690,475,876,14959
3628,453,905,15014
3554,437,923,15086
3504,421,919,15156
3406,434,935,15225
3331,448,924,15297
3271,444,905,15380
3229,446,899,15426
3181,414,906,15499
3151,389,898,15562
3125,373,881,15621
3099,360,839,15702
3096,347,822,15735
3082,335,802,15781
3070,306,801,15823
3061,303,795,15841
3051,308,750,15891
3062,309,742,15887
3048,301,712,15939
3023,299,713,15965
3004,304,679,16013
2986,304,674,16036
2959,313,659,16069
2952,300,680,16068
2946,304,667,16083
2955,292,651,16102
2945,284,627,16144
2958,260,622,16160
2988,258,607,16147
3020,235,607,16138
3038,232,574,16156
3059,225,556,16160
3076,232,519,16173
3103,237,509,16151
3125,222,498,16155
3147,217,497,16139
3167,212,491,16130
3185,214,473,16128
3214,211,471,16104
3232,206,464,16098
3259,189,460,16092
3274,192,459,16075
3303,189,448,16060
3316,200,441,16043
3332,199,435,16034
3368,198,420,16014
3376,207,421,15996
3405,200,423,15972
3411,204,432,15953
3459,202,435,15904
3485,199,427,15889
3527,186,421,15866
3560,196,407,15837
3599,187,412,15802
3632,179,413,15776
3663,182,406,15749
3688,189,408,15715
3715,201,400,15684
3738,209,393,15660
3761,202,382,15655
3761,205,385,15649
3792,199,381,15628
3833,205,393,15569
3869,213,390,15528
3897,220,401,15482
3933,219,413,15435
3947,242,414,15397
3958,248,402,15392
3958,259,413,15370
3985,251,422,15342
3981,244,443,15332
4013,243,451,15293
4030,245,433,15292
4027,251,450,15272
4031,250,453,15266
4052,268,446,15234
4061,277,446,15216
4104,263,458,15175
4118,269,461,15152
4115,268,479,15138
4131,268,489,15112
4117,282,502,15099
4134,282,516,15068
4131,285,532,15052
4127,281,555,15037
4122,287,557,15034
4107,296,576,15021
4069,329,579,15023
4058,333,570,15039
4023,328,607,15042
4010,348,599,15043
4006,332,622,15040
3993,326,630,15051
3976,343,628,15053
3933,380,617,15070
3918,385,630,15067
3882,381,663,15074
3881,357,679,15083
3877,360,672,15091
3861,354,685,15100
3845,367,679,15109
3800,388,710,15102
3756,403,742,15099
3744,388,773,15095
3723,393,790,15094
3689,405,813,15093
3663,410,814,15113
3622,417,811,15150
3604,413,812,15171
3592,410,808,15190
3557,407,820,15216
3516,440,817,15227
3484,441,812,15263
3482,412,831,15275
3454,403,840,15303
3432,392,835,15341
3393,405,819,15383
3369,434,810,15387
3349,402,822,15427
3307,432,805,15456
3296,426,823,15455
3262,435,821,15482
3247,423,840,15490
3237,402,864,15497
3231,382,852,15535
3243,371,835,15551
3218,380,829,15573
3212,379,814,15595
3222,382,785,15611
3227,370,785,15618
3219,358,796,15627
3240,352,782,15626
3250,324,762,15664
3252,335,746,15667
3265,311,741,15683
3263,307,716,15714
3256,316,719,15709
3254,308,712,15726
3276,311,692,15721
3283,315,682,15720
3298,324,681,15697
3316,324,686,15674
3328,315,691,15666
3347,297,691,15665
3378,295,655,15672
3392,293,646,15669
3411,285,637,15667
3422,289,629,15660
3424,279,616,15681
3461,283,596,15660
3482,286,610,15622
3504,283,617,15596
3520,287,601,15592
3541,265,613,15581
3555,284,600,15561
3559,289,585,15567
3563,277,618,15542
3564,285,616,15535
3589,281,601,15529
3601,296,583,15520
3602,296,583,15519
3630,295,578,15497
3639,288,600,15473
3651,311,581,15457
3641,323,588,15448
3666,317,595,15422
3691,310,578,15421
3699,304,591,15406
3710,312,571,15407
3723,304,582,15391
3716,323,588,15373
3735,306,600,15359
3761,285,605,15349
3770,289,618,15323
3793,290,620,15297
3795,302,613,15290
3792,318,601,15289
3805,312,632,15251
3792,313,646,15249
3790,339,650,15221
3790,344,653,15213
3778,346,655,15221
3777,324,669,15230
3786,332,650,15232
3778,360,642,15220
3794,339,659,15208
3786,337,669,15208
3801,329,655,15215
3802,338,653,15207
3804,324,670,15202
3793,348,667,15192
3773,360,663,15204
3767,356,664,15213
3760,368,664,15208
3751,344,680,15225
3737,359,684,15220
3725,347,693,15235
3710,341,697,15252
3704,352,698,15246
3708,351,696,15245
3691,358,705,15246
3704,361,698,15237
3672,366,710,15252
3673,342,726,15259
3657,353,713,15277
3638,362,704,15296
3646,337,703,15314
3637,346,694,15323
3643,338,689,15330
3618,371,664,15347
3611,342,682,15365
3611,351,673,15365
3588,355,696,15361
3591,337,706,15366
3582,335,678,15405
3576,344,663,15417
3585,340,645,15430
3590,328,651,15431
3603,306,658,15433
3618,304,655,15423
3612,315,662,15411
3624,322,658,15396
3634,320,676,15370
3636,331,673,15360
3623,331,663,15383
3604,337,662,15397
3591,345,654,15410
3599,335,660,15406
3596,328,672,15404
3587,333,677,15403
3598,327,680,15395
3582,339,678,15401
3578,354,658,15410
3569,346,663,15422
3553,358,674,15415
3517,378,678,15427
3515,385,701,15399
3496,373,709,15422
3479,381,701,15439
3475,363,717,15445
3471,372,720,15437
3457,381,726,15436
3464,367,733,15436
3446,368,735,15451
3452,352,752,15444
3428,376,737,15459
3411,375,753,15461
3403,366,756,15475
3410,350,757,15483
3429,333,755,15483
3436,332,748,15484
3414,347,738,15501
3419,353,746,15482
3427,333,744,15496
3426,343,731,15500
3431,349,711,15509
3459,327,720,15494
3451,319,723,15507
3460,319,714,15507
3423,338,701,15538
3431,331,697,15541
3443,321,678,15558
3473,305,670,15552
3498,296,652,15554
3520,288,635,15557
3528,290,605,15577
3534,286,609,15571
3523,300,604,15573
3514,309,607,15570
3536,307,613,15544
3568,291,618,15523
3567,299,611,15523
3556,316,597,15531
3563,304,610,15523
3564,296,621,15519
3568,287,635,15510
3563,307,617,15513
3567,300,622,15511
3580,306,615,15499
3604,303,618,15475
3599,315,619,15467
3626,300,621,15453
3629,316,591,15464
3646,306,604,15444
3637,304,617,15442
3663,295,620,15422
3667,295,622,15416
3679,298,621,15402
3700,299,608,15393
3690,307,619,15384
3698,298,619,15385
3689,304,608,15399
3702,314,592,15392
3700,322,589,15389
3721,307,600,15372
3700,324,608,15368
3688,327,588,15397
3688,328,597,15387
3671,348,604,15377
3671,327,630,15372
3670,320,644,15366
3700,324,638,15338
3689,331,657,15323
3687,332,652,15329
3691,322,665,15322
3689,331,660,15320
3701,316,674,15309
3702,317,705,15276
3724,313,713,15250
3724,318,726,15232
3719,311,725,15245
3689,328,708,15275
3671,332,710,15287
3674,348,711,15267
3666,342,732,15260
3656,359,724,15261
3626,385,718,15271
3597,390,746,15267
3589,399,736,15276
3590,407,738,15265
3597,406,740,15257
3580,420,740,15260
3576,403,748,15273
3592,387,740,15281
3571,410,747,15272
3557,415,748,15280
3571,395,766,15268
3556,384,782,15278
3506,387,810,15297
3503,410,786,15301
3496,392,795,15317
3496,398,790,15316
3477,407,801,15315
3452,397,808,15343
3439,399,810,15352
3446,404,786,15364
3430,402,785,15383
3439,385,794,15382
3424,377,804,15395
3415,388,787,15410
3431,370,808,15391
3423,372,806,15399
3402,386,808,15404
3397,389,805,15409
3382,397,808,15413
3384,384,831,15401
3353,409,800,15438
3325,406,800,15469
3332,374,831,15463
3332,374,829,15465
3322,373,818,15487
3303,386,821,15490
3315,368,823,15494
3292,367,807,15534
3275,385,799,15541
3298,365,797,15540
3292,367,790,15551
3285,357,780,15578
3293,341,777,15589
3287,344,751,15618
3295,333,730,15642
3337,344,707,15612
3357,342,711,15590
3373,342,708,15577
3391,332,702,15575
3414,315,696,15575
3407,336,684,15573
3427,308,696,15569
3439,316,675,15570
3447,337,688,15528
3438,352,674,15536
3439,332,705,15524
3452,325,707,15516
3454,331,719,15496
3481,325,709,15485
3499,311,701,15489
3529,307,690,15474
3522,317,680,15481
3505,353,670,15472
3517,341,667,15475
3537,343,651,15469
3555,339,642,15464
3573,332,648,15447
3567,327,657,15449
3565,336,650,15449
3584,313,657,15446
3603,317,658,15422
3617,327,642,15414
3613,325,639,15423
3627,311,649,15413
3632,317,651,15400
3624,301,664,15411
3618,312,650,15420
3627,311,659,15403
3626,322,665,15387
3642,325,657,15376
3666,313,657,15364
3652,341,642,15365
3655,342,645,15358
3674,334,639,15353
3679,348,629,15344
3681,348,642,15329
3713,333,661,15293
3696,336,685,15283
3663,341,690,15306
3684,329,678,15309
3666,347,687,15300
3675,354,671,15300
3666,357,670,15307
3676,341,678,15305
3683,349,696,15272
3681,366,698,15255
3709,350,691,15250
3693,373,680,15254
3704,387,672,15237
3683,376,698,15243
3683,367,690,15260
3696,361,700,15243
3708,361,687,15244
3691,369,682,15258
3684,371,677,15268
3687,368,683,15262
3675,374,691,15260
3682,356,732,15230
3691,368,711,15230
3678,374,723,15225
3670,385,706,15239
3625,386,722,15267
3652,371,718,15259
3618,377,749,15256
3601,400,748,15251
3577,395,771,15257
3536,420,760,15284
3524,408,779,15289
3494,405,824,15277
3495,382,810,15313
3469,398,794,15339
3465,381,810,15344
3453,386,798,15363
